sample	data_type	target_file
E_polybractea_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_populnea_bimbil	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_porosa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_praetermissa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_preissiana_lobata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_preissiana_lobata_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_preissiana_lobata_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_prominens	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_propinqua	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_protensa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pruinosa_pruinosa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pterocarpa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pulverulenta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pumila_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_punctata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pyriformis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pyrocarpa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_quadrans	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_quaerenda_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_quaerenda_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rameliana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_raveretiana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ravida	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_recta_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_recta_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_reducta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_redunca	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_regnans_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_relicta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_remota	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_repullulans	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_revelata_ms	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigens	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_10	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_11	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_12	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_13	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_5	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_6	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_7	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_8	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rigidula_9	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_robusta_x_E_tereticornis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rosacea_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rosacea_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rubida_canobolensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rubiginosa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rudis_cratyantha_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rudis_cratyantha_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rudis_cratyantha_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rugosa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rummeryi	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rupestris_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_rupestris_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sabulosa_x_E_ovata_ovata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_salmonophloia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_salubris	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sargentii_sargentii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sargentii_sargentii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sargentii_sargentii_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_scoparia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_scyphocalyx_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_scyphocalyx_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sepulcralis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sessilis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sheathiana_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sheathiana_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sheathiana_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sheathiana_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_shirleyi	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_shirleyi_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sicilifolia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sid_E_mel_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sideroxylon	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sideroxylon_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sieberi	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_socialis_socialis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_socialis_socialis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_socialis_socialis_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_socialis_victoriensis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_socialis_victoriensis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_socialis_viridans	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Adelaide	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Cable_Haul_Road_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Cable_Haul_Road_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Dartmoor_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Dartmoor_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Dunbar_Road_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Dunbar_Road_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Great_Victoria_Desert_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Great_Victoria_Desert_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Great_Victoria_Desert_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Great_Victoria_Desert_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Kalbarri_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Kalbarri_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Kitchener_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Kitchener_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Lake_Magenta_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Lake_Magenta_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Mulga_Rock_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Mulga_Rock_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Mulga_Rock_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Mulga_Rock_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Queen_Victoria_Spring_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Queen_Victoria_Spring_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_South_Newdegate_Lakes	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Southern_wheatbelt_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Southern_wheatbelt_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Sullivan_Soak_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Sullivan_Soak_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Sullivan_Soak_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sp_Sullivan_Soak_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_spathulata_spathulata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_spectatrix	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sporadica_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sporadica_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sporadica_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sporadica_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sporadica_5	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_spreta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_staeri	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_steedmanii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_stellulata_Little_Star	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_stoatei	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_stowardii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_stowardii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_striaticalyx_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_striaticalyx_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_stricklandii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_stricta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_subangusta_cerina	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_subangusta_pusilla	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_subangusta_subangusta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_subtilis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_subtilis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_subtilis_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_suffulgens	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_suggrandis_promiscua	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_suggrandis_suggrandis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_suggrandis_suggrandis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_sweedmaniana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_synandra_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_synandra_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_synandra_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_synandra_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_talyuberlup	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tenera_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tenera_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tenuipes_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tenuis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tephroclada	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_terebra	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tereticornis_rotunda_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tereticornis_rotunda_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tereticornis_tereticornis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tereticornis_tereticornis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tereticornis_tereticornis_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tholiformis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tholiformis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_thozetiana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_torquata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tortilis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_transcontinentalis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tricarpa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_trivalva_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_trivalva_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_tumida	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_uncinata_Esperance_Plains_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_uncinata_Esperance_Plains_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_uncinata_uncinata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_uncinata_uncinata_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_urna_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_urna_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_utilis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_utilis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_utilis_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_varia_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_varia_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_vegrandis_recondita_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_vegrandis_recondita_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_vegrandis_vegrandis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_vegrandis_vegrandis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_verrucata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_victrix_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_victrix_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_victrix_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_victrix_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_viminalis_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_viminalis_cygnetensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_viminalis_hentyensis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_viminalis_hentyensis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_virginea	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_virginea_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_vokesensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_wandoo_pulverea_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_wandoo_pulverea_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_wandoo_wandoo	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_websteriana_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_websteriana_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_websteriana_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_websteriana_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_websteriana_5	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_wimmerensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_woodwardii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_woodwardii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_wyolensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_alpina_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_alpina_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_balanopelex	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_brachyphylla_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_brachyphylla_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_bunyip_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_bunyip_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_carolaniae_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_carolaniae_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_hawkeri_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_hawkeri_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_impensa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_pruiniramis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_redimulicifera	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_walshii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_x_walshii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_xanthonema_apposita	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_xanthonema_xanthonema	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_xerothermica_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_xerothermica_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_xerothermica_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_yalatensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_yilgarnensis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_yilgarnensis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_yilgarnensis_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_youngiana_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_youngiana_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_yumbarrana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_zopherophloia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
MM17	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
