sample	data_type	target_file
E_erythronema_inornata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_eudesmioides_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_eudesmioides_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_eugenioides	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ewartiana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ewartiana_x_E_leptopoda_arctata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_exigua	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_exilipes_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_exilipes_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_exilis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_exilis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_expressa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_exserta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_falcata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_fasciculosa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_fergusonii_dorsiventralis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_fibrosa_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_flavida	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_flindersii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_flindersii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_flocktoniae_flocktoniae_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_flocktoniae_flocktoniae_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_flocktoniae_flocktoniae_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_flocktoniae_flocktoniae_x_E_occidentalis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_flocktoniae_hebes	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_foliosa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_formanii_Broadxleaf_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_formanii_Broadxleaf_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_formanii_Broadxleaf_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_formanii_formanii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_formanii_formanii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_formanii_formanii_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_forrestiana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_fraseri_fraseri_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_fraseri_fraseri_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_fraseri_melanobasis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_frenchiana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_froggattii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_fruticosa_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_fruticosa_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gamophylla	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gardneri_gardneri	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gardneri_ravensthorpensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_georgei_fulgida	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_georgei_georgei	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gillenii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gillenii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gillii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gillii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gittinsii_gittinsii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gittinsii_illucida	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_glaucina_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_glaucina_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_globulus_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_glomerosa_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_glomerosa_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gomphocephala	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gomphocephala_x_E_zopherophloia_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gomphocephala_x_E_zopherophloia_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_goniantha_goniantha	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_goniocalyx_viridissima	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_goniocarpa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gracilis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_grandis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_grandis_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_granitica	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_grasbyi_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_grasbyi_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_grasbyi_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_grasbyi_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_griffithsii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_grisea	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_grossa_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_grossa_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_guilfoylei_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_guilfoylei_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_guilfoylei_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gypsophila_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gypsophila_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_gypsophila_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_halophila	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_hebetifolia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_histophylla_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_histophylla_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_horistes_Southern_smooth_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_horistes_Southern_smooth_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_horistes_horistes_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_horistes_horistes_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_horistes_horistes_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_hypolaena	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_incerata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_incrassata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_incrassata_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_incrassata_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_incrassata_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_indurata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_indurata_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_infera	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_insulana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_insularis_continentalis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_intertexta_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_intertexta_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_jacksonii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_jacksonii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_jensenii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_jucunda	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_jutsonii_jutsonii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kessellii_eugnosta_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kessellii_eugnosta_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kingsmillii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kingsmillii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kitsoniana_x_E_ovata_subp_grandiflora	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kochii_amaryssia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kochii_borealis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kochii_kochii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kondininensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kruseana_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kruseana_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kumarlensis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_kumarlensis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_laevis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_lansdowneana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_lansdowneana_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_largiflorens_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_largiflorens_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_largiflorens_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_latens_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_latens_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_latens_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_lehmannii_lehmannii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_lehmannii_parallela	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptocalyx_leptocalyx	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptophleba	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptophylla_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptophylla_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptophylla_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptopoda_arctata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptopoda_arctata_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptopoda_arctata_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptopoda_elevata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptopoda_leptopoda	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptopoda_subluta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leptopoda_x_E_oldfieldii_intergrade	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_lesouefii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucophloia_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucophloia_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucophloia_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucophloia_euroa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucophloia_leucophloia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucophylla_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucophylla_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucophylla_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucophylla_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucophylla_5	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucoxylon_megalocarpa_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucoxylon_megalocarpa_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucoxylon_megalocarpa_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_leucoxylon_pruinosa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_litorea	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_lockyeri_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_lockyeri_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_lockyeri_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_longirostrata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_longissima	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_loxophleba_gratiae	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_loxophleba_lissophloia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_loxophleba_loxophleba	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_loxophleba_supralaevis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_loxophleba_supralaevis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_lucasii_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_lucasii_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_mackintii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_macrandra_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_macrandra_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_macrocarpa_elachantha	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_macrocarpa_macrocarpa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_macrorhyncha_macrorhyncha	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_macta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_malacoxylon	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_mannensis_mannensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_marginata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_marginata_Dull_leaf_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_marginata_Dull_leaf_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_marginata_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_megacarpa_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_megacarpa_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_megacornuta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_melanophitra	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_melanophloia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_melanophloia_melanophloia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_melanophloia_nana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_melanoxylon	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_melliodora_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_merrickiae	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_microcarpa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_microcorys_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_microtheca	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_mimica_continens	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_mimica_mimica	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_minniritchi	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_misella	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_moderata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_moderata_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_molyneuxii	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_moorei_serpentinicola	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_morrisbyi_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_morrisbyi_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_myriadena_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_myriadena_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_myriadena_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_myriadena_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_myriadena_5	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_myriadena_6	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_nebulosa_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_nebulosa_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_neutra_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_neutra_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_neutra_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_neutra_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_neutra_5	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_neutra_6	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_normantonensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_notactites	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_obesa_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_obesa_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_obtusiflora_dongarraensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_occidentalis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ochrophloia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_odorata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_odorata_x_E_phenax	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oleosa_ampliata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oleosa_ampliata_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oleosa_ampliata_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oleosa_cylindroidea	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oligantha_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oligantha_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oligantha_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oligantha_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oligantha_5	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_olivina_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_olivina_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_opimiflora	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_optima	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oraria_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oraria_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_orbifolia	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ornata	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ovata_grandiflora	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ovata_ovata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ovata_ovata_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ovata_ovata_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ovata_ovata_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_ovularis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oxymitra_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_oxymitra_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pachycalyx_pachycalyx	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pallida	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_panda	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_paniculata_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_patellaris	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_patens	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pauciflora_parvifructa_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pauciflora_parvifructa_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_peninsularis_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_peninsularis_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_peninsularis_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_perangusta	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_percostata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_percostata_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_perriniana_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_perriniana_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_petiolaris_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_petiolaris_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_petraea_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_petraea_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_petraea_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_petrensis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_phaenophylla_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_phaenophylla_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_phaenophylla_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_phenax_compressa	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_phenax_phenax	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pileata_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pileata_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pileata_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pileata_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pimpiniana	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_planipes_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_planipes_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_planipes_3	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_planipes_4	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_planipes_5	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_platydisca	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_platyphylla	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_platypus_platypus_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_platypus_platypus_2	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pluricaulis_pluricaulis	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_pluricaulis_porphyrea	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_polyanthemos_Ferguson2024	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
E_polybractea_1	dna	~/EucsPhylogenomics/files/hybpiper/crisp101_eucs.fna
