label	voucher	subgenus	section	n_locus	notes
grasbyi_CCA5836	DN 5689	Symphyomyrtus	Bisectae	1186	technical replicates
grasbyi_CCA6000	DN 6997	Symphyomyrtus	Bisectae	1185	
grasbyi_CCA6001	DN 6997	Symphyomyrtus	Bisectae	1186	technical replicates
griffithsii_CCA0631	DN 515	Symphyomyrtus	Dumaria	1186	putative contamination / mislabelling
grisea_CCA1678	DN 1271	Symphyomyrtus	Pumilio	1187	
grossa_CCA5958	DN 7224	Symphyomyrtus	Glandulosae	1187	
grossa_CCA5959	DN 7224	Symphyomyrtus	Glandulosae	1186	technical replicates
guilfoylei_CCA5922	DN 4632	Cruciformes		1163	technical replicates
guilfoylei_CCA5923	DN 4632	Cruciformes		1183	
guilfoylei_CCA5925	DN 4632	Cruciformes		1185	technical replicates
guilfoylei_Ferguson2024		Cruciformes		1185	not CCA
gummifera_CCA0937		Corymbia	Notiales	1110	
gummifera_CCA1650	DN 1228	Corymbia	Notiales	988	
gypsophila_CCA0533	DN 525	Symphyomyrtus	Dumaria	947	
gypsophila_CCA1483	DN 1405	Symphyomyrtus	Dumaria	1187	
gypsophila_CCA1492	DN 1520	Symphyomyrtus	Dumaria	1045	
haemastoma_CCA5319	DN 6795	Eucalyptus	Eucalyptus	1147	
haematoxylon_CCA1294	DN 1147	Corymbia	Calophyllae	1163	label fix (previous: CCA1173)
haematoxylon_CCA1296	DN 1147	Corymbia	Calophyllae	1165	label fix (previous: CCA1170); technical replicates
halophila_CCA0111	DN 155	Symphyomyrtus	Adnataria	1187	
hebetifolia_CCA0398	DN 240	Symphyomyrtus	Glandulosae	1185	
henryi_CCA1609	DN 1259	Blakella	Maculatae	1156	technical replicates
henryi_CCA1610	DN 1259	Blakella	Maculatae	1160	technical replicates
henryi_CCA1611	DN 1259	Blakella	Maculatae	1163	
herbertiana_CCA1439	DN 1933	Symphyomyrtus	Exsertaria	1178	
histophylla_CCA0258	DN 124	Symphyomyrtus	Glandulosae	1186	
histophylla_CCA1445	DN 124	Symphyomyrtus	Glandulosae	1187	technical replicates
horistes_CCA1178	DN 1169	Symphyomyrtus	Bisectae	1186	label fix (previous: CCA1286)
horistes_CCA5984	DN 6985	Symphyomyrtus	Bisectae	1185	technical replicates
horistes_CCA5985	DN 6985	Symphyomyrtus	Bisectae	1185	
hypolaena_CCA0507	DN 513	Symphyomyrtus	Bisectae	1187	
incerata_CCA0281	DN 327	Symphyomyrtus	Glandulosae	1186	
incrassata_CCA1174	DN 930	Symphyomyrtus	Dumaria	1179	label fix (previous: CCA1291)
incrassata_CCA1186	DN 1108	Symphyomyrtus	Dumaria	1187	label fix (previous: CCA1275)
incrassata_CCA1231	DN 1129	Symphyomyrtus	Dumaria	1187	label fix (previous: CCA1250)
incrassata_CCA2927	DN 1638	Symphyomyrtus	Dumaria	1186	
indurata_CCA0121	DN 165	Symphyomyrtus	Bisectae	1185	technical replicates
indurata_CCA0122	DN 165	Symphyomyrtus	Bisectae	1186	
infera_CCA1594	DN 1254	Symphyomyrtus	Exsertaria	1177	
infera_CCA1595	DN 1254	Symphyomyrtus	Exsertaria	1184	putative contamination / mislabelling
insularis_continentalis_CCA5718	DN 1637	Eucalyptus	Frutices	1186	
intertexta_CCA0650	DN 423	Symphyomyrtus	Adnataria	999	technical replicates
intertexta_CCA0652	DN 423	Symphyomyrtus	Adnataria	1187	
intertexta_CCA0653	DN 423	Symphyomyrtus	Adnataria	1186	technical replicates
jacksonii_CCA5906	DN 7223	Eucalyptus	Longistylus	1186	technical replicates
jacksonii_CCA5907	DN 7223	Eucalyptus	Longistylus	1187	
jensenii_CCA2984	DN 1916	Symphyomyrtus	Adnataria	1187	
jucunda_CCA6041	DN 7228	Eudesmia	Limbatae	1162	technical replicates
jucunda_CCA6044	DN 7228	Eudesmia	Limbatae	1184	
jutsonii_jutsonii_CCA0537	DN 548	Symphyomyrtus	Bisectae	1056	
kabiana_CCA0773	DN 720	Symphyomyrtus	Exsertaria	1159	
kessellii_eugnosta_CCA0129	DN 164	Symphyomyrtus	Bisectae	1187	technical replicates
kessellii_eugnosta_CCA0130	DN 164	Symphyomyrtus	Bisectae	1186	
kingsmillii_CCA0520	DN 535	Symphyomyrtus	Bisectae	1187	
kingsmillii_CCA5803	DN 5779	Symphyomyrtus	Bisectae	1185	
kitsoniana_x_ovata_grandiflora_CCA2851	DN 1720	Symphyomyrtus	Maidenaria	1187	
kochii_amaryssia_CCA0546	DN 536	Symphyomyrtus	Bisectae	1184	
kochii_borealis_CCA0263	DN 277	Symphyomyrtus	Bisectae	1186	
kochii_kochii_CCA0278	DN 288	Symphyomyrtus	Bisectae	1113	technical replicates
kochii_kochii_CCA0279	DN 288	Symphyomyrtus	Bisectae	1186	
kondininensis_CCA0420	DN 242	Symphyomyrtus	Dumaria	1186	
kruseana_CCA0656	DN 337	Symphyomyrtus	Glandulosae	1186	
kruseana_CCA6038	DN 6993	Symphyomyrtus	Glandulosae	1187	
kumarlensis_CCA0081	DN 141	Symphyomyrtus	Bisectae	1186	
kumarlensis_CCA2861	DN 1844	Symphyomyrtus	Bisectae	1186	
laevis_CCA0059	DN 120	Symphyomyrtus	Dumaria	1187	
lansdowneana_CCA0819	DN 57	Symphyomyrtus	Adnataria	1162	technical replicates
lansdowneana_CCA1425	DN 57	Symphyomyrtus	Adnataria	1186	
lansdowneana_Ferguson2024		Symphyomyrtus	Adnataria	1187	not CCA
largiflorens_CCA0691		Symphyomyrtus	Adnataria	1176	technical replicates
largiflorens_CCA0692		Symphyomyrtus	Adnataria	1186	
largiflorens_CCA1139	DN 980	Symphyomyrtus	Adnataria	1187	label fix (previous: CCA1342); technical replicates
largiflorens_CCA1142	DN 980	Symphyomyrtus	Adnataria	1186	label fix (previous: CCA1339)
largiflorens_CCA1143	DN 980	Symphyomyrtus	Adnataria	1187	label fix (previous: CCA1336); technical replicates
latens_CCA2969	DN 1613	Symphyomyrtus	Bisectae	1186	
lehmannii_lehmannii_CCA1452	DN 222	Symphyomyrtus	Glandulosae	1187	
lehmannii_parallela_CCA2886	DN 1639	Symphyomyrtus	Glandulosae	1187	
leichhardii_CCA1548	DN 1277	Blakella	Naviculares	1156	technical replicates
leichhardii_CCA1550	DN 1277	Blakella	Naviculares	1157	
leiocarpa_CCA1427	DN 2103	Angophora		1153	
leiocarpa_CCA1430	DN 2103	Angophora		1151	technical replicates
lenziana_CCA5848	DN 5733	Corymbia	Notiales	1167	
leptocalyx_leptocalyx_CCA0231	DN 153	Symphyomyrtus	Dumaria	1187	
leptoloma_CCA1688	DN 1302	Blakella	Naviculares	1162	putative contamination / mislabelling
leptophleba_CCA2845	DN 1313	Symphyomyrtus	Adnataria	1185	
leptophylla_CCA0636	DN 447	Symphyomyrtus	Bisectae	1185	
leptophylla_CCA5990	DN 6807	Symphyomyrtus	Bisectae	1186	
leptophylla_CCA5991	DN 6807	Symphyomyrtus	Bisectae	1187	technical replicates
leptopoda_elevata_CCA0002	DN 8	Symphyomyrtus	Bisectae	1183	
leptopoda_leptopoda_CCA0163	DN 298	Symphyomyrtus	Bisectae	1186	
leptopoda_subluta_CCA0065	DN 336	Symphyomyrtus	Bisectae	1187	
leptopoda_x_oldfieldii_intergrade_CCA5639	DN 5583	Symphyomyrtus	Bisectae	1187	
lesouefii_CCA0562	DN 549	Symphyomyrtus	Dumaria	1187	
leucophloia_CCA0469		Symphyomyrtus	Platysperma	1184	technical replicates
leucophloia_CCA0470		Symphyomyrtus	Platysperma	1186	
leucophloia_euroa_CCA1402	DN 1332	Symphyomyrtus	Platysperma	1187	
leucophloia_Ferguson2024		Symphyomyrtus	Platysperma	1185	not CCA
leucophloia_leucophloia_CCA0560	DN 539	Symphyomyrtus	Platysperma	1186	
leucophylla_CCA1500	DN 1331	Symphyomyrtus	Adnataria	934	technical replicates
leucophylla_CCA1501	DN 1331	Symphyomyrtus	Adnataria	1163	
leucophylla_CCA2877	DN 1941	Symphyomyrtus	Adnataria	1186	
leucophylla_CCA2940	DN 1937	Symphyomyrtus	Adnataria	1185	
leucoxylon_CCA0472		Symphyomyrtus	Adnataria	1187	
leucoxylon_leucoxylon_CCA3841	DN 2585	Symphyomyrtus	Adnataria	1176	
leucoxylon_megalocarpa_CCA0633	DN 473	Symphyomyrtus	Adnataria	1186	
leucoxylon_megalocarpa_CCA5654	DN 4310	Symphyomyrtus	Adnataria	1186	
leucoxylon_megalocarpa_CCA5656	DN 4310	Symphyomyrtus	Adnataria	1185	technical replicates
leucoxylon_petiolaris_CCA1342	DN 945	Symphyomyrtus	Adnataria	1186	label fix (previous: CCA1142)
leucoxylon_pruinosa_CCA0646	DN 351	Symphyomyrtus	Adnataria	444	
lirata_CCA5558	DN 1917	Eudesmia	Reticulatae	1129	
litorea_CCA0291	DN 199	Symphyomyrtus	Dumaria	1187	
lockyeri_CCA0461		Symphyomyrtus	Exsertaria	1187	technical replicates
lockyeri_CCA0464		Symphyomyrtus	Exsertaria	1187	
longifolia_CCA0695	Brooker 4700	Symphyomyrtus	Incognitae	1146	
longirostrata_CCA1417	DN 2112	Symphyomyrtus	Pumilio	1187	
longissima_CCA1539	DN 1569	Symphyomyrtus	Bisectae	1184	
loxophleba_gratiae_CCA0446	DN 313	Symphyomyrtus	Glandulosae	1187	
loxophleba_lissophloia_CCA0223	DN 139	Symphyomyrtus	Glandulosae	1185	
loxophleba_loxophleba_CCA0421	DN 239	Symphyomyrtus	Glandulosae	1187	
loxophleba_supralaevis_CCA5804	DN 5593	Symphyomyrtus	Glandulosae	1187	technical replicates
loxophleba_supralaevis_CCA5805	DN 5593	Symphyomyrtus	Glandulosae	1186	
lucasii_CCA0499	DN 545	Symphyomyrtus	Adnataria	1186	
lucasii_CCA0502	DN 545	Symphyomyrtus	Adnataria	1186	technical replicates
luculenta_CCA5987	DN 6956	Symphyomyrtus	Bisectae	1185	
luculenta_CCA5988	DN 6956	Symphyomyrtus	Bisectae	1187	technical replicates
lunata_CCA2815		Symphyomyrtus	Bisectae	1187	
lunata_CCA2816		Symphyomyrtus	Bisectae	1186	technical replicates
lunata_CCA5663	DN 5518	Symphyomyrtus	Bisectae	1182	
lunata_CCA5664	DN 5518	Symphyomyrtus	Bisectae	1187	technical replicates
lunata_CCA5746	DN 5503	Symphyomyrtus	Bisectae	1187	
lunata_CCA5747	DN 5503	Symphyomyrtus	Bisectae	1186	technical replicates
mackintii_CCA3030	DN 1737	Eucalyptus	Eucalyptus	1187	
macrandra_CCA0399	DN 312	Symphyomyrtus	Glandulosae	1187	
macrandra_CCA1218	DN 1132	Symphyomyrtus	Glandulosae	1187	label fix (previous: CCA1265)
macrocarpa_elachantha_CCA0207	DN 250	Symphyomyrtus	Bisectae	1186	
macrocarpa_macrocarpa_CCA0048	DN 261	Symphyomyrtus	Bisectae	1187	
macrorhyncha_macrorhyncha_CCA0684	DN 737	Eucalyptus	Eucalyptus	938	putative contamination / mislabelling
macrorhyncha_macrorhyncha_CCA0685	DN 737	Eucalyptus	Eucalyptus	1187	
macta_CCA1691	DN 1301	Symphyomyrtus	Latoangulatae	131	low coverage
maculata_CCA3011	DN 1752	Blakella	Maculatae	1134	technical replicates
maculata_CCA3012	DN 1752	Blakella	Maculatae	1151	technical replicates
maculata_CCA3013	DN 1752	Blakella	Maculatae	1164	
maculata_Ferguson2024		Blakella	Maculatae	1161	not CCA
magnificata_CCA3887	DN 2945	Symphyomyrtus	Adnataria	1153	
maidenii_CCA3092	DN 1764	Symphyomyrtus	Maidenaria	1179	
major_CCA3176	DN 2107	Symphyomyrtus	Exsertaria	1030	
malacoxylon_CCA1623	DN 1368	Symphyomyrtus	Maidenaria	1187	
mannensis_mannensis_CCA0003		Symphyomyrtus	Bisectae	1176	
mannensis_mannensis_CCA6066	DN 6941	Symphyomyrtus	Bisectae	1179	putative contamination / mislabelling
mannifera_CCA0931	DN 581	Symphyomyrtus	Maidenaria	1178	
marginata		Eucalyptus	Longistylus	1185	
marginata_Ferguson2024		Eucalyptus	Longistylus	1187	not CCA
marginata_marginata_CCA5976	DN 4655	Eucalyptus	Longistylus	1175	
marginata_spurgeana_CCA5931	DN 7220	Eucalyptus	Longistylus	1186	technical replicates
marginata_spurgeana_CCA5932	DN 7220	Eucalyptus	Longistylus	1186	
megacarpa_CCA1242	DN 1137	Eucalyptus	Frutices	1186	label fix (previous: CCA1210)
megacarpa_CCA5870	DN 6705	Eucalyptus	Frutices	1186	
megacornuta_CCA1274	DN 1121	Symphyomyrtus	Glandulosae	1187	label fix (previous: CCA1189)
megacornuta_CCA1275	DN 1121	Symphyomyrtus	Glandulosae	1186	label fix (previous: CCA1186); technical replicates
melana_CCA3464	DN 2552	Angophora		1150	
melanophitrus_CCA0170	DN 211	Symphyomyrtus	Glandulosae	1185	
melanophloia		Symphyomyrtus	Adnataria	1185	invalid voucher
melanophloia_melanophloia_CCA0743	DN 690	Symphyomyrtus	Adnataria	1177	
melanophloia_melanophloia_CCA1638	DN 1285	Symphyomyrtus	Adnataria	1186	
melanophloia_nana_CCA1496	DN 1330	Symphyomyrtus	Adnataria	1186	
melanoxylon_CCA0073	DN 143	Symphyomyrtus	Dumaria	1185	
melliodora_1_CCA0704	DN 777	Symphyomyrtus	Adnataria	1172	technical replicates
melliodora_1_Csiro		Symphyomyrtus	Adnataria	1182	not CCA
melliodora_2_CCA0704	DN 777	Symphyomyrtus	Adnataria	1169	
melliodora_2_Csiro		Symphyomyrtus	Adnataria	1183	not CCA
melliodora_CCA0705	DN 777	Symphyomyrtus	Adnataria	1176	technical replicates
melliodora_CCA0706	DN 777	Symphyomyrtus	Adnataria	1170	technical replicates
melliodora_Ferguson2024		Symphyomyrtus	Adnataria	1187	not CCA
melliodora_x_sideroxylon_CCA1504	DN 1219	Symphyomyrtus	Adnataria	1180	technical replicates
melliodora_x_sideroxylon_CCA1505	DN 1219	Symphyomyrtus	Adnataria	1175	technical replicates
melliodora_x_sideroxylon_CCA1506	DN 1219	Symphyomyrtus	Adnataria	817	technical replicates
melliodora_x_sideroxylon_CCA1507	DN 1219	Symphyomyrtus	Adnataria	1170	technical replicates
melliodora_x_sideroxylon_CCA6869	DN 1219	Symphyomyrtus	Adnataria	1171	technical replicates
melliodora_x_sideroxylon_CCA6870	DN 1219	Symphyomyrtus	Adnataria	1172	
melliodora_x_sideroxylon_CCA6871	DN 1219	Symphyomyrtus	Adnataria	1138	technical replicates
merrickiae_CCA0208	DN 156	Symphyomyrtus	Dumaria	1187	
michaeliana_CCA0964	DN 650	Symphyomyrtus	Racemus	927	technical replicates
michaeliana_CCA0965	DN 650	Symphyomyrtus	Racemus	1051	
micranthera_CCA0248	DN 172	Symphyomyrtus	Bisectae	1168	
microcarpa_CCA1511	DN 1364	Symphyomyrtus	Adnataria	213	low coverage
microcarpa_CCA1543	DN 1220	Symphyomyrtus	Adnataria	1154	technical replicates
microcarpa_CCA1545	DN 1220	Symphyomyrtus	Adnataria	1187	
microcodon_CCA5568	DN 5010	Eucalyptus	Eucalyptus	1151	
microcorys_CCA1660	DN 1238	Alveolata		1061	
microcorys_Ferguson2024		Alveolata		1186	not CCA
microtheca_CCA1518	DN 1338	Symphyomyrtus	Adnataria	1000	
mimica_mimica_CCA1461	DN 188	Symphyomyrtus	Glandulosae	1187	
minniritchi_CCA2839	DN 1354	Symphyomyrtus	Bisectae	1186	
misella_CCA0374	DN 147	Symphyomyrtus	Bisectae	1187	
moderata_CCA2887	DN 1661	Symphyomyrtus	Bisectae	1187	
moderata_CCA2890	DN 1661	Symphyomyrtus	Bisectae	1184	technical replicates
moluccana_CCA0751	DN 712	Symphyomyrtus	Adnataria	1158	
molyneuxii_CCA5940	DN 6867	Eucalyptus	Eucalyptus	1186	
moorei_serpentinicola_CCA1616	DN 1233	Eucalyptus	Eucalyptus	1187	
morrisbyi_CCA5915	DN 1983	Symphyomyrtus	Maidenaria	1187	
morrisbyi_CCA5917	DN 1983	Symphyomyrtus	Maidenaria	1186	technical replicates
muelleriana_CCA3062	DN 1753	Eucalyptus	Eucalyptus	1174	
myriadena_CCA0034	DN 316	Symphyomyrtus	Dumaria	1187	
myriadena_CCA0035	DN 316	Symphyomyrtus	Dumaria	1186	technical replicates
myriadena_CCA0272	DN 321	Symphyomyrtus	Dumaria	1187	technical replicates
myriadena_CCA0273	DN 321	Symphyomyrtus	Dumaria	1186	
myriadena_CCA5685	DN 5596	Symphyomyrtus	Dumaria	1186	
myriadena_CCA5687	DN 5596	Symphyomyrtus	Dumaria	1187	technical replicates
nebulosa_CCA5911	DN 6742	Eucalyptus	Eucalyptus	1187	
nebulosa_CCA5912	DN 6742	Eucalyptus	Eucalyptus	1187	technical replicates
neutra_CCA0156	DN 218	Symphyomyrtus	Bisectae	1186	
neutra_CCA0425	DN 315	Symphyomyrtus	Bisectae	1186	
neutra_CCA2879	DN 1874	Symphyomyrtus	Bisectae	1186	
neutra_CCA2935	DN 1855	Symphyomyrtus	Bisectae	1186	
neutra_CCA2987	DN 1853	Symphyomyrtus	Bisectae	1186	technical replicates
neutra_CCA2988	DN 1853	Symphyomyrtus	Bisectae	1187	
nicholii_CCA0754	DN 651	Symphyomyrtus	Maidenaria	1184	
nicholii_CCA0754_2	DN 651	Symphyomyrtus	Maidenaria	1184	technical replicates
nitens_CCA3107	DN 1766	Symphyomyrtus	Maidenaria	973	
nobilis_CCA0920	DN 753	Symphyomyrtus	Maidenaria	1176	
normantonensis_CCA1130	DN 1207	Symphyomyrtus	Adnataria	1185	label fix (previous: CCA1329)
notabilis_CCA0831	DN 630	Symphyomyrtus	Latoangulatae	1174	putative contamination / mislabelling
notactites_CCA1447	DN 177	Symphyomyrtus	Bisectae	1187	
obesa_CCA1192	DN 1109	Symphyomyrtus	Bisectae	978	technical replicates
obesa_CCA1193	DN 1109	Symphyomyrtus	Bisectae	1187	label fix (previous: CCA1271)
obesa_CCA4557	DN 3724	Symphyomyrtus	Bisectae	1026	
obesa_CCA5705	DN 5478	Symphyomyrtus	Bisectae	1185	
obliqua_CCA1300	DN 804	Eucalyptus	Eucalyptus	1182	
obtusiflora_dongarraensis_CCA0045	DN 266	Symphyomyrtus	Dumaria	1187	
occidentalis_CCA1278	DN 170	Symphyomyrtus	Glandulosae	1186	label fix (previous: CCA1184)
ochrophloia_CCA1419	DN 2119	Symphyomyrtus	Adnataria	1186	
odontocarpa_CCA3651	DN 1199	Eudesmia	Limbatae	1168	
odorata_cajuputea_CCA2917	DN 1691	Symphyomyrtus	Adnataria	1170	technical replicates
odorata_cajuputea_CCA2918	DN 1691	Symphyomyrtus	Adnataria	1187	
odorata_odorata_CCA1085	DN 936	Symphyomyrtus	Adnataria	1133	
odorata_odorata_CCA1147	DN 822	Symphyomyrtus	Adnataria	1187	label fix (previous: CCA1323)
odorata_polybractea_CCA0465		Symphyomyrtus	Adnataria	1166	putative contamination / mislabelling
odorata_polybractea_CCA0466		Symphyomyrtus	Adnataria	1008	technical replicates
odorata_polybractea_CCA0467		Symphyomyrtus	Adnataria	1185	technical replicates
odorata_polybractea_CCA0468		Symphyomyrtus	Adnataria	1186	
odorata_wimmerensis_CCA1523	DN 1590	Symphyomyrtus	Adnataria	1187	
odorata_wimmerensis_CCA5956	DN 6866	Symphyomyrtus	Adnataria	1187	
odorata_wimmerensis_CCA5957	DN 6866	Symphyomyrtus	Adnataria	1186	technical replicates
odorata_x_phenax_CCA1520	DN 1360	Symphyomyrtus		1186	intersectional hybrid
oleosa_ampliata_CCA0505	DN 500	Symphyomyrtus	Bisectae	1185	
oleosa_ampliata_CCA0623	DN 555	Symphyomyrtus	Bisectae	1185	
oleosa_ampliata_CCA1498	DN 1408	Symphyomyrtus	Bisectae	1021	
oleosa_cylindroidea_CCA2930	DN 1642	Symphyomyrtus	Bisectae	1187	
oligantha_CCA2971	DN 1919	Symphyomyrtus	Adnataria	1187	
oligantha_CCA5658	DN 5810	Symphyomyrtus	Adnataria	1185	
oligantha_CCA5660	DN 5810	Symphyomyrtus	Adnataria	1185	technical replicates
oligantha_CCA5681	DN 5804	Symphyomyrtus	Adnataria	1184	technical replicates
oligantha_CCA5683	DN 5804	Symphyomyrtus	Adnataria	1186	
olivina_CCA0289	DN 319	Symphyomyrtus	Bisectae	1184	
olivina_CCA0290	DN 319	Symphyomyrtus	Bisectae	1185	technical replicates
omissa_CCA0541	DN 505	Symphyomyrtus	Bisectae	1186	
omissa_CCA1485	DN 1392	Symphyomyrtus	Bisectae	1182	
ophitica_1_CCA3191	DN 2099	Symphyomyrtus	Adnataria	976	technical replicates
ophitica_2_CCA3191	DN 2099	Symphyomyrtus	Adnataria	986	
opimiflora_CCA5698	DN 5547	Symphyomyrtus	Bisectae	1186	
optima_CCA0431	DN 115	Symphyomyrtus	Bisectae	1177	technical replicates
optima_CCA0432	DN 115	Symphyomyrtus	Bisectae	1186	
oraria_CCA0041	DN 269	Symphyomyrtus	Dumaria	1187	technical replicates
oraria_CCA0043	DN 269	Symphyomyrtus	Dumaria	1187	
orbifolia_CCA5843	DN 5606	Symphyomyrtus	Bisectae	1186	
ornata_CCA0455	DN 243	Symphyomyrtus	Bisectae	1114	
ornata_CCA0456	DN 243	Symphyomyrtus	Bisectae	1186	technical replicates
ovata_grandiflora_CCA1627	DN 1594	Symphyomyrtus	Maidenaria	1187	
ovata_ovata_CCA1377	DN 805	Symphyomyrtus	Maidenaria	1164	technical replicates
ovata_ovata_CCA1379	DN 805	Symphyomyrtus	Maidenaria	1187	
ovata_ovata_CCA3005	DN 1741	Symphyomyrtus	Maidenaria	1179	
ovata_ovata_CCA3006	DN 1741	Symphyomyrtus	Maidenaria	1187	technical replicates
ovata_ovata_CCA5868	DN 6741	Symphyomyrtus	Maidenaria	1186	
ovata_ovata_CCA5892	DN 6725	Symphyomyrtus	Maidenaria	1187	
ovularis_CCA1196	DN 1107	Symphyomyrtus	Dumaria	1181	label fix (previous: CCA1270)
oxymitra_CCA0015		Symphyomyrtus	Bisectae	1186	
oxymitra_CCA2904	DN 1704	Symphyomyrtus	Bisectae	1187	
pachycalyx_pachycalyx_CCA3025	DN 1307	Symphyomyrtus	Bisectae	1184	
pallida_CCA5774	DN 5740	Eudesmia	Limbatae	1182	
pallida_CCA6083	DN 7229	Eudesmia	Limbatae	1181	
panda_CCA0848	DN 683	Symphyomyrtus	Adnataria	1164	
panda_CCA1682	DN 1275	Symphyomyrtus	Adnataria	1184	
paniculata_Ferguson2024		Symphyomyrtus	Adnataria	1186	not CCA
papillosa_CCA5646	DN 5806	Corymbia	Notiales	1162	
patellaris_CCA1552	DN 1339	Symphyomyrtus	Adnataria	1187	
patens_CCA4960	DN 4621	Eucalyptus	Longistylus	1171	
patens_CCA5641	DN 5530	Eucalyptus	Longistylus	1187	
pauciflora_parvifructa_CCA5946	DN 7047	Eucalyptus	Eucalyptus	1038	technical replicates
pauciflora_parvifructa_CCA5948	DN 7047	Eucalyptus	Eucalyptus	1186	technical replicates
pauciflora_parvifructa_CCA5949	DN 7047	Eucalyptus	Eucalyptus	1186	
pauciflora_pauciflora_CCA0933	DN 476	Eucalyptus	Eucalyptus	1183	
peninsularis_CCA1322	DN 948	Symphyomyrtus	Bisectae	1183	label fix (previous: CCA1148)
peninsularis_CCA2983	DN 1955	Symphyomyrtus	Bisectae	1185	
peninsularis_CCA3022	DN 1953	Symphyomyrtus	Bisectae	1186	
perangusta_CCA0103	DN 148	Symphyomyrtus	Bisectae	1186	
percostata_CCA2914	DN 1603	Symphyomyrtus	Dumaria	1187	technical replicates
percostata_CCA2916	DN 1603	Symphyomyrtus	Dumaria	1186	
perriniana_perriniana_CCA6006	DN 1975	Symphyomyrtus	Maidenaria	1187	
perriniana_perriniana_CCA6008	DN 1975	Symphyomyrtus	Maidenaria	1186	technical replicates
pertenuis_CCA0191	DN 326	Symphyomyrtus	Dumaria	1186	
petalophylla_CCA1569	DN 1262	Blakella	Naviculares	1162	
petraea_CCA0069	DN 339	Symphyomyrtus	Adnataria	1187	
petraea_CCA5757	DN 5463	Symphyomyrtus	Adnataria	1187	technical replicates
petraea_CCA5758	DN 5463	Symphyomyrtus	Adnataria	1187	
petrensis_CCA0451	DN 248	Symphyomyrtus	Bisectae	1187	
phaenophylla_CCA0295	DN 324	Symphyomyrtus	Glandulosae	1185	
phaenophylla_CCA0304	DN 196	Symphyomyrtus	Glandulosae	1187	
phaenophylla_CCA0308	DN 236	Symphyomyrtus	Glandulosae	1185	
phenax_phenax_CCA1286	DN 929	Symphyomyrtus	Dumaria	1185	label fix (previous: CCA1178)
phenax_phenax_CCA1288	DN 929	Symphyomyrtus	Dumaria	1185	label fix (previous: CCA1177); technical replicates
pileata_CCA0227	DN 191	Symphyomyrtus	Dumaria	1187	
pileata_CCA1197	DN 947	Symphyomyrtus	Dumaria	1185	label fix (previous: CCA1269); putative contamination / mislabelling
pileata_CCA5845	DN 5477	Symphyomyrtus	Dumaria	1186	
pileata_CCA5847	DN 5477	Symphyomyrtus	Dumaria	1187	technical replicates
pilularis_CCA3322	DN 644	Eucalyptus	Eucalyptus	1163	
pimpiniana_CCA0021	DN 110	Symphyomyrtus	Dumaria	1186	
planipes_CCA0149	DN 330	Symphyomyrtus	Dumaria	1187	technical replicates
planipes_CCA0150	DN 330	Symphyomyrtus	Dumaria	1187	
planipes_CCA0330	DN 131	Symphyomyrtus	Dumaria	1187	
planipes_CCA6011	DN 6996	Symphyomyrtus	Dumaria	1187	
planipes_CCA6013	DN 6996	Symphyomyrtus	Dumaria	1187	technical replicates
platydisca_CCA0051	DN 133	Eucalyptus	Frutices	1187	
platyphylla_CCA1564	DN 1350	Symphyomyrtus	Exsertaria	1167	
platyphylla_CCA1661	DN 1296	Symphyomyrtus	Exsertaria	1186	
platypus_platypus_CCA0602	DN 208	Symphyomyrtus	Glandulosae	1186	technical replicates
platypus_platypus_CCA0603	DN 208	Symphyomyrtus	Glandulosae	1186	
pleurocarpa_CCA1256	DN 154	Eudesmia	Limbatae	1161	putative contamination / mislabelling
pleurocarpa_CCA1257	DN 154	Eudesmia	Limbatae	1183	label fix (previous: CCA1224)
plumula_CCA0521	DN 522	Symphyomyrtus	Bisectae	1186	
plumula_CCA0524	DN 522	Symphyomyrtus	Bisectae	1143	technical replicates
plumula_CCA6014	DN 6931	Symphyomyrtus	Bisectae	1187	
plumula_CCA6017	DN 6931	Symphyomyrtus	Bisectae	1187	technical replicates
polyanthemos_Ferguson2024		Symphyomyrtus	Adnataria	1184	not CCA
polyanthemos_polyanthemos_CCA0672	DN 742	Symphyomyrtus	Adnataria	1172	
polyanthemos_vestita_CCA0724	DN 457	Symphyomyrtus	Adnataria	1169	
polycarpa_CCA5901	DN 6961	Corymbia	Notiales	1167	
polycarpa_CCA5902	DN 6961	Corymbia	Notiales	1167	technical replicates
populnea_CCA0006		Symphyomyrtus	Adnataria	1185	
populnea_CCA0941	DN 679	Symphyomyrtus	Adnataria	1167	
porosa_CCA0525	DN 482	Symphyomyrtus	Adnataria	769	technical replicates
porosa_CCA0528	DN 482	Symphyomyrtus	Adnataria	1185	
praetermissa_CCA0483	DN 213	Symphyomyrtus	Glandulosae	1185	
prava_CCA0800	DN 671	Symphyomyrtus	Exsertaria	1172	
preissiana_lobata_CCA0185	DN 179	Eucalyptus	Frutices	1187	
preissiana_lobata_CCA5695	DN 5492	Eucalyptus	Frutices	1187	technical replicates
preissiana_lobata_CCA5696	DN 5492	Eucalyptus	Frutices	1187	
prominens_CCA2840	DN 1184	Symphyomyrtus	Glandulosae	1186	
propinqua_CCA1692	DN 1239	Symphyomyrtus	Exsertaria	1184	
protensa_CCA0120	DN 126	Symphyomyrtus	Glandulosae	1187	
pruiniramis_CCA0268	DN 284	Symphyomyrtus	Glandulosae	1187	
