file	sum_len	cov
E_thozetiana	24672220906	49.344441812
E_fraseri_fraseri_2	24756816138	49.513632276
E_sporadica_5	24771701354	49.543402708
C_eremaea_oligiocarpa	24931977004	49.863954008
E_albens_2	24955088540	49.91017708
E_fraseri_melanobasis	24968087084	49.936174168
E_utilis_2	24985628608	49.971257216
E_balladoniensis_balladoniensis	25013606568	50.027213136
C_calophylla_3	25021094650	50.0421893
E_dielsii_2	25035944958	50.071889916
E_sporadica_3	25052667656	50.105335312
E_caesia_Boyagin_Rock_1	25058866932	50.117733864
E_ochrophloia	25070032596	50.140065192
E_grandis	25093121100	50.1862422
C_ficifolia	25139843254	50.279686508
E_hypolaena	25213259188	50.426518376
E_assimilans_2	25346427232	50.692854464
E_caesia_caesia_1	25351232282	50.702464564
E_albopurpurea_3	25354823988	50.709647976
E_neutra_5	25397383136	50.794766272
C_leichhardii_2	25425059634	50.850119268
E_drepanophylla_3	25435069822	50.870139644
E_drummondii_2	25504893720	51.00978744
E_eugenioides	25557684402	51.115368804
E_frenchiana	25601415954	51.202831908
E_cooperiana_1	25697176114	51.394352228
E_exigua	25712873278	51.425746556
E_phaenophylla_3	25828758764	51.657517528
E_camaldulensis_refulgens_2	25876295702	51.752591404
E_conglobata_conglobata_5	25911607396	51.823214792
E_obesa_2	25927843296	51.855686592
E_mackintii	25993646244	51.987292488
E_gardneri_gardneri	26080089558	52.160179116
E_subtilis_3	26098051728	52.196103456
E_x_balanopelex	26136951382	52.273902764
E_sargentii_sargentii_2	26335135626	52.670271252
E_burracoppinensis	26348936200	52.6978724
E_ovata_ovata_1	26354465140	52.70893028
E_indurata_1	26477866094	52.955732188
E_exilis_2	26494747644	52.989495288
E_rosacea_2	26534978602	53.069957204
E_aenea	26607845962	53.215691924
E_myriadena_5	26608697020	53.21739404
E_latens_3	26691967274	53.383934548
E_marginata	26847618248	53.695236496
E_rudis_cratyantha_3	26959772166	53.919544332
E_dissimulata_1	26975842614	53.951685228
E_urna_2	27036939464	54.073878928
E_rudis_cratyantha_2	27098425748	54.196851496
E_dielsii_1	27122841626	54.245683252
E_rudis_cratyantha_1	27255395998	54.510791996
E_polybractea_2	27289005506	54.578011012
E_raveretiana	27306639220	54.61327844
E_dalrympleana_heptantha_1	27448410306	54.896820612
E_decipiens_3	27449657780	54.89931556
E_camaldulensis_refulgens_1	27571261736	55.142523472
E_canescens_canescens	27599903808	55.199807616
E_melanoxylon	27738631328	55.477262656
E_xerothermica_1	27798075264	55.596150528
C_deserticola_deserticola_2	27901978942	55.803957884
E_apodophylla_1	28071870274	56.143740548
E_baxteri_1	28135206382	56.270412764
E_kingsmillii_1	28220595736	56.441191472
E_minniritchi	28306816496	56.613632992
E_flocktoniae_flocktoniae_3	28485301398	56.970602796
E_horistes_Southern_smooth_2	28615452956	57.230905912
E_atrata_1	28653810516	57.307621032
E_oligantha_4	28661664716	57.323329432
E_dwyeri	28708869616	57.417739232
E_halophila	29129330300	58.2586606
E_jucunda	29217010344	58.434020688
E_caliginosa	29332339550	58.6646791
E_guilfoylei_2	29536596374	59.073192748
E_baudiniana_x_E_oraria_intergrade_2	29697432040	59.39486408
C_polycarpa_2	29750612160	59.50122432
E_sp_Mulga_Rock_1	30027890754	60.055781508
E_tereticornis_rotunda_2	30066697548	60.133395096
E_suggrandis_promiscua	30363066952	60.726133904
E_oligantha_2	30480986184	60.961972368
E_alipes	30572148988	61.144297976
E_pruinosa_pruinosa	30596934318	61.193868636
E_kondininensis	30626807750	61.2536155
E_dissimulata_2	30734491778	61.468983556
E_arenacea	30834253608	61.668507216
C_deserticola_deserticola_1	31029685302	62.059370604
E_shirleyi	31490654220	62.98130844
E_deuaensis	31862263748	63.724527496
E_sicilifolia	31895880810	63.79176162
C_chlorolampra	31957835202	63.915670404
E_sp_Sullivan_Soak_2	33177719972	66.355439944
E_stowardii_1	33470545092	66.941090184
E_calcicola_unita_1	33630576164	67.261152328
E_arachnaea_arachnaea	33719082994	67.438165988
E_kitsoniana_x_E_ovata_subp_grandiflora	33759710272	67.519420544
E_infera	34302489708	68.604979416
E_cooperiana_2	34487126226	68.974252452
E_leucophylla_5	34655699512	69.311399024
E_leptophleba	34664520764	69.329041528
E_pileata_3	35118597794	70.237195588
E_delicata	36970568714	73.941137428
E_alatissima_2	38408355910	76.81671182
E_calcicola_unita_2	39966837224	79.933674448
E_flocktoniae_hebes	40214546842	80.429093684
E_diversifolia_hesperia	40336741692	80.673483384
E_sieberi	40347346270	80.69469254
E_pyriformis	41847495996	83.694991992
E_flocktoniae_flocktoniae_2	42921272816	85.842545632
E_cretata	43264856680	86.52971336
E_youngiana_2	43335158304	86.670316608
E_moderata_1	44029557552	88.059115104
E_flocktoniae_flocktoniae_x_E_occidentalis	44218342934	88.436685868
E_gillii_2	44505618646	89.011237292
E_lehmannii_parallela	44551162438	89.102324876
E_leptocalyx_leptocalyx	44845054078	89.690108156
E_vegrandis_recondita_2	45567522372	91.135044744
E_assimilans_1	46231091196	92.462182392
C_citriodora_2	46623425282	93.246850564
E_socialis_socialis_3	46812015126	93.624030252
A_floribunda	46899858956	93.799717912
E_prominens	47362826392	94.725652784
E_percostata_1	47719677318	95.439354636
C_terminalis	48369166194	96.738332388
E_cupularis	48477479188	96.954958376
E_neutra_6	48496380534	96.992761068
E_albens_1	48515885288	97.031770576
E_percostata_2	49098076188	98.196152376
E_oligantha_1	49567266692	99.134533384
E_cajuputea	49629969622	99.259939244
E_oleosa_cylindroidea	51040657290	102.08131458
E_neutra_3	51712091014	103.424182028
C_aparrerinja	51839347200	103.6786944
E_coolabah	51955321066	103.910642132
E_cadens	52310993818	104.621987636
E_fasciculosa	52801854134	105.603708268
E_leucophylla_4	53010861380	106.02172276
E_latens_1	53994566320	107.98913264
E_crucis_praecipua	54502649536	109.005299072
E_moderata_2	54598429988	109.196859976
E_vegrandis_recondita_1	55524767270	111.04953454
E_gardneri_ravensthorpensis	57417444992	114.834889984
E_sepulcralis	57691075720	115.38215144
E_kumarlensis_2	58312089276	116.624178552
E_oxymitra_2	58472168126	116.944336252
E_gillenii_2	59926369250	119.8527385
E_aridomontana_2	61809188014	123.618376028
E_yumbarrana	62289427524	124.578855048
C_citriodora_1	63857966894	127.715933788
E_sp_Sullivan_Soak_1	64986495278	129.972990556
E_comitaexvallis	67214847604	134.429695208
E_goniantha_goniantha	67761527490	135.52305498
E_neutra_4	71634388188	143.268776376
E_incrassata_4	91215180760	182.43036152
E_urna_1	115473119788	230.946239576
