sequencing_id	project_id	folder_name	sample_id	species_name	genus	subgenus	section	series	subseries	species	subspecies	tip_label
1456776	1455412	Euclaesequencing_2_FD	CCA0059	Eucalyptus laevis	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		laevis		E_laevis
1457126	1456112	Euclansequencing_3_FD	CCA1425	Eucalyptus lansdowneana	Eucalyptus	Symphyomyrtus	Adnataria	Lucasianae		lansdowneana		E_lansdowneana
1457024	1455908	Euclarsequencing_7_FD	CCA0692	Eucalyptus largiflorens	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	largiflorens		E_largiflorens_1
1457028	1455916	Euclarsequencing_5_FD	CCA1142	Eucalyptus largiflorens	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	largiflorens		E_largiflorens_2
1457029	1455918	Euclarsequencing_6_FD	CCA1143	Eucalyptus largiflorens	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	largiflorens		E_largiflorens_3
1457292	1456444	Euclatsequencing_5_FD	CCA2969	Eucalyptus latens	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		latens		E_latens_1
1456526	1454912	Euclatsequencing_6_FD	CCA5663	Eucalyptus latens	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		latens		E_latens_2
1456527	1454914	Euclatsequencing_7_FD	CCA5664	Eucalyptus latens	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		latens		E_latens_3
1457136	1456132	Euclehsequencing_4_FD	CCA1452	Eucalyptus lehmannii subsp. lehmannii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Cornutae	Conjunctae	lehmannii	lehmannii	E_lehmannii_lehmannii
1457264	1456388	Euclehsequencing_3_FD	CCA2886	Eucalyptus lehmannii subsp. parallela	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Cornutae	Conjunctae	lehmannii	parallela	E_lehmannii_parallela
1456840	1455540	Euclepsequencing_11_FD	CCA0231	Eucalyptus leptocalyx subsp. leptocalyx	Eucalyptus	Symphyomyrtus	Dumaria	Furfuraceae		leptocalyx	leptocalyx	E_leptocalyx_leptocalyx
1457248	1456356	Euclepsequencing_13_FD	CCA2845	Eucalyptus leptophleba	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leptophleba		E_leptophleba
1457003	1455866	Euclepsequencing_14_FD	CCA0636	Eucalyptus leptophylla	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		leptophylla		E_leptophylla_1
1456707	1455274	Euclepsequencing_17_FD	CCA5990	Eucalyptus leptophylla	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		leptophylla		E_leptophylla_2
1456708	1455276	Euclepsequencing_16_FD	CCA5991	Eucalyptus leptophylla	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		leptophylla		E_leptophylla_3
1456512	1454884	Euclepsequencing_18_FD	CCA5639	Eucalyptus leptopoda - E. oldfieldii intergrade								E_leptopoda_x_E_oldfieldii_intergrade
1456761	1455382	EucNAsequencing_49_FD	CCA0028	Eucalyptus leptopoda subsp. arctata								E_leptopoda_arctata_1
1456767	1455394	EucNAsequencing_48_FD	CCA0029	Eucalyptus leptopoda subsp. arctata								E_leptopoda_arctata_2
1456899	1455658	EucNAsequencing_8_FD	CCA0314	Eucalyptus leptopoda subsp. arctata								E_leptopoda_arctata_3
1456750	1455360	Euclepsequencing_15_FD	CCA0002	Eucalyptus leptopoda subsp. elevata	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	leptopoda	elevata	E_leptopoda_elevata
1456813	1455486	Euclepsequencing_12_FD	CCA0163	Eucalyptus leptopoda subsp. leptopoda	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	leptopoda	leptopoda	E_leptopoda_leptopoda
1456771	1455402	EucNAsequencing_47_FD	CCA0065	Eucalyptus leptopoda subsp. subluta								E_leptopoda_subluta
1456975	1455810	Euclessequencing_2_FD	CCA0562	Eucalyptus lesouefii	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		lesouefii		E_lesouefii
1456920	1455700	EucNAsequencing_30_FD	CCA0469	Eucalyptus leucophloia subsp. ?								E_leucophloia_?_1
1456936	1455732	EucNAsequencing_29_FD	CCA0470	Eucalyptus leucophloia subsp. ?								E_leucophloia_?_2
1457118	1456096	Eucleusequencing_16_FD	CCA1402	Eucalyptus leucophloia subsp. euroa	Eucalyptus	Symphyomyrtus	Platysperma			leucophloia	euroa	E_leucophloia_euroa
1456974	1455808	Eucleusequencing_15_FD	CCA0560	Eucalyptus leucophloia subsp. leucophloia	Eucalyptus	Symphyomyrtus	Platysperma			leucophloia	leucophloia	E_leucophloia_leucophloia
1457091	1456042	Eucleusequencing_17_FD	CCA1319	Eucalyptus leucophylla	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leucophylla		E_leucophylla_1
1457156	1456172	Eucleusequencing_20_FD	CCA1500	Eucalyptus leucophylla	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leucophylla		E_leucophylla_2
1457157	1456174	Eucleusequencing_21_FD	CCA1501	Eucalyptus leucophylla	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leucophylla		E_leucophylla_3
1457260	1456380	Eucleusequencing_14_FD	CCA2877	Eucalyptus leucophylla	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leucophylla		E_leucophylla_4
1457282	1456424	Eucleusequencing_13_FD	CCA2940	Eucalyptus leucophylla	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		leucophylla		E_leucophylla_5
1457002	1455864	Eucleusequencing_19_FD	CCA0633	Eucalyptus leucoxylon subsp. megalocarpa	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		leucoxylon	megalocarpa	E_leucoxylon_megalocarpa_1
1456532	1454924	Eucleusequencing_22_FD	CCA5654	Eucalyptus leucoxylon subsp. megalocarpa	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		leucoxylon	megalocarpa	E_leucoxylon_megalocarpa_2
1456534	1454928	Eucleusequencing_23_FD	CCA5656	Eucalyptus leucoxylon subsp. megalocarpa	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		leucoxylon	megalocarpa	E_leucoxylon_megalocarpa_3
1457006	1455872	Eucleusequencing_18_FD	CCA0646	Eucalyptus leucoxylon subsp. pruinosa	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		leucoxylon	pruinosa	E_leucoxylon_pruinosa
1456866	1455592	Euclitsequencing_2_FD	CCA0291	Eucalyptus litorea	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		litorea		E_litorea
1456788	1455436	Euclivsequencing_3_FD	CCA0107	Eucalyptus livida	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	livida		E_livida
1456943	1455746	Euclocsequencing_4_FD	CCA0461	Eucalyptus lockyeri	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Exsertae	lockyeri		E_lockyeri_1
1456944	1455748	Euclocsequencing_3_FD	CCA0464	Eucalyptus lockyeri	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Exsertae	lockyeri		E_lockyeri_2
1457214	1456288	Euclocsequencing_5_FD	CCA1643	Eucalyptus lockyeri	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Exsertae	lockyeri		E_lockyeri_3
1457123	1456106	Euclonsequencing_5_FD	CCA1417	Eucalyptus longirostrata	Eucalyptus	Symphyomyrtus	Pumilio	Lepidotae-Fimbriatia		longirostrata		E_longirostrata
1457168	1456196	Euclonsequencing_4_FD	CCA1539	Eucalyptus longissima	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Oleaginae	longissima		E_longissima
1456929	1455718	Eucloxsequencing_11_FD	CCA0446	Eucalyptus loxophleba subsp. gratiae	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Loxophlebae		loxophleba	gratiae	E_loxophleba_gratiae
1456836	1455532	Eucloxsequencing_10_FD	CCA0223	Eucalyptus loxophleba subsp. lissophloia	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Loxophlebae		loxophleba	lissophloia	E_loxophleba_lissophloia
1456906	1455672	Eucloxsequencing_12_FD	CCA0421	Eucalyptus loxophleba subsp. loxophleba	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Loxophlebae		loxophleba	loxophleba	E_loxophleba_loxophleba
1456620	1455100	Eucloxsequencing_14_FD	CCA5804	Eucalyptus loxophleba subsp. supralaevis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Loxophlebae		loxophleba	supralaevis	E_loxophleba_supralaevis_1
1456619	1455098	Eucloxsequencing_13_FD	CCA5805	Eucalyptus loxophleba subsp. supralaevis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Loxophlebae		loxophleba	supralaevis	E_loxophleba_supralaevis_2
1456950	1455760	Euclucsequencing_4_FD	CCA0499	Eucalyptus lucasii	Eucalyptus	Symphyomyrtus	Adnataria	Lucasianae		lucasii		E_lucasii_1
1456951	1455762	Euclucsequencing_3_FD	CCA0502	Eucalyptus lucasii	Eucalyptus	Symphyomyrtus	Adnataria	Lucasianae		lucasii		E_lucasii_2
1457315	1456490	Eucmacsequencing_7_FD	CCA3030	Eucalyptus mackintii	Eucalyptus	Eucalyptus	Eucalyptus	Pachyphloiae		mackintii		E_mackintii
1456916	1455692	Eucmacsequencing_9_FD	CCA0399	Eucalyptus macrandra	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Cornutae	Cornutae	macrandra		E_macrandra_1
1457050	1455960	Eucmacsequencing_10_FD	CCA1218	Eucalyptus macrandra	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Cornutae	Cornutae	macrandra		E_macrandra_2
1456831	1455522	Eucmacsequencing_8_FD	CCA0207	Eucalyptus macrocarpa subsp. elachantha	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	macrocarpa	elachantha	E_macrocarpa_elachantha
1456770	1455400	Eucmacsequencing_13_FD	CCA0048	Eucalyptus macrocarpa subsp. macrocarpa	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	macrocarpa	macrocarpa	E_macrocarpa_macrocarpa
1457022	1455904	Eucmacsequencing_11_FD	CCA0685	Eucalyptus macrorhyncha subsp. macrorhyncha	Eucalyptus	Eucalyptus	Eucalyptus	Pachyphloiae		macrorhyncha	macrorhyncha	E_macrorhyncha_macrorhyncha
1457232	1456324	Eucmacsequencing_12_FD	CCA1691	Eucalyptus macta	Eucalyptus	Symphyomyrtus	Latoangulatae	Annulares		macta		E_macta
1457204	1456268	Eucmalsequencing_FD	CCA1623	Eucalyptus malacoxylon	Eucalyptus	Symphyomyrtus	Maidenaria	Bridgesianae		malacoxylon		E_malacoxylon
1456737	1455334	Eucmansequencing_3_FD	CCA6066	Eucalyptus mannensis subsp. mannensis	Eucalyptus	Symphyomyrtus	Bisectae	Micrantherae	Bakerianae	mannensis	mannensis	E_mannensis_mannensis
1456513	1454886	Eucmarsequencing_8_FD	ABG E. Marginata	Eucalyptus marginata								E_marginata
1456684	1455228	Eucmarsequencing_7_FD	CCA5931	Eucalyptus marginata subsp. Dull leaf	Eucalyptus	Eucalyptus	Longistylus	Occidentales		marginata	Dull leaf	E_marginata_Dull_leaf_1
1456683	1455226	Eucmarsequencing_6_FD	CCA5932	Eucalyptus marginata subsp. Dull leaf	Eucalyptus	Eucalyptus	Longistylus	Occidentales		marginata	Dull leaf	E_marginata_Dull_leaf_2
1457058	1455976	Eucmegsequencing_8_FD	CCA1242	Eucalyptus megacarpa	Eucalyptus	Eucalyptus	'Frutices' ms	Preissianae	Glandulares	megacarpa		E_megacarpa_1
1456645	1455150	Eucmegsequencing_6_FD	CCA5870	Eucalyptus megacarpa	Eucalyptus	Eucalyptus	'Frutices' ms	Preissianae	Glandulares	megacarpa		E_megacarpa_2
1457075	1456010	Eucmegsequencing_7_FD	CCA1275	Eucalyptus megacornuta	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Cornutae	Liberae	megacornuta		E_megacornuta
1456816	1455492	Eucmelsequencing_211_FD	CCA0170	Eucalyptus melanophitra	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	melanophitra		E_melanophitra
1456501	1454862	Eucmelsequencing_215_FD	E.melrep5	Eucalyptus melanophloia								E_melanophloia
1457211	1456282	Eucmelsequencing_212_FD	CCA1638	Eucalyptus melanophloia subsp. melanophloia	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae		melanophloia	melanophloia	E_melanophloia_melanophloia
1457153	1456166	Eucmelsequencing_214_FD	CCA1496	Eucalyptus melanophloia subsp. nana	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae		melanophloia	nana	E_melanophloia_nana
1456778	1455416	Eucmelsequencing_213_FD	CCA0073	Eucalyptus melanoxylon	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		melanoxylon		E_melanoxylon
1456832	1455524	Eucmersequencing_2_FD	CCA0208	Eucalyptus merrickiae	Eucalyptus	Symphyomyrtus	Dumaria	Merrickianae		merrickiae		E_merrickiae
1457170	1456200	Eucmicsequencing_4_FD	CCA1545	Eucalyptus microcarpa	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		microcarpa		E_microcarpa
1457160	1456180	Eucmicsequencing_3_FD	CCA1518	Eucalyptus microtheca	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		microtheca		E_microtheca
1457055	1455970	Eucmimsequencing_3_FD	CCA1233	Eucalyptus mimica subsp. continens	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	mimica	continens	E_mimica_continens
1457141	1456142	Eucmimsequencing_4_FD	CCA1461	Eucalyptus mimica subsp. mimica	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	mimica	mimica	E_mimica_mimica
1457245	1456350	Eucminsequencing_FD	CCA2839	Eucalyptus minniritchi	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	minniritchi		E_minniritchi
1456877	1455614	Eucmissequencing_3_FD	CCA0374	Eucalyptus misella	Eucalyptus	Symphyomyrtus	Bisectae	Angustissimae		misella		E_misella
1457265	1456390	Eucmodsequencing_2_FD	CCA2887	Eucalyptus moderata	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	moderata		E_moderata_1
1457266	1456392	Eucmodsequencing_FD	CCA2890	Eucalyptus moderata	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	moderata		E_moderata_2
1456678	1455216	Eucmolsequencing_3_FD	CCA5940	Eucalyptus molyneuxii	Eucalyptus	Eucalyptus	Eucalyptus	Radiatae		molyneuxii		E_molyneuxii
1457201	1456262	Eucmoosequencing_FD	CCA1616	Eucalyptus moorei subsp. serpentinicola	Eucalyptus	Eucalyptus	Eucalyptus	Longitudinales		moorei	serpentinicola	E_moorei_serpentinicola
1456693	1455246	Eucmorsequencing_6_FD	CCA5915	Eucalyptus morrisbyi	Eucalyptus	Symphyomyrtus	Maidenaria	'Tasmaniae' ms		morrisbyi		E_morrisbyi_1
1456694	1455248	Eucmorsequencing_5_FD	CCA5917	Eucalyptus morrisbyi	Eucalyptus	Symphyomyrtus	Maidenaria	'Tasmaniae' ms		morrisbyi		E_morrisbyi_2
1456768	1455396	Eucmyrsequencing_11_FD	CCA0034	Eucalyptus myriadena	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		myriadena		E_myriadena_1
1456769	1455398	Eucmyrsequencing_12_FD	CCA0035	Eucalyptus myriadena	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		myriadena		E_myriadena_2
1456857	1455574	Eucmyrsequencing_10_FD	CCA0272	Eucalyptus myriadena	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		myriadena		E_myriadena_3
1456858	1455576	Eucmyrsequencing_9_FD	CCA0273	Eucalyptus myriadena	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		myriadena		E_myriadena_4
1456537	1454934	Eucmyrsequencing_13_FD	CCA5685	Eucalyptus myriadena	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		myriadena		E_myriadena_5
1456548	1454956	Eucmyrsequencing_14_FD	CCA5687	Eucalyptus myriadena	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		myriadena		E_myriadena_6
1456701	1455262	Eucnebsequencing_6_FD	CCA5911	Eucalyptus nebulosa	Eucalyptus	Eucalyptus	Eucalyptus	Radiatae		nebulosa		E_nebulosa_1
1456702	1455264	Eucnebsequencing_5_FD	CCA5912	Eucalyptus nebulosa	Eucalyptus	Eucalyptus	Eucalyptus	Radiatae		nebulosa		E_nebulosa_2
1456811	1455482	Eucneusequencing_4_FD	CCA0156	Eucalyptus neutra	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	neutra		E_neutra_1
1456921	1455702	Eucneusequencing_8_FD	CCA0425	Eucalyptus neutra	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	neutra		E_neutra_2
1457261	1456382	Eucneusequencing_7_FD	CCA2879	Eucalyptus neutra	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	neutra		E_neutra_3
1457281	1456422	Eucneusequencing_5_FD	CCA2935	Eucalyptus neutra	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	neutra		E_neutra_4
1457299	1456458	Eucneusequencing_6_FD	CCA2987	Eucalyptus neutra	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	neutra		E_neutra_5
1457300	1456460	Eucneusequencing_3_FD	CCA2988	Eucalyptus neutra	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	neutra		E_neutra_6
1457025	1455910	Eucnorsequencing_2_FD	CCA1130	Eucalyptus normantonensis	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	normantonensis		E_normantonensis
1457134	1456128	Eucnotsequencing_3_FD	CCA1447	Eucalyptus notactites	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Rugatae	notactites		E_notactites
1457047	1455954	Eucobesequencing_5_FD	CCA1193	Eucalyptus obesa	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Decipientes	obesa		E_obesa_1
1456560	1454980	Eucobesequencing_6_FD	CCA5705	Eucalyptus obesa	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Decipientes	obesa		E_obesa_2
1456766	1455392	Eucobtsequencing_2_FD	CCA0045	Eucalyptus obtusiflora subsp. dongarraensis	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		obtusiflora	dongarraensis	E_obtusiflora_dongarraensis
1457076	1456012	Eucoccsequencing_3_FD	CCA1278	Eucalyptus occidentalis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	occidentalis		E_occidentalis
1457124	1456108	Eucochsequencing_2_FD	CCA1419	Eucalyptus ochrophloia	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		ochrophloia		E_ochrophloia
1457030	1455920	Eucodosequencing_3_FD	CCA1144	Eucalyptus odorata	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		odorata		E_odorata
1457161	1456182	EucNAsequencing_60_FD	CCA1520	Eucalyptus odorata x E. phenax								E_odorata_x_E_phenax
1456953	1455766	Eucolesequencing_7_FD	CCA0505	Eucalyptus oleosa subsp. ampliata	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Spirales	oleosa	ampliata	E_oleosa_ampliata_1
1456999	1455858	Eucolesequencing_6_FD	CCA0623	Eucalyptus oleosa subsp. ampliata	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Spirales	oleosa	ampliata	E_oleosa_ampliata_2
1457154	1456168	Eucolesequencing_8_FD	CCA1498	Eucalyptus oleosa subsp. ampliata	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Spirales	oleosa	ampliata	E_oleosa_ampliata_3
1457280	1456420	Eucolesequencing_5_FD	CCA2930	Eucalyptus oleosa subsp. cylindroidea	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Spirales	oleosa	cylindroidea	E_oleosa_cylindroidea
1457293	1456446	Eucolisequencing_13_FD	CCA2971	Eucalyptus oligantha	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		oligantha		E_oligantha_1
1456535	1454930	Eucolisequencing_14_FD	CCA5658	Eucalyptus oligantha	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		oligantha		E_oligantha_2
1456536	1454932	Eucolisequencing_15_FD	CCA5660	Eucalyptus oligantha	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		oligantha		E_oligantha_3
1456539	1454938	Eucolisequencing_16_FD	CCA5681	Eucalyptus oligantha	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		oligantha		E_oligantha_4
1456538	1454936	Eucolisequencing_17_FD	CCA5683	Eucalyptus oligantha	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		oligantha		E_oligantha_5
1456864	1455588	Eucolisequencing_12_FD	CCA0289	Eucalyptus olivina	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		olivina		E_olivina_1
1456865	1455590	Eucolisequencing_11_FD	CCA0290	Eucalyptus olivina	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		olivina		E_olivina_2
1456555	1454970	Eucopisequencing_2_FD	CCA5698	Eucalyptus opimiflora	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Rugatae	opimiflora		E_opimiflora
1456923	1455706	Eucoptsequencing_2_FD	CCA0432	Eucalyptus optima	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	optima		E_optima
1456764	1455388	Eucorasequencing_3_FD	CCA0041	Eucalyptus oraria	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		oraria		E_oraria_1
1456765	1455390	Eucorasequencing_4_FD	CCA0043	Eucalyptus oraria	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		oraria		E_oraria_2
1456627	1455114	Eucorbsequencing_2_FD	CCA5843	Eucalyptus orbifolia	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	orbifolia		E_orbifolia
1456933	1455726	Eucornsequencing_2_FD	CCA0456	Eucalyptus ornata	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Rugatae	ornata		E_ornata
1457205	1456270	Eucovasequencing_8_FD	CCA1627	Eucalyptus ovata subsp. grandiflora	Eucalyptus	Symphyomyrtus	Maidenaria	Foveolatae		ovata	grandiflora	E_ovata_grandiflora
1457109	1456078	Eucovasequencing_5_FD	CCA1379	Eucalyptus ovata subsp. ovata	Eucalyptus	Symphyomyrtus	Maidenaria	Foveolatae		ovata	ovata	E_ovata_ovata_1
1457307	1456474	Eucovasequencing_4_FD	CCA3006	Eucalyptus ovata subsp. ovata	Eucalyptus	Symphyomyrtus	Maidenaria	Foveolatae		ovata	ovata	E_ovata_ovata_2
1456652	1455164	Eucovasequencing_6_FD	CCA5868	Eucalyptus ovata subsp. ovata	Eucalyptus	Symphyomyrtus	Maidenaria	Foveolatae		ovata	ovata	E_ovata_ovata_3
1456637	1455134	Eucovasequencing_7_FD	CCA5892	Eucalyptus ovata subsp. ovata	Eucalyptus	Symphyomyrtus	Maidenaria	Foveolatae		ovata	ovata	E_ovata_ovata_4
1457048	1455956	Eucovusequencing_2_FD	CCA1196	Eucalyptus ovularis	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		ovularis		E_ovularis
1456756	1455372	Eucoxysequencing_3_FD	CCA0015	Eucalyptus oxymitra	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	oxymitra		E_oxymitra_1
1457270	1456400	Eucoxysequencing_2_FD	CCA2904	Eucalyptus oxymitra	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	oxymitra		E_oxymitra_2
1457314	1456488	Eucpacsequencing_FD	CCA3025	Eucalyptus pachycalyx subsp. pachycalyx	Eucalyptus	Symphyomyrtus	Bisectae	Squamosae		pachycalyx	pachycalyx	E_pachycalyx_pachycalyx
1456742	1455344	Eucpalsequencing_2_FD	CCA6083	Eucalyptus pallida	Eucalyptus	Eudesmia	Limbatae	Heteropterae	Tetraedrae	pallida		E_pallida
1457228	1456316	EucNAsequencing_44_FD	CCA1682	Eucalyptus panda?								E_panda?
1457173	1456206	Eucpatsequencing_2_FD	CCA1552	Eucalyptus patellaris	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		patellaris		E_patellaris
1456516	1454892	Eucpatsequencing_3_FD	CCA5641	Eucalyptus patens	Eucalyptus	Eucalyptus	Longistylus	Patentes		patens		E_patens
1456675	1455210	Eucpausequencing_4_FD	CCA5948	Eucalyptus pauciflora subsp. parvifructa	Eucalyptus	Eucalyptus	Eucalyptus	Pauciflorae		pauciflora	parvifructa	E_pauciflora_parvifructa_1
1456674	1455208	Eucpausequencing_5_FD	CCA5949	Eucalyptus pauciflora subsp. parvifructa	Eucalyptus	Eucalyptus	Eucalyptus	Pauciflorae		pauciflora	parvifructa	E_pauciflora_parvifructa_2
1457092	1456044	Eucpensequencing_5_FD	CCA1323	Eucalyptus peninsularis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	peninsularis		E_peninsularis_1
1457297	1456454	Eucpensequencing_4_FD	CCA2983	Eucalyptus peninsularis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	peninsularis		E_peninsularis_2
1457313	1456486	Eucpensequencing_3_FD	CCA3022	Eucalyptus peninsularis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	peninsularis		E_peninsularis_3
1456787	1455434	Eucpersequencing_9_FD	CCA0103	Eucalyptus perangusta	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		perangusta		E_perangusta
1457277	1456414	Eucpersequencing_8_FD	CCA2914	Eucalyptus percostata	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		percostata		E_percostata_1
1457273	1456406	Eucpersequencing_7_FD	CCA2916	Eucalyptus percostata	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		percostata		E_percostata_2
1456715	1455290	Eucpersequencing_10_FD	CCA6006	Eucalyptus perriniana	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Circulares	perriniana		E_perriniana_1
1456716	1455292	Eucpersequencing_11_FD	CCA6008	Eucalyptus perriniana	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Circulares	perriniana		E_perriniana_2
1457194	1456248	Eucpersequencing_12_FD	CCA1607	Eucalyptus persistens	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	persistens		E_persistens
1456937	1455734	Eucpetsequencing_13_FD	CCA0472	Eucalyptus petiolaris	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		petiolaris		E_petiolaris_1
1457095	1456050	Eucpetsequencing_14_FD	CCA1342	Eucalyptus petiolaris	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		petiolaris		E_petiolaris_2
1456775	1455410	Eucpetsequencing_15_FD	CCA0069	Eucalyptus petraea	Eucalyptus	Symphyomyrtus	Adnataria	Lucasianae		petraea		E_petraea_1
1456578	1455016	Eucpetsequencing_16_FD	CCA5757	Eucalyptus petraea	Eucalyptus	Symphyomyrtus	Adnataria	Lucasianae		petraea		E_petraea_2
1456583	1455026	Eucpetsequencing_17_FD	CCA5758	Eucalyptus petraea	Eucalyptus	Symphyomyrtus	Adnataria	Lucasianae		petraea		E_petraea_3
1456932	1455724	Eucpetsequencing_12_FD	CCA0451	Eucalyptus petrensis	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Rugatae	petrensis		E_petrensis
