sequencing_id	project_id	folder_name	sample_id	species_name	genus	subgenus	section	series	subseries	species	subspecies	tip_label
1456847	1455554	Eucphasequencing_8_FD	CCA0241	Eucalyptus phaenophylla	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	phaenophylla		E_phaenophylla_1
1456868	1455596	Eucphasequencing_7_FD	CCA0295	Eucalyptus phaenophylla	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	phaenophylla		E_phaenophylla_2
1456871	1455602	Eucphasequencing_6_FD	CCA0304	Eucalyptus phaenophylla	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	phaenophylla		E_phaenophylla_3
1456872	1455604	Eucphasequencing_5_FD	CCA0308	Eucalyptus phaenophylla	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	phaenophylla		E_phaenophylla_4
1457096	1456052	Eucphesequencing_5_FD	CCA1343	Eucalyptus phenax subsp. compressa	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		phenax	compressa	E_phenax_compressa
1457080	1456020	Eucphesequencing_4_FD	CCA1286	Eucalyptus phenax subsp. phenax	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		phenax	phenax	E_phenax_phenax
1456838	1455536	Eucpilsequencing_6_FD	CCA0227	Eucalyptus pileata	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		pileata		E_pileata_1
1457049	1455958	Eucpilsequencing_9_FD	CCA1197	Eucalyptus pileata	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		pileata		E_pileata_2
1456636	1455132	Eucpilsequencing_7_FD	CCA5845	Eucalyptus pileata	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		pileata		E_pileata_3
1456635	1455130	Eucpilsequencing_8_FD	CCA5847	Eucalyptus pileata	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		pileata		E_pileata_4
1456759	1455378	Eucpimsequencing_2_FD	CCA0021	Eucalyptus pimpiniana	Eucalyptus	Symphyomyrtus	Dumaria	Dissonae		pimpiniana		E_pimpiniana
1456808	1455476	Eucplasequencing_16_FD	CCA0149	Eucalyptus planipes	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		planipes		E_planipes_1
1456809	1455478	Eucplasequencing_15_FD	CCA0150	Eucalyptus planipes	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		planipes		E_planipes_2
1456892	1455644	Eucplasequencing_14_FD	CCA0330	Eucalyptus planipes	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		planipes		E_planipes_3
1456717	1455294	Eucplasequencing_21_FD	CCA6011	Eucalyptus planipes	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		planipes		E_planipes_4
1456718	1455296	Eucplasequencing_22_FD	CCA6013	Eucalyptus planipes	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		planipes		E_planipes_5
1456780	1455420	Eucplasequencing_20_FD	CCA0051	Eucalyptus platydisca	Eucalyptus	Eucalyptus	'Frutices' ms	Diversiformae	Neuropterae	platydisca		E_platydisca
1457220	1456300	Eucplasequencing_19_FD	CCA1661	Eucalyptus platyphylla	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Subexsertae	platyphylla		E_platyphylla
1456983	1455826	Eucplasequencing_18_FD	CCA0602	Eucalyptus platypus subsp. platypus	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	platypus	platypus	E_platypus_platypus_1
1456995	1455850	Eucplasequencing_17_FD	CCA0603	Eucalyptus platypus subsp. platypus	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	platypus	platypus	E_platypus_platypus_2
1457068	1455996	Eucplesequencing_2_FD	CCA1257	Eucalyptus pleurocarpa	Eucalyptus	Eudesmia	Limbatae	Heteropterae	Tetraedrae	pleurocarpa		E_pleurocarpa
1457301	1456462	Eucplusequencing_2_FD	CCA2990	Eucalyptus pluricaulis subsp. pluricaulis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	pluricaulis	pluricaulis	E_pluricaulis_pluricaulis
1457069	1455998	Eucplusequencing_3_FD	CCA1260	Eucalyptus pluricaulis subsp. porphyrea	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	pluricaulis	porphyrea	E_pluricaulis_porphyrea
1456934	1455728	Eucpolsequencing_4_FD	CCA0467	Eucalyptus polybractea	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		polybractea		E_polybractea_1
1456935	1455730	Eucpolsequencing_3_FD	CCA0468	Eucalyptus polybractea	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		polybractea		E_polybractea_2
1456746	1455352	Eucpopsequencing_2_FD	CCA0006	Eucalyptus populnea subsp. bimbil	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Subplatyphyllae	populnea	bimbil	E_populnea_bimbil
1456962	1455784	Eucporsequencing_3_FD	CCA0528	Eucalyptus porosa	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae		porosa		E_porosa
1456945	1455750	Eucprasequencing_2_FD	CCA0483	Eucalyptus praetermissa	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	praetermissa		E_praetermissa
1456823	1455506	Eucpresequencing_6_FD	CCA0185	Eucalyptus preissiana subsp. lobata	Eucalyptus	Eucalyptus	'Frutices' ms	Preissianae	Pluriloculares	preissiana	lobata	E_preissiana_lobata_1
1456553	1454966	Eucpresequencing_8_FD	CCA5695	Eucalyptus preissiana subsp. lobata	Eucalyptus	Eucalyptus	'Frutices' ms	Preissianae	Pluriloculares	preissiana	lobata	E_preissiana_lobata_2
1456554	1454968	Eucpresequencing_7_FD	CCA5696	Eucalyptus preissiana subsp. lobata	Eucalyptus	Eucalyptus	'Frutices' ms	Preissianae	Pluriloculares	preissiana	lobata	E_preissiana_lobata_3
1457246	1456352	Eucprosequencing_2_FD	CCA2840	Eucalyptus prominens	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Accedentes		prominens		E_prominens
1457233	1456326	Eucprosequencing_3_FD	CCA1692	Eucalyptus propinqua	Eucalyptus	Symphyomyrtus	Exsertaria	Connexentes		propinqua		E_propinqua
1456794	1455448	Eucprosequencing_4_FD	CCA0120	Eucalyptus protensa	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Annulatae	protensa		E_protensa
1457174	1456208	Eucprusequencing_FD	CCA1553	Eucalyptus pruinosa subsp. pruinosa	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		pruinosa	pruinosa	E_pruinosa_pruinosa
1456994	1455848	Eucptesequencing_2_FD	CCA0614	Eucalyptus pterocarpa	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		pterocarpa		E_pterocarpa
1457221	1456302	Eucpulsequencing_FD	CCA1662	Eucalyptus pulverulenta	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Circulares	pulverulenta		E_pulverulenta
1457097	1456054	Eucpunsequencing_2_FD	CCA1325	Eucalyptus punctata	Eucalyptus	Symphyomyrtus	Pumilio	Lepidotae-Fimbriatia		punctata		E_punctata_1
1457193	1456246	Eucpunsequencing_3_FD	CCA1603	Eucalyptus punctata	Eucalyptus	Symphyomyrtus	Pumilio	Lepidotae-Fimbriatia		punctata		E_punctata_2
1457254	1456368	Eucpyrsequencing_3_FD	CCA2862	Eucalyptus pyriformis	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	pyriformis		E_pyriformis
1456510	1454880	Eucpyrsequencing_4_FD	CCA5610	Eucalyptus pyrocarpa	Eucalyptus	Eucalyptus	Eucalyptus	Pseudostringybarks		pyrocarpa		E_pyrocarpa
1457090	1456040	Eucquasequencing_6_FD	CCA1318	Eucalyptus quadrans	Eucalyptus	Symphyomyrtus	Bisectae	Heterostemones		quadrans		E_quadrans
1456859	1455578	Eucquasequencing_4_FD	CCA0274	Eucalyptus quaerenda	Eucalyptus	Symphyomyrtus	Bisectae	Angustissimae		quaerenda		E_quaerenda_1
1456860	1455580	Eucquasequencing_5_FD	CCA0277	Eucalyptus quaerenda	Eucalyptus	Symphyomyrtus	Bisectae	Angustissimae		quaerenda		E_quaerenda_2
1457122	1456104	Eucramsequencing_3_FD	CCA1412	Eucalyptus rameliana	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	rameliana		E_rameliana
1457222	1456304	Eucravsequencing_2_FD	CCA1669	Eucalyptus raveretiana	Eucalyptus	Symphyomyrtus	Domesticae			raveretiana		E_raveretiana
1456797	1455454	Eucravsequencing_3_FD	CCA0123	Eucalyptus ravida	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Contortae		ravida		E_ravida
1456913	1455686	Eucrecsequencing_4_FD	CCA0391	Eucalyptus recta	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Rugatae	recta		E_recta_1
1457135	1456130	Eucrecsequencing_5_FD	CCA1450	Eucalyptus recta	Eucalyptus	Symphyomyrtus	Bisectae	Falcatae	Rugatae	recta		E_recta_2
1457234	1456328	Eucredsequencing_3_FD	CCA1695	Eucalyptus reducta	Eucalyptus	Eucalyptus	Eucalyptus	Pachyphloiae		reducta		E_reducta
1456804	1455468	Eucredsequencing_2_FD	CCA0139	Eucalyptus redunca	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	redunca		E_redunca
1456557	1454974	Eucrelsequencing_4_FD	CCA5717	Eucalyptus relicta	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Inflexae	relicta		E_relicta
1457064	1455988	Eucremsequencing_2_FD	CCA1215	Eucalyptus remota	Eucalyptus	Eucalyptus	Eucalyptus	Psathyroxyla	Considenianae	remota		E_remota
1457150	1456160	Eucrepsequencing_2_FD	CCA1490	Eucalyptus repullulans	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		repullulans		E_repullulans
1456745	1455350	EucNAsequencing_51_FD	CCA6088	Eucalyptus revelata ms								E_revelata_ms
1457079	1456018	Eucrhosequencing_2_FD	CCA1285	Eucalyptus rhodantha	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	rhodantha		E_rhodantha
1456874	1455608	Eucrigsequencing_25_FD	CCA0353	Eucalyptus rigens	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		rigens		E_rigens
1456824	1455508	Eucrigsequencing_27_FD	CCA0189	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_1
1456825	1455510	Eucrigsequencing_26_FD	CCA0190	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_2
1457004	1455868	Eucrigsequencing_30_FD	CCA0640	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_3
1456584	1455028	Eucrigsequencing_38_FD	CCA5753	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_4
1456576	1455012	Eucrigsequencing_37_FD	CCA5754	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_5
1456590	1455040	Eucrigsequencing_34_FD	CCA5770	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_6
1456591	1455042	Eucrigsequencing_33_FD	CCA5771	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_7
1456597	1455054	Eucrigsequencing_35_FD	CCA5781	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_8
1456596	1455052	Eucrigsequencing_36_FD	CCA5782	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_9
1456616	1455092	Eucrigsequencing_28_FD	CCA5813	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_10
1456615	1455090	Eucrigsequencing_29_FD	CCA5815	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_11
1456713	1455286	Eucrigsequencing_31_FD	CCA6003	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_12
1456714	1455288	Eucrigsequencing_32_FD	CCA6005	Eucalyptus rigidula	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		rigidula		E_rigidula_13
1457213	1456286	EucNAsequencing_46_FD	CCA1641	Eucalyptus robusta x E. tereticornis								E_robusta_x_E_tereticornis
1457117	1456094	Eucrossequencing_3_FD	CCA1401	Eucalyptus rosacea	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	rosacea		E_rosacea_1
1456739	1455338	Eucrossequencing_4_FD	CCA6074	Eucalyptus rosacea	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	rosacea		E_rosacea_2
1457200	1456260	Eucrubsequencing_2_FD	CCA1615	Eucalyptus rubida subsp. canobolensis	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Circulares	rubida	canobolensis	E_rubida_canobolensis
1457129	1456118	Eucrubsequencing_3_FD	CCA1431	Eucalyptus rubiginosa	Eucalyptus	Eucalyptus	'Primitiva' ms			rubiginosa		E_rubiginosa
1457037	1455934	Eucrudsequencing_7_FD	CCA1163	Eucalyptus rudis subsp. cratyantha	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Rostratae	rudis	cratyantha	E_rudis_cratyantha_1
1456507	1454874	Eucrudsequencing_9_FD	CCA5628	Eucalyptus rudis subsp. cratyantha	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Rostratae	rudis	cratyantha	E_rudis_cratyantha_2
1456525	1454910	Eucrudsequencing_8_FD	CCA5629	Eucalyptus rudis subsp. cratyantha	Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Rostratae	rudis	cratyantha	E_rudis_cratyantha_3
1457067	1455994	Eucrugsequencing_3_FD	CCA1254	Eucalyptus rugosa	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		rugosa		E_rugosa
1457225	1456310	Eucrumsequencing_FD	CCA1675	Eucalyptus rummeryi	Eucalyptus	Symphyomyrtus	Adnataria	Buxeales	Amissae	rummeryi		E_rummeryi
1457130	1456120	Eucrupsequencing_4_FD	CCA1433	Eucalyptus rupestris	Eucalyptus	Symphyomyrtus	Platysperma			rupestris		E_rupestris_1
1456556	1454972	Eucrupsequencing_5_FD	CCA5713	Eucalyptus rupestris	Eucalyptus	Symphyomyrtus	Platysperma			rupestris		E_rupestris_2
1457210	1456280	EucNAsequencing_45_FD	CCA1637	Eucalyptus sabulosa x E. ovata subsp. ovata								E_sabulosa_x_E_ovata_ovata
1456979	1455818	Eucsalsequencing_5_FD	CCA0576	Eucalyptus salmonophloia	Eucalyptus	Symphyomyrtus	Bisectae	Salmonophloiae		salmonophloia		E_salmonophloia
1456827	1455514	Eucsalsequencing_4_FD	CCA0196	Eucalyptus salubris	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Contortae		salubris		E_salubris
1456570	1455000	Eucsarsequencing_4_FD	CCA5731	Eucalyptus sargentii subsp. sargentii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sargentii	sargentii	E_sargentii_sargentii_1
1456569	1454998	Eucsarsequencing_6_FD	CCA5732	Eucalyptus sargentii subsp. sargentii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sargentii	sargentii	E_sargentii_sargentii_2
1456568	1454996	Eucsarsequencing_5_FD	CCA5733	Eucalyptus sargentii subsp. sargentii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sargentii	sargentii	E_sargentii_sargentii_3
1457083	1456026	Eucscosequencing_2_FD	CCA1298	Eucalyptus scoparia	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	scoparia		E_scoparia
1456972	1455804	Eucscysequencing_4_FD	CCA0556	Eucalyptus scyphocalyx	Eucalyptus	Symphyomyrtus	Dumaria	Merrickianae		scyphocalyx		E_scyphocalyx_1
1456973	1455806	Eucscysequencing_3_FD	CCA0559	Eucalyptus scyphocalyx	Eucalyptus	Symphyomyrtus	Dumaria	Merrickianae		scyphocalyx		E_scyphocalyx_2
1457263	1456386	Eucsepsequencing_FD	CCA2883	Eucalyptus sepulcralis	Eucalyptus	Eucalyptus	'Frutices' ms	Muricatae		sepulcralis		E_sepulcralis
1457162	1456184	Eucsessequencing_2_FD	CCA1521	Eucalyptus sessilis	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Xylocarpae	sessilis		E_sessilis
1456917	1455694	Eucshesequencing_7_FD	CCA0401	Eucalyptus sheathiana	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		sheathiana		E_sheathiana_1
1456918	1455696	Eucshesequencing_8_FD	CCA0402	Eucalyptus sheathiana	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		sheathiana		E_sheathiana_2
1456565	1454990	Eucshesequencing_9_FD	CCA5742	Eucalyptus sheathiana	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		sheathiana		E_sheathiana_3
1456564	1454988	Eucshesequencing_10_FD	CCA5743	Eucalyptus sheathiana	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		sheathiana		E_sheathiana_4
1457182	1456224	Eucshisequencing_FD	CCA1572	Eucalyptus shirleyi	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae		shirleyi		E_shirleyi
1457176	1456212	Eucsicsequencing_FD	CCA1558	Eucalyptus sicilifolia	Eucalyptus	Symphyomyrtus	Adnataria	Rhodoxyla	Concolores	sicilifolia		E_sicilifolia
1456515	1454890	Eucsidsequencing_177_FD	ABG E. sideroxylon	Eucalyptus sideroxylon								E_sideroxylon
1457317	1456494	Eucsiesequencing_FD	CCA3036	Eucalyptus sieberi	Eucalyptus	Eucalyptus	Eucalyptus	Psathyroxyla	Considenianae	sieberi		E_sieberi
1456814	1455488	Eucsocsequencing_6_FD	CCA0166	Eucalyptus socialis subsp. socialis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	socialis	socialis	E_socialis_socialis_1
1456815	1455490	Eucsocsequencing_7_FD	CCA0167	Eucalyptus socialis subsp. socialis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	socialis	socialis	E_socialis_socialis_2
1457268	1456396	Eucsocsequencing_8_FD	CCA2898	Eucalyptus socialis subsp. socialis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	socialis	socialis	E_socialis_socialis_3
1456757	1455374	Eucsocsequencing_9_FD	CCA0017	Eucalyptus socialis subsp. victoriensis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	socialis	victoriensis	E_socialis_victoriensis_1
1456758	1455376	Eucsocsequencing_10_FD	CCA0018	Eucalyptus socialis subsp. victoriensis	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	socialis	victoriensis	E_socialis_victoriensis_2
1457305	1456470	Eucsocsequencing_5_FD	CCA3001	Eucalyptus socialis subsp. viridans	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	socialis	viridans	E_socialis_viridans
1457017	1455894	EucNAsequencing_43_FD	CCA6677	Eucalyptus sp.								E_sp
1457158	1456176	Eucspsequencing_103_FD	CCA1511	Eucalyptus sp. Adelaide	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		sp. Adelaide		E_sp_Adelaide
1456705	1455270	Eucspsequencing_101_FD	CCA5987	Eucalyptus sp. Cable Haul Road	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	sp. Cable Haul Road		E_sp_Cable_Haul_Road_1
1456706	1455272	Eucspsequencing_100_FD	CCA5988	Eucalyptus sp. Cable Haul Road	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	sp. Cable Haul Road		E_sp_Cable_Haul_Road_2
1456585	1455030	Eucspsequencing_113_FD	CCA5762	Eucalyptus sp. Dartmoor	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		sp. Dartmoor		E_sp_Dartmoor_1
1456586	1455032	Eucspsequencing_112_FD	CCA5764	Eucalyptus sp. Dartmoor	Eucalyptus	Symphyomyrtus	Dumaria	Ovulares		sp. Dartmoor		E_sp_Dartmoor_2
1456598	1455056	Eucspsequencing_105_FD	CCA5785	Eucalyptus sp. Dunbar Road	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	sp. Dunbar Road		E_sp_Dunbar_Road_1
1456599	1455058	Eucspsequencing_104_FD	CCA5786	Eucalyptus sp. Dunbar Road	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	sp. Dunbar Road		E_sp_Dunbar_Road_2
1456949	1455758	Eucspsequencing_90_FD	CCA0498	Eucalyptus sp. Great Victoria Desert	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Great Victoria Desert		E_sp_Great_Victoria_Desert_1
1456967	1455794	Eucspsequencing_88_FD	CCA0541	Eucalyptus sp. Great Victoria Desert	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Great Victoria Desert		E_sp_Great_Victoria_Desert_2
1457148	1456156	Eucspsequencing_102_FD	CCA1485	Eucalyptus sp. Great Victoria Desert	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Great Victoria Desert		E_sp_Great_Victoria_Desert_3
1456723	1455306	Eucspsequencing_99_FD	CCA6022	Eucalyptus sp. Great Victoria Desert	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Great Victoria Desert		E_sp_Great_Victoria_Desert_4
1456625	1455110	Eucspsequencing_91_FD	CCA5856	Eucalyptus sp. Kalbarri	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Kalbarri		E_sp_Kalbarri_1
1456624	1455108	Eucspsequencing_92_FD	CCA5857	Eucalyptus sp. Kalbarri	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Kalbarri		E_sp_Kalbarri_2
1456726	1455312	EucNAsequencing_52_FD	CCA6030	Eucalyptus sp. Kitchener (aff horistes)								E_sp_Kitchener_1
1456725	1455310	EucNAsequencing_53_FD	CCA6031	Eucalyptus sp. Kitchener (aff horistes)								E_sp_Kitchener_2
1456581	1455022	Eucspsequencing_111_FD	CCA5749	Eucalyptus sp. Lake Magenta	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		sp. Lake Magenta		E_sp_Lake_Magenta_1
1456582	1455024	Eucspsequencing_110_FD	CCA5750	Eucalyptus sp. Lake Magenta	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		sp. Lake Magenta		E_sp_Lake_Magenta_2
1456960	1455780	Eucspsequencing_89_FD	CCA0521	Eucalyptus sp. Mulga Rock	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Mulga Rock		E_sp_Mulga_Rock_1
1456961	1455782	Eucspsequencing_87_FD	CCA0524	Eucalyptus sp. Mulga Rock	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Mulga Rock		E_sp_Mulga_Rock_2
1456719	1455298	Eucspsequencing_95_FD	CCA6014	Eucalyptus sp. Mulga Rock (aff formanii)								E_sp_Mulga_Rock_3
1456720	1455300	Eucspsequencing_96_FD	CCA6017	Eucalyptus sp. Mulga Rock (aff formanii)								E_sp_Mulga_Rock_4
1456721	1455302	Eucspsequencing_98_FD	CCA6018	Eucalyptus sp. Queen Victoria Spring	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		sp. Queen Victoria Spring		E_sp_Queen_Victoria_Spring_1
1456722	1455304	Eucspsequencing_97_FD	CCA6021	Eucalyptus sp. Queen Victoria Spring	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		sp. Queen Victoria Spring		E_sp_Queen_Victoria_Spring_2
1457306	1456472	EucNAsequencing_5_FD	CCA3004	Eucalyptus sp. South Newdegate Lakes								E_sp_South_Newdegate_Lakes
1456574	1455008	Eucspsequencing_108_FD	CCA5724	Eucalyptus sp. Southern wheatbelt	Eucalyptus	Symphyomyrtus	Dumaria	Furfuraceae		sp. Southern wheatbelt		E_sp_Southern_wheatbelt_1
1456575	1455010	Eucspsequencing_107_FD	CCA5725	Eucalyptus sp. Southern wheatbelt	Eucalyptus	Symphyomyrtus	Dumaria	Furfuraceae		sp. Southern wheatbelt		E_sp_Southern_wheatbelt_2
1457238	1456336	Eucspsequencing_94_FD	CCA2815	Eucalyptus sp. Sullivan Soak	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Sullivan Soak		E_sp_Sullivan_Soak_1
1457239	1456338	Eucspsequencing_93_FD	CCA2816	Eucalyptus sp. Sullivan Soak	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Sullivan Soak		E_sp_Sullivan_Soak_2
1456579	1455018	Eucspsequencing_106_FD	CCA5746	Eucalyptus sp. Sullivan Soak	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Sullivan Soak		E_sp_Sullivan_Soak_3
1456580	1455020	Eucspsequencing_109_FD	CCA5747	Eucalyptus sp. Sullivan Soak	Eucalyptus	Symphyomyrtus	Bisectae	Porantherae		sp. Sullivan Soak		E_sp_Sullivan_Soak_4
1457066	1455992	Eucspasequencing_3_FD	CCA1250	Eucalyptus spathulata subsp. spathulata	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	spathulata	spathulata	E_spathulata_spathulata
1457316	1456492	Eucspesequencing_FD	CCA3032	Eucalyptus spectatrix	Eucalyptus	Eucalyptus	Eucalyptus	Strictae	Irregulares	spectatrix		E_spectatrix
1456869	1455598	Eucsposequencing_8_FD	CCA0301	Eucalyptus sporadica	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sporadica		E_sporadica_1
1457063	1455986	Eucsposequencing_9_FD	CCA1210	Eucalyptus sporadica	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sporadica		E_sporadica_2
1456521	1454902	Eucsposequencing_11_FD	CCA5630	Eucalyptus sporadica	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sporadica		E_sporadica_3
1456520	1454900	Eucsposequencing_12_FD	CCA5631	Eucalyptus sporadica	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sporadica		E_sporadica_4
1456519	1454898	Eucsposequencing_10_FD	CCA5633	Eucalyptus sporadica	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Pedicellatae	sporadica		E_sporadica_5
1456807	1455474	Eucsprsequencing_3_FD	CCA0146	Eucalyptus spreta	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		spreta		E_spreta
1457057	1455974	Eucstasequencing_3_FD	CCA1240	Eucalyptus staeri	Eucalyptus	Eucalyptus	Longistylus	Occidentales		staeri		E_staeri
1456762	1455384	Eucstesequencing_5_FD	CCA0032	Eucalyptus steedmanii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	steedmanii		E_steedmanii
1456651	1455162	Eucstesequencing_4_FD	CCA5879	Eucalyptus stellulata 'Little Star'								E_stellulata_Little_Star
1456976	1455812	Eucstosequencing_4_FD	CCA0565	Eucalyptus stoatei	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		stoatei		E_stoatei
