FieldID,RowTree,CurrentName,Voucher,Provenance,RowNum,YearPlanted,TreeNum,DNNumber,FieldComments,Date,FieldDetermination,Location,Description,Latitude,Longitude,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies
CCA3056,R142/T16,Eucalyptus croajingolensis,DN 1744,"Cann River, Vic",142,1997,16,1744,NA,1996-04-19,Eucalyptus croajingolensis,"West of Cann River, Vic","Tree 8m tall. Bark rough, finely fissured, grey. Leaves dull, blue - grey. Growing with E. obliqua, E. cypellocarpa and E. yangoura. AD",-37.5655555555556,149.077777777778,Eucalyptus,Eucalyptus,Eucalyptus,Radiatae,,croajingolensis,
CCA3057,R142/T17,Eucalyptus gregsoniana,DN 1756,"Wog Wog, NSW",142,1997,17,1756,NA,1996-04-21,Eucalyptus gregsoniana,"North east of Mongarlowe towards Nerriga, NSW","Mallee, thin-stemmed, 3m tall. Bark smooth, grey over cream. Leaves glossy, olive green, reticulation sparse with many island oil glands. Growing as understorey to E. mannifera, E. radiata, E. rubida and E. pauciflora. AD, CANB",-35.2675,150.033888888889,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,,gregsoniana,
CCA3058,R142/T20,Eucalyptus gregsoniana,DN 1756,"Wog Wog, NSW",142,1997,20,1756,NA,1996-04-21,Eucalyptus gregsoniana,"North east of Mongarlowe towards Nerriga, NSW","Mallee, thin-stemmed, 3m tall. Bark smooth, grey over cream. Leaves glossy, olive green, reticulation sparse with many island oil glands. Growing as understorey to E. mannifera, E. radiata, E. rubida and E. pauciflora. AD, CANB",-35.2675,150.033888888889,Eucalyptus,Eucalyptus,Eucalyptus,Pauciflorae,,gregsoniana,
CCA3059,R142/T21,Eucalyptus angophoroides,DN 1745,"Genoa, Vic",142,1997,21,1745,NA,1996-04-19,Eucalyptus angophoroides,"Near Genoa, Vic","Tree 15m tall. Bark rough finely fissured, dark grey. Leaves discolourous, glossy, green above. Growing on rise with E. yangoura. AD",-37.4822222222222,149.576666666667,Eucalyptus,Symphyomyrtus,Maidenaria,Bridgesianae,,angophoroides,
CCA3060,R142/T22,Eucalyptus angophoroides,DN 1745,"Genoa, Vic",142,1997,22,1745,NA,1996-04-19,Eucalyptus angophoroides,"Near Genoa, Vic","Tree 15m tall. Bark rough finely fissured, dark grey. Leaves discolourous, glossy, green above. Growing on rise with E. yangoura. AD",-37.4822222222222,149.576666666667,Eucalyptus,Symphyomyrtus,Maidenaria,Bridgesianae,,angophoroides,
CCA3061,R142/T23,Eucalyptus angophoroides,DN 1745,"Genoa, Vic",142,1997,23,1745,NA,1996-04-19,Eucalyptus angophoroides,"Near Genoa, Vic","Tree 15m tall. Bark rough finely fissured, dark grey. Leaves discolourous, glossy, green above. Growing on rise with E. yangoura. AD",-37.4822222222222,149.576666666667,Eucalyptus,Symphyomyrtus,Maidenaria,Bridgesianae,,angophoroides,
CCA3062,R142/T26,Eucalyptus muelleriana,DN 1753,"Bodalla, NSW",142,1997,26,1753,NA,1996-04-20,Eucalyptus muelleriana,"West of Bodalla, NSW","Tree 20m tall. Bark rough, stringy, brown - grey. Leaves discolourous, glossy, dark green above. Growing with  E. sieberi and E. yangoura. AD",-36.0661111111111,149.913333333333,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,muelleriana,
CCA3063,R142/T28,Eucalyptus muelleriana,DN 1753,"Bodalla, NSW",142,1997,28,1753,NA,1996-04-20,Eucalyptus muelleriana,"West of Bodalla, NSW","Tree 20m tall. Bark rough, stringy, brown - grey. Leaves discolourous, glossy, dark green above. Growing with  E. sieberi and E. yangoura. AD",-36.0661111111111,149.913333333333,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,muelleriana,
CCA3064,R142/T31,Eucalyptus baueriana,DN 1734,"Metung, Vic",142,1997,31,1734,NA,1996-04-19,Eucalyptus baueriana,"Near Metung, Vic","Dense-crowned tree 8m tall. Bark rough, finely fissured, grey, throughout. Leaves dull, blue-green. On slopes above creek with E. bosistoana and E. pseudoglobulus. AD",-37.8777777777778,147.854166666667,Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae,,baueriana,
CCA3065,R142/T32,Eucalyptus baueriana,DN 1734,"Metung, Vic",142,1997,32,1734,NA,1996-04-19,Eucalyptus baueriana,"Near Metung, Vic","Dense-crowned tree 8m tall. Bark rough, finely fissured, grey, throughout. Leaves dull, blue-green. On slopes above creek with E. bosistoana and E. pseudoglobulus. AD",-37.8777777777778,147.854166666667,Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae,,baueriana,
CCA3066,R142/T33,Eucalyptus baueriana,DN 1734,"Metung, Vic",142,1997,33,1734,NA,1996-04-19,Eucalyptus baueriana,"Near Metung, Vic","Dense-crowned tree 8m tall. Bark rough, finely fissured, grey, throughout. Leaves dull, blue-green. On slopes above creek with E. bosistoana and E. pseudoglobulus. AD",-37.8777777777778,147.854166666667,Eucalyptus,Symphyomyrtus,Adnataria,Heterophloiae,,baueriana,
CCA3067,R143/T02,Eucalyptus tindaliae,DN 1243,"Wells Crossing, NSW",143,1997,2,1243,NA,1995-04-07,Eucalyptus tindaliae,"South-east of Grafton on Pacific Highway, New South Wales","Tree 14 metres tall. Bark rough, stringy, grey brown. Leaves glossy, green. Growing with Eucalyptus bancroftii and E. tetrapleura. Photo AD",-29.9016666666667,153.064722222222,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,tindaliae,
CCA3068,R143/T03,Eucalyptus tindaliae,DN 1243,"Wells Crossing, NSW",143,1997,3,1243,NA,1995-04-07,Eucalyptus tindaliae,"South-east of Grafton on Pacific Highway, New South Wales","Tree 14 metres tall. Bark rough, stringy, grey brown. Leaves glossy, green. Growing with Eucalyptus bancroftii and E. tetrapleura. Photo AD",-29.9016666666667,153.064722222222,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,tindaliae,
CCA3069,R143/T04,Eucalyptus tindaliae,DN 1243,"Wells Crossing, NSW",143,1997,4,1243,NA,1995-04-07,Eucalyptus tindaliae,"South-east of Grafton on Pacific Highway, New South Wales","Tree 14 metres tall. Bark rough, stringy, grey brown. Leaves glossy, green. Growing with Eucalyptus bancroftii and E. tetrapleura. Photo AD",-29.9016666666667,153.064722222222,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,,tindaliae,
CCA3070,R143/T05,Eucalyptus calcicola subsp. unita,DN 1669,"West Cape Howe, WA",143,1997,5,1669,NA,1996-01-27,Eucalyptus calcicola subsp. unita,"(then 500m W on walk track from below coordinates) West Cape Howe National Park, WA","Mallee 1-3m tall, crown dense. Bark smooth, light grey. Leaves glossy, light green. Flowers white. On sand and limestone with E. angulosa and E. missilis. Photos AD, CANB, PERTH",-35.1061111111111,117.630833333333,Eucalyptus,Eucalyptus,'Frutices' ms,Calcicolae,,calcicola,unita
CCA3071,R143/T06,Eucalyptus calcicola subsp. unita,DN 1669,"West Cape Howe, WA",143,1997,6,1669,NA,1996-01-27,Eucalyptus calcicola subsp. unita,"(then 500m W on walk track from below coordinates) West Cape Howe National Park, WA","Mallee 1-3m tall, crown dense. Bark smooth, light grey. Leaves glossy, light green. Flowers white. On sand and limestone with E. angulosa and E. missilis. Photos AD, CANB, PERTH",-35.1061111111111,117.630833333333,Eucalyptus,Eucalyptus,'Frutices' ms,Calcicolae,,calcicola,unita
CCA3072,R143/T07,Eucalyptus calcicola subsp. unita,DN 1669,"West Cape Howe, WA",143,1997,7,1669,NA,1996-01-27,Eucalyptus calcicola subsp. unita,"(then 500m W on walk track from below coordinates) West Cape Howe National Park, WA","Mallee 1-3m tall, crown dense. Bark smooth, light grey. Leaves glossy, light green. Flowers white. On sand and limestone with E. angulosa and E. missilis. Photos AD, CANB, PERTH",-35.1061111111111,117.630833333333,Eucalyptus,Eucalyptus,'Frutices' ms,Calcicolae,,calcicola,unita
CCA3073,R143/T08,Eucalyptus calcicola subsp. unita,DN 1669,"West Cape Howe, WA",143,1997,8,1669,NA,1996-01-27,Eucalyptus calcicola subsp. unita,"(then 500m W on walk track from below coordinates) West Cape Howe National Park, WA","Mallee 1-3m tall, crown dense. Bark smooth, light grey. Leaves glossy, light green. Flowers white. On sand and limestone with E. angulosa and E. missilis. Photos AD, CANB, PERTH",-35.1061111111111,117.630833333333,Eucalyptus,Eucalyptus,'Frutices' ms,Calcicolae,,calcicola,unita
CCA3074,R143/T13,Eucalyptus parramattensis subsp. parramattensis,DN 1763,"Thirlmere, NSW",143,1997,13,1763,NA,1996-04-21,Eucalyptus parramattensis subsp. parramattensis,"South-west of Thirlmere, NSW","Tree 7m tall of crooked habit. Bark smooth, dark grey over cream and orange. Leaves slightly glossy, dark green. In low swampy area in more or less pure stand. AD",-34.2172222222222,150.550277777778,Eucalyptus,Symphyomyrtus,Exsertaria,'Liberivalvae' ms,,parramattensis,parramattensis
CCA3075,R143/T14,Eucalyptus parramattensis subsp. parramattensis,DN 1763,"Thirlmere, NSW",143,1997,14,1763,NA,1996-04-21,Eucalyptus parramattensis subsp. parramattensis,"South-west of Thirlmere, NSW","Tree 7m tall of crooked habit. Bark smooth, dark grey over cream and orange. Leaves slightly glossy, dark green. In low swampy area in more or less pure stand. AD",-34.2172222222222,150.550277777778,Eucalyptus,Symphyomyrtus,Exsertaria,'Liberivalvae' ms,,parramattensis,parramattensis
CCA3076,R143/T15,Eucalyptus parramattensis subsp. parramattensis,DN 1763,"Thirlmere, NSW",143,1997,15,1763,NA,1996-04-21,Eucalyptus parramattensis subsp. parramattensis,"South-west of Thirlmere, NSW","Tree 7m tall of crooked habit. Bark smooth, dark grey over cream and orange. Leaves slightly glossy, dark green. In low swampy area in more or less pure stand. AD",-34.2172222222222,150.550277777778,Eucalyptus,Symphyomyrtus,Exsertaria,'Liberivalvae' ms,,parramattensis,parramattensis
CCA3077,R143/T16,Eucalyptus parramattensis subsp. parramattensis,DN 1763,"Thirlmere, NSW",143,1997,16,1763,NA,1996-04-21,Eucalyptus parramattensis subsp. parramattensis,"South-west of Thirlmere, NSW","Tree 7m tall of crooked habit. Bark smooth, dark grey over cream and orange. Leaves slightly glossy, dark green. In low swampy area in more or less pure stand. AD",-34.2172222222222,150.550277777778,Eucalyptus,Symphyomyrtus,Exsertaria,'Liberivalvae' ms,,parramattensis,parramattensis
CCA3078,R143/T17,Eucalyptus resinifera subsp. resinifera,DN 1762,"Bargo, NSW",143,1997,17,1762,NA,1996-04-21,Eucalyptus resinifera subsp. resinifera,"Between Bargo and the Hume Freeway, New South Wales.","Tree 10 tall. Bark rough, stringy, grey-brown. Leaves strongly discolourous, glossy, green above. Growing with  Eucalyptus punctata, E. globoidea and Corymbia gummifera. AD, CANB",-34.3069444444444,150.591944444444,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,resinifera,resinifera
CCA3079,R143/T18,Eucalyptus resinifera subsp. resinifera,DN 1762,"Bargo, NSW",143,1997,18,1762,NA,1996-04-21,Eucalyptus resinifera subsp. resinifera,"Between Bargo and the Hume Freeway, New South Wales.","Tree 10 tall. Bark rough, stringy, grey-brown. Leaves strongly discolourous, glossy, green above. Growing with  Eucalyptus punctata, E. globoidea and Corymbia gummifera. AD, CANB",-34.3069444444444,150.591944444444,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,resinifera,resinifera
CCA3080,R143/T19,Eucalyptus resinifera subsp. resinifera,DN 1762,"Bargo, NSW",143,1997,19,1762,NA,1996-04-21,Eucalyptus resinifera subsp. resinifera,"Between Bargo and the Hume Freeway, New South Wales.","Tree 10 tall. Bark rough, stringy, grey-brown. Leaves strongly discolourous, glossy, green above. Growing with  Eucalyptus punctata, E. globoidea and Corymbia gummifera. AD, CANB",-34.3069444444444,150.591944444444,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,resinifera,resinifera
CCA3081,R143/T20,Eucalyptus resinifera subsp. resinifera,DN 1762,"Bargo, NSW",143,1997,20,1762,NA,1996-04-21,Eucalyptus resinifera subsp. resinifera,"Between Bargo and the Hume Freeway, New South Wales.","Tree 10 tall. Bark rough, stringy, grey-brown. Leaves strongly discolourous, glossy, green above. Growing with  Eucalyptus punctata, E. globoidea and Corymbia gummifera. AD, CANB",-34.3069444444444,150.591944444444,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,,resinifera,resinifera
CCA3082,R143/T21,Eucalyptus strzeleckii,DN 1731,"Drouin, Vic",143,1997,21,1731,NA,1996-04-18,Eucalyptus strzeleckii,"Tarago River, near Bunyip, Victoria.","Tree 15 m tall, (others to 20 m tall.) Bark rough for about 2m, thin, brown then smooth, grey over cream. Leaves more or less concolourous, glossy, green, reticulation moderate with many mostly island oil glands. On swampy river flat. AD, CANB Photos",-38.075,145.787222222222,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,strzeleckii,
CCA3083,R143/T23,Eucalyptus strzeleckii,DN 1731,"Drouin, Vic",143,1997,23,1731,NA,1996-04-18,Eucalyptus strzeleckii,"Tarago River, near Bunyip, Victoria.","Tree 15 m tall, (others to 20 m tall.) Bark rough for about 2m, thin, brown then smooth, grey over cream. Leaves more or less concolourous, glossy, green, reticulation moderate with many mostly island oil glands. On swampy river flat. AD, CANB Photos",-38.075,145.787222222222,Eucalyptus,Symphyomyrtus,Maidenaria,Foveolatae,,strzeleckii,
CCA3084,R143/T25,Eucalyptus beyeriana,DN 1761,"Bargo, NSW",143,1997,25,1761,NA,1996-04-21,Eucalyptus beyeriana,"Between Bargo and the Hume Freeway, NSW","Tree 12m tall. Bark rough, deeply furrowed, hard, dark grey - brown. Leaves dull, blue - green. Growing with  E. globoidea. AD",-34.3125,150.5875,NA,NA,NA,NA,NA,NA,NA
CCA3085,R143/T26,Eucalyptus beyeriana,DN 1761,"Bargo, NSW",143,1997,26,1761,NA,1996-04-21,Eucalyptus beyeriana,"Between Bargo and the Hume Freeway, NSW","Tree 12m tall. Bark rough, deeply furrowed, hard, dark grey - brown. Leaves dull, blue - green. Growing with  E. globoidea. AD",-34.3125,150.5875,NA,NA,NA,NA,NA,NA,NA
CCA3086,R143/T27,Eucalyptus beyeriana,DN 1761,"Bargo, NSW",143,1997,27,1761,NA,1996-04-21,Eucalyptus beyeriana,"Between Bargo and the Hume Freeway, NSW","Tree 12m tall. Bark rough, deeply furrowed, hard, dark grey - brown. Leaves dull, blue - green. Growing with  E. globoidea. AD",-34.3125,150.5875,NA,NA,NA,NA,NA,NA,NA
CCA3087,R143/T28,Eucalyptus beyeriana,DN 1761,"Bargo, NSW",143,1997,28,1761,NA,1996-04-21,Eucalyptus beyeriana,"Between Bargo and the Hume Freeway, NSW","Tree 12m tall. Bark rough, deeply furrowed, hard, dark grey - brown. Leaves dull, blue - green. Growing with  E. globoidea. AD",-34.3125,150.5875,NA,NA,NA,NA,NA,NA,NA
CCA3088,R143/T33,Eucalyptus parvula x E. ?viminalis,DN 591,"Numeralla, NSW",143,1997,33,591,NA,1993-11-29,Eucalyptus parvula,NSW,Tree 6m tall. Bark ± smooth grey. Leaves glossy green. Crown dense. Growing in swampy flat with E. stellulata. Bega.,-36.3077777777778,149.511388888889,NA,NA,NA,NA,NA,NA,NA
CCA3089,R143/T34,Eucalyptus parvula x E. ?viminalis,DN 591,"Numeralla, NSW",143,1997,34,591,NA,1993-11-29,Eucalyptus parvula,NSW,Tree 6m tall. Bark ± smooth grey. Leaves glossy green. Crown dense. Growing in swampy flat with E. stellulata. Bega.,-36.3077777777778,149.511388888889,NA,NA,NA,NA,NA,NA,NA
CCA3090,R143/T35,Eucalyptus parvula x E. ?viminalis,DN 591,"Numeralla, NSW",143,1997,35,591,NA,1993-11-29,Eucalyptus parvula,NSW,Tree 6m tall. Bark ± smooth grey. Leaves glossy green. Crown dense. Growing in swampy flat with E. stellulata. Bega.,-36.3077777777778,149.511388888889,NA,NA,NA,NA,NA,NA,NA
CCA3091,R143/T36,Eucalyptus parvula,DN 591,"Numeralla, NSW",143,1997,36,591,NA,1993-11-29,Eucalyptus parvula,NSW,Tree 6m tall. Bark ± smooth grey. Leaves glossy green. Crown dense. Growing in swampy flat with E. stellulata. Bega.,-36.3077777777778,149.511388888889,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,parvula,
CCA3092,R144/T01,Eucalyptus maidenii,DN 1764,"Araluen, NSW",144,1997,1,1764,NA,1996-04-22,Eucalyptus maidenii,"Between Braidwood and Araluen, NSW","Tree 20m tall. Bark rough, loose, grey for 1-2m then smooth, grey over yellow - cream. Leaves glossy, dark green. On hillside with E. elata and E. dives. AD",-35.5725,149.809722222222,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,maidenii,
CCA3093,R144/T02,Eucalyptus maidenii,DN 1764,"Araluen, NSW",144,1997,2,1764,NA,1996-04-22,Eucalyptus maidenii,"Between Braidwood and Araluen, NSW","Tree 20m tall. Bark rough, loose, grey for 1-2m then smooth, grey over yellow - cream. Leaves glossy, dark green. On hillside with E. elata and E. dives. AD",-35.5725,149.809722222222,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,maidenii,
CCA3094,R144/T04,Eucalyptus maidenii,DN 1764,"Araluen, NSW",144,1997,4,1764,NA,1996-04-22,Eucalyptus maidenii,"Between Braidwood and Araluen, NSW","Tree 20m tall. Bark rough, loose, grey for 1-2m then smooth, grey over yellow - cream. Leaves glossy, dark green. On hillside with E. elata and E. dives. AD",-35.5725,149.809722222222,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,maidenii,
CCA3095,R144/T06,Eucalyptus pantoleuca,DN 1931,"Kununurra, WA",144,1997,6,1931,NA,1996-10-15,Eucalyptus pantoleuca,"Near  Ellenbrae on Gibb River Road, WA","Tree 8m tall. Bark smooth, powdery white over pinkish-tan. All parts glaucous. Leaves dull, greyish, glaucous. On low flat area with C. grandiflora subsp. longior. PERTH, CANB photo",-15.9902777777778,126.997777777778,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Subexsertae,pantoleuca,
CCA3096,R144/T08,Eucalyptus badjensis,DN 1767,"Mother Woila, NSW",144,1997,8,1767,NA,1996-04-22,Eucalyptus badjensis,"Approach track to Mother Woila from Dampier trig, about 3/4 way there, Deua NP, NSW","Tree 20m tall. Bark rough, hard but finely fissured, dark grey to 4m then smooth grey and cream. Leaves glossy, dark green. In rocky upper gully with E. fraxinoides and E. sieberi. AD, CANB Photos (after wilcoxii)",NA,NA,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,badjensis,
CCA3097,R144/T09,Eucalyptus badjensis,DN 1767,"Mother Woila, NSW",144,1997,9,1767,NA,1996-04-22,Eucalyptus badjensis,"Approach track to Mother Woila from Dampier trig, about 3/4 way there, Deua NP, NSW","Tree 20m tall. Bark rough, hard but finely fissured, dark grey to 4m then smooth grey and cream. Leaves glossy, dark green. In rocky upper gully with E. fraxinoides and E. sieberi. AD, CANB Photos (after wilcoxii)",NA,NA,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,badjensis,
CCA3098,R144/T11,Eucalyptus badjensis,DN 1767,"Mother Woila, NSW",144,1997,11,1767,NA,1996-04-22,Eucalyptus badjensis,"Approach track to Mother Woila from Dampier trig, about 3/4 way there, Deua NP, NSW","Tree 20m tall. Bark rough, hard but finely fissured, dark grey to 4m then smooth grey and cream. Leaves glossy, dark green. In rocky upper gully with E. fraxinoides and E. sieberi. AD, CANB Photos (after wilcoxii)",NA,NA,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,badjensis,
CCA3099,R144/T12,Eucalyptus alligatrix subsp. limaensis,DN 1773,"Swanpool, Vic",144,1997,12,1773,NA,1996-04-24,Eucalyptus alligatrix subsp. limaensis,"West of Swanpool, Victoria.","Tree 20 m tall. Bark rough throughout, stringy, thick, grey - brown. Leaves dull, blue green. Growing with E. macrorhyncha, E. radiata subsp. radiata and E. rubida subsp. rubida. AD",-36.7494444444444,145.993055555556,NA,NA,NA,NA,NA,NA,NA
CCA3100,R144/T13,Eucalyptus alligatrix subsp. limaensis,DN 1773,"Swanpool, Vic",144,1997,13,1773,NA,1996-04-24,Eucalyptus alligatrix subsp. limaensis,"West of Swanpool, Victoria.","Tree 20 m tall. Bark rough throughout, stringy, thick, grey - brown. Leaves dull, blue green. Growing with E. macrorhyncha, E. radiata subsp. radiata and E. rubida subsp. rubida. AD",-36.7494444444444,145.993055555556,NA,NA,NA,NA,NA,NA,NA
CCA3101,R144/T15,Eucalyptus alligatrix subsp. limaensis,DN 1773,"Swanpool, Vic",144,1997,15,1773,NA,1996-04-24,Eucalyptus alligatrix subsp. limaensis,"West of Swanpool, Victoria.","Tree 20 m tall. Bark rough throughout, stringy, thick, grey - brown. Leaves dull, blue green. Growing with E. macrorhyncha, E. radiata subsp. radiata and E. rubida subsp. rubida. AD",-36.7494444444444,145.993055555556,NA,NA,NA,NA,NA,NA,NA
CCA3102,R144/T16,Eucalyptus wilcoxii,DN 1768,"Mother Woila, NSW",144,1997,16,1768,NA,1996-04-22,Eucalyptus wilcoxii,"Base of upper cliffs of Mother Woila, below cliffs on NW side, Deua NP, NSW.","Tall mallee 12m tall. Bark smooth throughout, grey, green and yellow. Leaves dull, grey - green. On steep rocky slope with E. badjensis and E. olsenii. AD Photos",NA,NA,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,wilcoxii,
CCA3103,R144/T20,Eucalyptus pseudoglobulus,DN 1735,"Metung, Vic",144,1997,20,1735,NA,1996-04-19,Eucalyptus pseudoglobulus,"Near Metung, Vic","Tree 18m tall. Bark smooth, grey and light grey over yellow-cream. Leaves glossy, dark green. Growing on slopes above creek with E. bosistoana and E. baueriana. AD, CANB",-37.8777777777778,147.854166666667,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,pseudoglobulus,
CCA3104,R144/T21,Eucalyptus pseudoglobulus,DN 1735,"Metung, Vic",144,1997,21,1735,NA,1996-04-19,Eucalyptus pseudoglobulus,"Near Metung, Vic","Tree 18m tall. Bark smooth, grey and light grey over yellow-cream. Leaves glossy, dark green. Growing on slopes above creek with E. bosistoana and E. baueriana. AD, CANB",-37.8777777777778,147.854166666667,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,pseudoglobulus,
CCA3105,R144/T22,Eucalyptus pseudoglobulus,DN 1735,"Metung, Vic",144,1997,22,1735,NA,1996-04-19,Eucalyptus pseudoglobulus,"Near Metung, Vic","Tree 18m tall. Bark smooth, grey and light grey over yellow-cream. Leaves glossy, dark green. Growing on slopes above creek with E. bosistoana and E. baueriana. AD, CANB",-37.8777777777778,147.854166666667,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,pseudoglobulus,
CCA3106,R144/T23,Eucalyptus pseudoglobulus,DN 1735,"Metung, Vic",144,1997,23,1735,NA,1996-04-19,Eucalyptus pseudoglobulus,"Near Metung, Vic","Tree 18m tall. Bark smooth, grey and light grey over yellow-cream. Leaves glossy, dark green. Growing on slopes above creek with E. bosistoana and E. baueriana. AD, CANB",-37.8777777777778,147.854166666667,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,Euglobulares,pseudoglobulus,
CCA3107,R144/T27,Eucalyptus nitens,DN 1766,"Big Badja Hill, NSW",144,1997,27,1766,NA,1996-04-22,Eucalyptus nitens,"near Pikes Saddle on western edge of Deua NP, NSW","Tree 20m tall. Bark rough, loose, ribbony for 3m then smooth, light grey. Leaves glossy, dark green, reticulation sparse, with a few island oil glands. Growing with E. fraxinoides and E. fastigata. AD, CANB",-35.9875,149.554444444444,Eucalyptus,Symphyomyrtus,Maidenaria,'Remanentes' ms,,nitens,
CCA3108,R144/T28,Eucalyptus tereticornis subsp. mediana,DN 1736,"Metung, Vic",144,1997,28,1736,NA,1996-04-19,Eucalyptus tereticornis subsp. mediana,"Between Metung and Swan Reach, Vic","Tree 10m tall. Bark smooth (some chunky bark at base), grey and brown over cream. Leaves slightly glossy, green. Beside river with E. baueriana. AD, CANB",-37.8444444444444,147.852222222222,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,tereticornis,mediana
CCA3109,R144/T29,Eucalyptus tereticornis subsp. mediana,DN 1736,"Metung, Vic",144,1997,29,1736,NA,1996-04-19,Eucalyptus tereticornis subsp. mediana,"Between Metung and Swan Reach, Vic","Tree 10m tall. Bark smooth (some chunky bark at base), grey and brown over cream. Leaves slightly glossy, green. Beside river with E. baueriana. AD, CANB",-37.8444444444444,147.852222222222,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,tereticornis,mediana
CCA3110,R144/T30,Eucalyptus tereticornis subsp. mediana,DN 1736,"Metung, Vic",144,1997,30,1736,NA,1996-04-19,Eucalyptus tereticornis subsp. mediana,"Between Metung and Swan Reach, Vic","Tree 10m tall. Bark smooth (some chunky bark at base), grey and brown over cream. Leaves slightly glossy, green. Beside river with E. baueriana. AD, CANB",-37.8444444444444,147.852222222222,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,tereticornis,mediana
CCA3111,R144/T31,Eucalyptus tereticornis subsp. mediana,DN 1736,"Metung, Vic",144,1997,31,1736,NA,1996-04-19,Eucalyptus tereticornis subsp. mediana,"Between Metung and Swan Reach, Vic","Tree 10m tall. Bark smooth (some chunky bark at base), grey and brown over cream. Leaves slightly glossy, green. Beside river with E. baueriana. AD, CANB",-37.8444444444444,147.852222222222,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,tereticornis,mediana
CCA3112,R144/T32,Eucalyptus longifolia,DN 1750,"Eden, NSW",144,1997,32,1750,NA,1996-04-20,Eucalyptus longifolia,"near Eden, New South Wales.","Tree 12m tall. Bark rough, to small branches, finely fissured, grey. Leaves dull, green. Flowers cream. On rise with Eucalyptus cypellocarpa and E. globoidea. AD, CANB",-37.0744444444444,149.885277777778,Eucalyptus,Symphyomyrtus,Incognitae,'Similares' ms,,longifolia,
CCA3113,R144/T33,Eucalyptus longifolia,DN 1750,"Eden, NSW",144,1997,33,1750,NA,1996-04-20,Eucalyptus longifolia,"near Eden, New South Wales.","Tree 12m tall. Bark rough, to small branches, finely fissured, grey. Leaves dull, green. Flowers cream. On rise with Eucalyptus cypellocarpa and E. globoidea. AD, CANB",-37.0744444444444,149.885277777778,Eucalyptus,Symphyomyrtus,Incognitae,'Similares' ms,,longifolia,
CCA3114,R144/T34,Eucalyptus longifolia,DN 1750,"Eden, NSW",144,1997,34,1750,NA,1996-04-20,Eucalyptus longifolia,"near Eden, New South Wales.","Tree 12m tall. Bark rough, to small branches, finely fissured, grey. Leaves dull, green. Flowers cream. On rise with Eucalyptus cypellocarpa and E. globoidea. AD, CANB",-37.0744444444444,149.885277777778,Eucalyptus,Symphyomyrtus,Incognitae,'Similares' ms,,longifolia,
CCA3115,R144/T35,Eucalyptus longifolia,DN 1750,"Eden, NSW",144,1997,35,1750,NA,1996-04-20,Eucalyptus longifolia,"near Eden, New South Wales.","Tree 12m tall. Bark rough, to small branches, finely fissured, grey. Leaves dull, green. Flowers cream. On rise with Eucalyptus cypellocarpa and E. globoidea. AD, CANB",-37.0744444444444,149.885277777778,Eucalyptus,Symphyomyrtus,Incognitae,'Similares' ms,,longifolia,
CCA3116,R145/T01,Eucalyptus leucoxylon subsp. pruinosa,DN 1798,"Kingston SE, SA",145,1997,1,1798,NA,1996-07-29,Eucalyptus leucoxylon subsp. pruinosa (percerata),NA,"Tree 7m tall. Bark rough on lower trunk, brown grey then smooth, cream. Leaves dull, green. New growth, twigs and immature fruit glaucous. Growing on flat land with E. fasciculosa. x2",-36.8263888888889,139.920277777778,Eucalyptus,Symphyomyrtus,Adnataria,Melliodorae,,leucoxylon,pruinosa
