FieldID,RowTree,CurrentName,Voucher,Provenance,RowNum,YearPlanted,TreeNum,DNNumber,FieldComments,Date,FieldDetermination,Location,Description,Latitude,Longitude,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies
CCA0001,R009/T03,Eucalyptus leptopoda subsp. elevata,DN 8,"Ilkurlka, WA",9,1993,3,8,NA,NA,Eucalyptus leptopoda subsp. elevata,"40 km east of Neale Junction, Western Australia.",PERTH,NA,NA,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Leptopodae,leptopoda,elevata
CCA0002,R009/T04,Eucalyptus leptopoda subsp. elevata,DN 8,"Ilkurlka, WA",9,1993,4,8,NA,NA,Eucalyptus leptopoda subsp. elevata,"40 km east of Neale Junction, Western Australia.",PERTH,NA,NA,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Leptopodae,leptopoda,elevata
CCA0003,R009/T05,Eucalyptus mannensis subsp. mannensis,-,"Giles, WA",9,1993,5,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Bisectae,Micrantherae,Bakerianae,mannensis,mannensis
CCA0004,R009/T09,Eucalyptus gamophylla,-,"Kings Canyon, NT",9,1993,9,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Eudesmia,Limbatae,Heteropterae,Patelliformes,gamophylla,
CCA0005,R009/T14,Eucalyptus victrix,-,"Gibson Desert, WA",9,1993,14,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Adnataria,Striolatae,,victrix,
CCA0006,R009/T15,Eucalyptus populnea subsp. bimbil,-,"Nyngan, NSW",9,1993,15,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,populnea,bimbil
CCA0007,R009/T16,Eucalyptus populnea subsp. bimbil,-,"Nyngan, NSW",9,1993,16,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,populnea,bimbil
CCA0008,R009/T17,Eucalyptus populnea subsp. bimbil,-,"Nyngan, NSW",9,1993,17,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,populnea,bimbil
CCA0009,R009/T18,Eucalyptus populnea subsp. bimbil,-,"Nyngan, NSW",9,1993,18,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Subplatyphyllae,populnea,bimbil
CCA0010,R009/T19,Eucalyptus yilgarnensis,-,Unknown,9,1993,19,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,,yilgarnensis,
CCA0011,R009/T21,Eucalyptus yilgarnensis,-,Unknown,9,1993,21,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,,yilgarnensis,
CCA0012,R009/T22,Eucalyptus yilgarnensis,-,Unknown,9,1993,22,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Bisectae,Heterostemones,,yilgarnensis,
CCA0013,R009/T25,Eucalyptus glomerosa,-,"Warburton, WA",9,1993,25,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Xylocarpae,glomerosa,
CCA0014,R009/T26,Eucalyptus alatissima,DN 7,"Wanna Lakes, WA",9,1993,26,7,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Xylocarpae,alatissima,
CCA0015,R009/T28,Eucalyptus oxymitra,-,"Petermann Ranges, NT",9,1993,28,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Xylocarpae,oxymitra,
CCA0016,R009/T31,Eucalyptus socialis subsp. victoriensis,DN 113,"Ooldea Range, SA",9,1993,31,113,NA,1992-12-05,Eucalyptus socialis subsp. victoriensis,West of Vokes Hill to Cook Road,"Mallee 3-4m tall. Common, often dominant on mallee sandplain with E. concinna. Bark rough on butt. No buds. Similar to E. eucentrica but non glaucous and thicker leaves and fruit.",-29.3697222222222,130.049166666667,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,victoriensis
CCA0017,R009/T32,Eucalyptus socialis subsp. victoriensis,DN 113,"Ooldea Range, SA",9,1993,32,113,NA,1992-12-05,Eucalyptus socialis subsp. victoriensis,West of Vokes Hill to Cook Road,"Mallee 3-4m tall. Common, often dominant on mallee sandplain with E. concinna. Bark rough on butt. No buds. Similar to E. eucentrica but non glaucous and thicker leaves and fruit.",-29.3697222222222,130.049166666667,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,victoriensis
CCA0018,R009/T33,Eucalyptus socialis subsp. victoriensis,DN 113,"Ooldea Range, SA",9,1993,33,113,NA,1992-12-05,Eucalyptus socialis subsp. victoriensis,West of Vokes Hill to Cook Road,"Mallee 3-4m tall. Common, often dominant on mallee sandplain with E. concinna. Bark rough on butt. No buds. Similar to E. eucentrica but non glaucous and thicker leaves and fruit.",-29.3697222222222,130.049166666667,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,victoriensis
CCA0019,R009/T34,Eucalyptus socialis subsp. victoriensis,DN 113,"Ooldea Range, SA",9,1993,34,113,NA,1992-12-05,Eucalyptus socialis subsp. victoriensis,West of Vokes Hill to Cook Road,"Mallee 3-4m tall. Common, often dominant on mallee sandplain with E. concinna. Bark rough on butt. No buds. Similar to E. eucentrica but non glaucous and thicker leaves and fruit.",-29.3697222222222,130.049166666667,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,victoriensis
CCA0020,R009/T35,Eucalyptus pimpiniana,DN 110,"Ooldea Range, SA",9,1993,35,110,NA,1992-12-05,Eucalyptus pimpiniana,"Cook to Vokes Hill Road, Great Victoria Desert, South Australia.",Low mallee to 1.5 metres tall. Smooth bark. Dull blue-green leaves. In flower (yellow). Co dominant with Eucalyptus yumbarrana. Mallee scrub on sand plain with E. yumbarrana. .  Photo #2.,-29.3497222222222,130.193888888889,Eucalyptus,Symphyomyrtus,Dumaria,Dissonae,,pimpiniana,
CCA0021,R009/T37,Eucalyptus pimpiniana,DN 110,"Ooldea Range, SA",9,1993,37,110,NA,1992-12-05,Eucalyptus pimpiniana,"Cook to Vokes Hill Road, Great Victoria Desert, South Australia.",Low mallee to 1.5 metres tall. Smooth bark. Dull blue-green leaves. In flower (yellow). Co dominant with Eucalyptus yumbarrana. Mallee scrub on sand plain with E. yumbarrana. .  Photo #2.,-29.3497222222222,130.193888888889,Eucalyptus,Symphyomyrtus,Dumaria,Dissonae,,pimpiniana,
CCA0022,R010/T01,Eucalyptus suggrandis subsp. promiscua,DN 311,"Dragon Rocks, WA",10,1993,1,311,NA,1992-12-13,Eucalyptus suggrandis subsp. promiscua,"Track to Dragon Rocks, south of Hyden, Western Australia.","Small mallee to 4m tall. Smooth grey stems. Glossy olive green leaves. Growing on white sand with E. depauperata, E. flocktoniae and E. phaenophylla.",-32.7672222222222,119.090555555556,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,suggrandis,promiscua
CCA0023,R010/T02,Eucalyptus suggrandis subsp. promiscua,DN 311,"Dragon Rocks, WA",10,1993,2,311,NA,1992-12-13,Eucalyptus suggrandis subsp. promiscua,"Track to Dragon Rocks, south of Hyden, Western Australia.","Small mallee to 4m tall. Smooth grey stems. Glossy olive green leaves. Growing on white sand with E. depauperata, E. flocktoniae and E. phaenophylla.",-32.7672222222222,119.090555555556,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,suggrandis,promiscua
CCA0024,R010/T04,Eucalyptus suggrandis subsp. promiscua,DN 311,"Dragon Rocks, WA",10,1993,4,311,NA,1992-12-13,Eucalyptus suggrandis subsp. promiscua,"Track to Dragon Rocks, south of Hyden, Western Australia.","Small mallee to 4m tall. Smooth grey stems. Glossy olive green leaves. Growing on white sand with E. depauperata, E. flocktoniae and E. phaenophylla.",-32.7672222222222,119.090555555556,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,suggrandis,promiscua
CCA0025,R010/T06,Eucalyptus ebbanoensis subsp. photina,DN 270,"Mt Michael, WA",10,1993,6,270,NA,1992-12-12,Eucalyptus ebbanoensis subsp. photina,NA,"Mallee 3-4m tall. A pure stand, emergent above Melaleuca uncinata at N foot Mount Michael. Bark smooth dark grey. Leaves glossy dark green",-29.8986111111111,114.965,Eucalyptus,Eudesmia,Limbatae,Ebbanoenses,,ebbanoensis,photina
CCA0026,R010/T07,Eucalyptus ebbanoensis subsp. photina,DN 270,"Mt Michael, WA",10,1993,7,270,NA,1992-12-12,Eucalyptus ebbanoensis subsp. photina,NA,"Mallee 3-4m tall. A pure stand, emergent above Melaleuca uncinata at N foot Mount Michael. Bark smooth dark grey. Leaves glossy dark green",-29.8986111111111,114.965,Eucalyptus,Eudesmia,Limbatae,Ebbanoenses,,ebbanoensis,photina
CCA0027,R010/T08,Eucalyptus ebbanoensis subsp. photina,DN 270,"Mt Michael, WA",10,1993,8,270,NA,1992-12-12,Eucalyptus ebbanoensis subsp. photina,NA,"Mallee 3-4m tall. A pure stand, emergent above Melaleuca uncinata at N foot Mount Michael. Bark smooth dark grey. Leaves glossy dark green",-29.8986111111111,114.965,Eucalyptus,Eudesmia,Limbatae,Ebbanoenses,,ebbanoensis,photina
CCA0028,R010/T11,Eucalyptus leptopoda subsp. arctata,DN 291,"Ballidu, WA",10,1993,11,291,NA,1992-12-13,Eucalyptus leptopoda subsp. arctata,NA,Mallee to 5m tall. Growing on loam with E. plenissima. Red-brown over creamy white bark coming off in long strips. Dull light green leaves,-30.5886111111111,116.756944444444,NA,NA,NA,NA,NA,NA,NA
CCA0029,R010/T12,Eucalyptus leptopoda subsp. arctata,DN 291,"Ballidu, WA",10,1993,12,291,NA,1992-12-13,Eucalyptus leptopoda subsp. arctata,NA,Mallee to 5m tall. Growing on loam with E. plenissima. Red-brown over creamy white bark coming off in long strips. Dull light green leaves,-30.5886111111111,116.756944444444,NA,NA,NA,NA,NA,NA,NA
CCA0030,R010/T13,Eucalyptus steedmanii,DN 317,"Forrestania, WA",10,1993,13,317,NA,1992-12-13,Eucalyptus steedmanii,WA,Mallet to 8m tall. Growing in Eucalypt thickets with E. flocktoniae and E. salubris. Slightly glossy bronze-grey bark to ground level. Glossy olive green leaves.,-32.4816666666667,119.676666666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,steedmanii,
CCA0031,R010/T14,Eucalyptus steedmanii,DN 317,"Forrestania, WA",10,1993,14,317,NA,1992-12-13,Eucalyptus steedmanii,WA,Mallet to 8m tall. Growing in Eucalypt thickets with E. flocktoniae and E. salubris. Slightly glossy bronze-grey bark to ground level. Glossy olive green leaves.,-32.4816666666667,119.676666666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,steedmanii,
CCA0032,R010/T15,Eucalyptus steedmanii,DN 317,"Forrestania, WA",10,1993,15,317,NA,1992-12-13,Eucalyptus steedmanii,WA,Mallet to 8m tall. Growing in Eucalypt thickets with E. flocktoniae and E. salubris. Slightly glossy bronze-grey bark to ground level. Glossy olive green leaves.,-32.4816666666667,119.676666666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,steedmanii,
CCA0033,R010/T17,Eucalyptus myriadena,DN 316,"Hyden, WA",10,1993,17,316,NA,1992-12-13,Eucalyptus myriadena,"Edge of Hyden township, Western Australia.",Small tree to 8m tall. Dark grey rough bark to 10cm. Very glossy dark green leaves.,-32.45,118.867222222222,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,myriadena,
CCA0034,R010/T18,Eucalyptus myriadena,DN 316,"Hyden, WA",10,1993,18,316,NA,1992-12-13,Eucalyptus myriadena,"Edge of Hyden township, Western Australia.",Small tree to 8m tall. Dark grey rough bark to 10cm. Very glossy dark green leaves.,-32.45,118.867222222222,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,myriadena,
CCA0035,R010/T19,Eucalyptus myriadena,DN 316,"Hyden, WA",10,1993,19,316,NA,1992-12-13,Eucalyptus myriadena,"Edge of Hyden township, Western Australia.",Small tree to 8m tall. Dark grey rough bark to 10cm. Very glossy dark green leaves.,-32.45,118.867222222222,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,myriadena,
CCA0036,R010/T20,Eucalyptus myriadena,DN 316,"Hyden, WA",10,1993,20,316,NA,1992-12-13,Eucalyptus myriadena,"Edge of Hyden township, Western Australia.",Small tree to 8m tall. Dark grey rough bark to 10cm. Very glossy dark green leaves.,-32.45,118.867222222222,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,myriadena,
CCA0037,R010/T24,Eucalyptus ebbanoensis subsp. ebbanoensis,DN 293,"Wongan Hills, WA",10,1993,24,293,NA,1992-12-13,Eucalyptus ebbanoensis subsp. ebbanoensis,WA,"Large erect mallee to 10m tall. Growing on orange gravelly soil with E. eudesmioides.  Locally dominant. Pink-grey over light greenish grey bark. Dull, light green leaves",-30.8302777777778,116.639166666667,Eucalyptus,Eudesmia,Limbatae,Ebbanoenses,,ebbanoensis,ebbanoensis
CCA0038,R010/T25,Eucalyptus ebbanoensis subsp. ebbanoensis,DN 293,"Wongan Hills, WA",10,1993,25,293,NA,1992-12-13,Eucalyptus ebbanoensis subsp. ebbanoensis,WA,"Large erect mallee to 10m tall. Growing on orange gravelly soil with E. eudesmioides.  Locally dominant. Pink-grey over light greenish grey bark. Dull, light green leaves",-30.8302777777778,116.639166666667,Eucalyptus,Eudesmia,Limbatae,Ebbanoenses,,ebbanoensis,ebbanoensis
CCA0039,R010/T26,Eucalyptus ebbanoensis subsp. ebbanoensis,DN 293,"Wongan Hills, WA",10,1993,26,293,NA,1992-12-13,Eucalyptus ebbanoensis subsp. ebbanoensis,WA,"Large erect mallee to 10m tall. Growing on orange gravelly soil with E. eudesmioides.  Locally dominant. Pink-grey over light greenish grey bark. Dull, light green leaves",-30.8302777777778,116.639166666667,Eucalyptus,Eudesmia,Limbatae,Ebbanoenses,,ebbanoensis,ebbanoensis
CCA0040,R010/T27,Eucalyptus oraria,DN 269,"Dongara, WA",10,1993,27,269,NA,1992-12-12,Eucalyptus oraria,NA,Mallee 4m tall. Growing on roadside with Acacia sp. Bark smooth light grey. Leaves glossy green,-29.1841666666667,114.916666666667,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,oraria,
CCA0041,R010/T28,Eucalyptus oraria,DN 269,"Dongara, WA",10,1993,28,269,NA,1992-12-12,Eucalyptus oraria,NA,Mallee 4m tall. Growing on roadside with Acacia sp. Bark smooth light grey. Leaves glossy green,-29.1841666666667,114.916666666667,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,oraria,
CCA0042,R010/T29,Eucalyptus oraria,DN 269,"Dongara, WA",10,1993,29,269,NA,1992-12-12,Eucalyptus oraria,NA,Mallee 4m tall. Growing on roadside with Acacia sp. Bark smooth light grey. Leaves glossy green,-29.1841666666667,114.916666666667,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,oraria,
CCA0043,R010/T30,Eucalyptus oraria,DN 269,"Dongara, WA",10,1993,30,269,NA,1992-12-12,Eucalyptus oraria,NA,Mallee 4m tall. Growing on roadside with Acacia sp. Bark smooth light grey. Leaves glossy green,-29.1841666666667,114.916666666667,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,oraria,
CCA0044,R010/T31,Eucalyptus obtusiflora subsp. dongarraensis,DN 266,"Cliff Head, WA",10,1993,31,266,NA,1992-12-12,Eucalyptus obtusiflora subsp. dongarraensis,NA,Mallee to 6m tall. Growing on white sand in pure stand. Smooth bark (some rough bark at base). Leaves glossy light green,-29.6355555555556,114.968888888889,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,obtusiflora,dongarraensis
CCA0045,R010/T32,Eucalyptus obtusiflora subsp. dongarraensis,DN 266,"Cliff Head, WA",10,1993,32,266,NA,1992-12-12,Eucalyptus obtusiflora subsp. dongarraensis,NA,Mallee to 6m tall. Growing on white sand in pure stand. Smooth bark (some rough bark at base). Leaves glossy light green,-29.6355555555556,114.968888888889,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,obtusiflora,dongarraensis
CCA0046,R010/T33,Eucalyptus obtusiflora subsp. dongarraensis,DN 266,"Cliff Head, WA",10,1993,33,266,NA,1992-12-12,Eucalyptus obtusiflora subsp. dongarraensis,NA,Mallee to 6m tall. Growing on white sand in pure stand. Smooth bark (some rough bark at base). Leaves glossy light green,-29.6355555555556,114.968888888889,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,obtusiflora,dongarraensis
CCA0047,R010/T35,Eucalyptus macrocarpa subsp. macrocarpa,DN 261,"Badgingarra, WA",10,1993,35,261,NA,1992-12-12,Eucalyptus macrocarpa subsp. macrocarpa,Hi Valley Farm,Spreading mallee to 3m tall growing on sandplain with E. tetragona and E. gittinsii. No flower buds,-30.1486111111111,115.4125,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Xylocarpae,macrocarpa,macrocarpa
CCA0048,R010/T36,Eucalyptus macrocarpa subsp. macrocarpa,DN 261,"Badgingarra, WA",10,1993,36,261,NA,1992-12-12,Eucalyptus macrocarpa subsp. macrocarpa,Hi Valley Farm,Spreading mallee to 3m tall growing on sandplain with E. tetragona and E. gittinsii. No flower buds,-30.1486111111111,115.4125,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Xylocarpae,macrocarpa,macrocarpa
CCA0049,R010/T37,Eucalyptus macrocarpa subsp. macrocarpa,DN 261,"Badgingarra, WA",10,1993,37,261,NA,1992-12-12,Eucalyptus macrocarpa subsp. macrocarpa,Hi Valley Farm,Spreading mallee to 3m tall growing on sandplain with E. tetragona and E. gittinsii. No flower buds,-30.1486111111111,115.4125,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Xylocarpae,macrocarpa,macrocarpa
CCA0050,R011/T01,Eucalyptus platydisca,DN 133,"Mt Norcott, WA",11,1993,1,133,NA,1992-12-06,Eucalyptus platydisca,North side Mount Norcott,"Mallee 2-4m tall. Common, but localised. Growing on iron stone slopes in Triodia. Smooth bark.",-32.1183333333333,122.008611111111,Eucalyptus,Eucalyptus,'Frutices' ms,Diversiformae,Neuropterae,platydisca,
CCA0051,R011/T02,Eucalyptus platydisca,DN 133,"Mt Norcott, WA",11,1993,2,133,NA,1992-12-06,Eucalyptus platydisca,North side Mount Norcott,"Mallee 2-4m tall. Common, but localised. Growing on iron stone slopes in Triodia. Smooth bark.",-32.1183333333333,122.008611111111,Eucalyptus,Eucalyptus,'Frutices' ms,Diversiformae,Neuropterae,platydisca,
CCA0052,R011/T04,Eucalyptus flavida,DN 343,"Bronco Plains, WA",11,1993,4,343,NA,1992-12-15,Eucalyptus flavida,"North of Transline, Western Australia.","Small tree to 7m tall. Mostly smooth, flaky grey over cream bark with some rough bark at base of some trees. Dull green to blue-green leaves. Flowers pale yellow to yellow. Growing on and around a small granite breakaway with E. ravida.",-30.8408333333333,122.836944444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,flavida,
CCA0053,R011/T05,Eucalyptus flavida,DN 343,"Bronco Plains, WA",11,1993,5,343,NA,1992-12-15,Eucalyptus flavida,"North of Transline, Western Australia.","Small tree to 7m tall. Mostly smooth, flaky grey over cream bark with some rough bark at base of some trees. Dull green to blue-green leaves. Flowers pale yellow to yellow. Growing on and around a small granite breakaway with E. ravida.",-30.8408333333333,122.836944444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,flavida,
CCA0054,R011/T06,Eucalyptus flavida,DN 343,"Bronco Plains, WA",11,1993,6,343,NA,1992-12-15,Eucalyptus flavida,"North of Transline, Western Australia.","Small tree to 7m tall. Mostly smooth, flaky grey over cream bark with some rough bark at base of some trees. Dull green to blue-green leaves. Flowers pale yellow to yellow. Growing on and around a small granite breakaway with E. ravida.",-30.8408333333333,122.836944444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,flavida,
CCA0055,R011/T07,Eucalyptus goniocarpa,DN 186,"Lake King, WA",11,1993,7,186,NA,1992-12-08,Eucalyptus goniocarpa,WA,"Mallee or mallet to 4m tall. Bark glossy coppery. Leaves Glossy olive green, new growth red. Pure, dense stand.",-33.1336111111111,119.704444444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,goniocarpa,
CCA0056,R011/T08,Eucalyptus goniocarpa,DN 186,"Lake King, WA",11,1993,8,186,NA,1992-12-08,Eucalyptus goniocarpa,WA,"Mallee or mallet to 4m tall. Bark glossy coppery. Leaves Glossy olive green, new growth red. Pure, dense stand.",-33.1336111111111,119.704444444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,goniocarpa,
CCA0057,R011/T09,Eucalyptus goniocarpa,DN 186,"Lake King, WA",11,1993,9,186,NA,1992-12-08,Eucalyptus goniocarpa,WA,"Mallee or mallet to 4m tall. Bark glossy coppery. Leaves Glossy olive green, new growth red. Pure, dense stand.",-33.1336111111111,119.704444444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,goniocarpa,
CCA0058,R011/T10,Eucalyptus goniocarpa,DN 186,"Lake King, WA",11,1993,10,186,NA,1992-12-08,Eucalyptus goniocarpa,WA,"Mallee or mallet to 4m tall. Bark glossy coppery. Leaves Glossy olive green, new growth red. Pure, dense stand.",-33.1336111111111,119.704444444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,goniocarpa,
CCA0059,R011/T11,Eucalyptus laevis,DN 120,"Balladonia, WA",11,1993,11,120,NA,1992-12-06,Eucalyptus laevis,NA,Common growing with E. eremophila and E. terebra.,-32.2325,123.39,Eucalyptus,Symphyomyrtus,Dumaria,Torquatae,,laevis,
CCA0060,R011/T13,Eucalyptus laevis,DN 120,"Balladonia, WA",11,1993,13,120,NA,1992-12-06,Eucalyptus laevis,NA,Common growing with E. eremophila and E. terebra.,-32.2325,123.39,Eucalyptus,Symphyomyrtus,Dumaria,Torquatae,,laevis,
CCA0061,R011/T14,Eucalyptus dundasii,DN 129,"Fraser Range, WA",11,1993,14,129,NA,1992-12-06,Eucalyptus dundasii,"Just west of Fraser range on Eyre Highway, Western Australia.","Erect tree to 15 metres tall in pure stands (Eucalyptus phenax nearby), with no undergrowth. No buds present. PERTH",-32.025,122.773888888889,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Dundasianae,,dundasii,
CCA0062,R011/T15,Eucalyptus dundasii,DN 129,"Fraser Range, WA",11,1993,15,129,NA,1992-12-06,Eucalyptus dundasii,"Just west of Fraser range on Eyre Highway, Western Australia.","Erect tree to 15 metres tall in pure stands (Eucalyptus phenax nearby), with no undergrowth. No buds present. PERTH",-32.025,122.773888888889,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Dundasianae,,dundasii,
CCA0063,R011/T16,Eucalyptus dundasii,DN 129,"Fraser Range, WA",11,1993,16,129,NA,1992-12-06,Eucalyptus dundasii,"Just west of Fraser range on Eyre Highway, Western Australia.","Erect tree to 15 metres tall in pure stands (Eucalyptus phenax nearby), with no undergrowth. No buds present. PERTH",-32.025,122.773888888889,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Dundasianae,,dundasii,
CCA0064,R011/T17,Eucalyptus dundasii,DN 129,"Fraser Range, WA",11,1993,17,129,NA,1992-12-06,Eucalyptus dundasii,"Just west of Fraser range on Eyre Highway, Western Australia.","Erect tree to 15 metres tall in pure stands (Eucalyptus phenax nearby), with no undergrowth. No buds present. PERTH",-32.025,122.773888888889,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Dundasianae,,dundasii,
CCA0065,R011/T18,Eucalyptus leptopoda subsp. subluta,DN 336,"Callion, WA",11,1993,18,336,NA,1992-12-15,Eucalyptus leptopoda subsp. subluta,"Callion to Goongarie track, Western Australia.","Mallee to 4m tall. Bark smooth, pinky grey over cream. Dull, light green leaves. Growing on red sand with E. concinna and E. oldfieldii.",-30.0513888888889,120.837777777778,NA,NA,NA,NA,NA,NA,NA
CCA0066,R011/T19,Eucalyptus clelandii,DN 333,"Callion, WA",11,1993,19,333,NA,1992-12-15,Eucalyptus clelandii,"Callion to Carbine road, Western Australia.","Tree to 10m tall and 80cm diameter. Stocking of thick, rough, shaggy, black bark for 1-2m then smooth pinky grey over light grey. Dull green to grey-green leaves. Growing in pure stands with E. yilgarnensis ? and E. salmonophloia nearby.",-30.2063888888889,120.631666666667,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,clelandii,
CCA0067,R011/T20,Eucalyptus clelandii,DN 333,"Callion, WA",11,1993,20,333,NA,1992-12-15,Eucalyptus clelandii,"Callion to Carbine road, Western Australia.","Tree to 10m tall and 80cm diameter. Stocking of thick, rough, shaggy, black bark for 1-2m then smooth pinky grey over light grey. Dull green to grey-green leaves. Growing in pure stands with E. yilgarnensis ? and E. salmonophloia nearby.",-30.2063888888889,120.631666666667,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,clelandii,
CCA0068,R011/T22,Eucalyptus clelandii,DN 333,"Callion, WA",11,1993,22,333,NA,1992-12-15,Eucalyptus clelandii,"Callion to Carbine road, Western Australia.","Tree to 10m tall and 80cm diameter. Stocking of thick, rough, shaggy, black bark for 1-2m then smooth pinky grey over light grey. Dull green to grey-green leaves. Growing in pure stands with E. yilgarnensis ? and E. salmonophloia nearby.",-30.2063888888889,120.631666666667,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,clelandii,
CCA0069,R011/T23,Eucalyptus petraea,DN 339,"Cardinnia Rocks, WA",11,1993,23,339,NA,1992-12-15,Eucalyptus petraea,NA,"Mallee to 6m tall. Growing on granite. Rough, shaggy, fibrous grey bark for 1m then smooth, coppery brown. Glossy dark green leaves",-30.9344444444444,122.550277777778,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,petraea,
CCA0070,R011/T24,Eucalyptus petraea,DN 339,"Cardinnia Rocks, WA",11,1993,24,339,NA,1992-12-15,Eucalyptus petraea,NA,"Mallee to 6m tall. Growing on granite. Rough, shaggy, fibrous grey bark for 1m then smooth, coppery brown. Glossy dark green leaves",-30.9344444444444,122.550277777778,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,petraea,
CCA0071,R011/T25,Eucalyptus petraea,DN 339,"Cardinnia Rocks, WA",11,1993,25,339,NA,1992-12-15,Eucalyptus petraea,NA,"Mallee to 6m tall. Growing on granite. Rough, shaggy, fibrous grey bark for 1m then smooth, coppery brown. Glossy dark green leaves",-30.9344444444444,122.550277777778,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,petraea,
CCA0072,R011/T26,Eucalyptus petraea,DN 339,"Cardinnia Rocks, WA",11,1993,26,339,NA,1992-12-15,Eucalyptus petraea,NA,"Mallee to 6m tall. Growing on granite. Rough, shaggy, fibrous grey bark for 1m then smooth, coppery brown. Glossy dark green leaves",-30.9344444444444,122.550277777778,Eucalyptus,Symphyomyrtus,Adnataria,Lucasianae,,petraea,
CCA0073,R011/T27,Eucalyptus melanoxylon,DN 143,"Lake Gilmore, WA",11,1993,27,143,NA,1992-12-06,Eucalyptus melanoxylon,NA,Tree to 12m tall. Bark rough for half height of tree. Form with flat warty buds.,-32.6711111111111,121.539722222222,Eucalyptus,Symphyomyrtus,Dumaria,Torquatae,,melanoxylon,
