file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
E_incerata_R2	FASTQ	DNA	59621369	8892695419	49	149.2	150	150	150	150	0	150	1	96	91	24.75	41.74	51474
E_incrassata_1_R1	FASTQ	DNA	28293599	4148896256	49	146.6	150	150	150	150	0	150	1	98	94	27.83	40.08	170669
E_incrassata_1_R2	FASTQ	DNA	28293599	4148896256	49	146.6	150	150	150	150	0	150	1	98	94	27.62	40.28	332466
E_incrassata_2_R1	FASTQ	DNA	21204933	3139334735	49	148	150	150	150	150	0	150	1	96	90	25.36	42.5	18210
E_incrassata_2_R2	FASTQ	DNA	21204933	3139334735	49	148	150	150	150	150	0	150	1	95	88	24.32	42.89	10070
E_incrassata_3_R1	FASTQ	DNA	72757327	10788769194	49	148.3	150	150	150	150	0	150	1	97	92	25.44	42.05	197282
E_incrassata_3_R2	FASTQ	DNA	72757327	10788769194	49	148.3	150	150	150	150	0	150	1	97	92	25.19	41.98	30234
E_incrassata_4_R1	FASTQ	DNA	306767216	45607590380	49	148.7	150	150	150	150	0	150	1	97	93	26.35	39.71	567023
E_incrassata_4_R2	FASTQ	DNA	306767216	45607590380	49	148.7	150	150	150	150	0	150	1	96	90	24.57	39.82	118532
E_indurata_1_R1	FASTQ	DNA	88652535	13238933047	49	149.3	150	150	150	150	0	150	1	97	93	25.98	41.6	175351
E_indurata_1_R2	FASTQ	DNA	88652535	13238933047	49	149.3	150	150	150	150	0	150	1	96	91	24.69	41.66	73064
E_indurata_2_R1	FASTQ	DNA	57382974	8580143594	49	149.5	150	150	150	150	0	150	1	97	93	25.88	41.38	113440
E_indurata_2_R2	FASTQ	DNA	57382974	8580143594	49	149.5	150	150	150	150	0	150	1	96	91	24.84	41.49	47187
E_infera_R1	FASTQ	DNA	114927787	17151244854	49	149.2	150	150	150	150	0	150	1	98	95	27.37	40.88	255765
E_infera_R2	FASTQ	DNA	114927787	17151244854	49	149.2	150	150	150	150	0	150	1	97	92	25.37	40.88	55099
E_insulana_R1	FASTQ	DNA	78607317	11708797262	49	149	150	150	150	150	0	150	1	98	95	27.23	41.28	186837
E_insulana_R2	FASTQ	DNA	78607317	11708797262	49	149	150	150	150	150	0	150	1	97	93	25.48	41.27	34052
E_insularis_continentalis_R1	FASTQ	DNA	56466698	8431565660	49	149.3	150	150	150	150	0	150	1	97	94	26.15	41.72	84027
E_insularis_continentalis_R2	FASTQ	DNA	56466698	8431565660	49	149.3	150	150	150	150	0	150	1	96	92	24.83	41.78	46418
E_intertexta_1_R1	FASTQ	DNA	54059706	7655496992	49	141.6	150	146	150	150	0	150	1	98	94	28.09	39.88	328729
E_intertexta_1_R2	FASTQ	DNA	54059706	7655496992	49	141.6	150	146	150	150	0	150	1	98	95	27.92	40.26	608503
E_intertexta_2_R1	FASTQ	DNA	44269453	6519423934	49	147.3	150	150	150	150	0	150	1	98	94	27.91	39.81	271076
E_intertexta_2_R2	FASTQ	DNA	44269453	6519423934	49	147.3	150	150	150	150	0	150	1	98	94	27.64	40.1	527078
E_jacksonii_1_R1	FASTQ	DNA	74658042	11161421243	49	149.5	150	150	150	150	0	150	1	97	91	25.13	40.79	56559
E_jacksonii_1_R2	FASTQ	DNA	74658042	11161421243	49	149.5	150	150	150	150	0	150	1	96	90	24.33	40.88	17142
E_jacksonii_2_R1	FASTQ	DNA	72148244	10779290292	49	149.4	150	150	150	150	0	150	1	96	91	24.85	40.61	54635
E_jacksonii_2_R2	FASTQ	DNA	72148244	10779290292	49	149.4	150	150	150	150	0	150	1	95	88	23.27	40.76	16369
E_jensenii_R1	FASTQ	DNA	60969254	9023088978	49	148	150	150	150	150	0	150	1	97	93	26.02	42.71	39899
E_jensenii_R2	FASTQ	DNA	60969254	9023088978	49	148	150	150	150	150	0	150	1	96	90	24.16	42.76	12325
E_jucunda_R1	FASTQ	DNA	97814382	14608505172	49	149.3	150	150	150	150	0	150	1	96	91	24.97	42.04	81142
E_jucunda_R2	FASTQ	DNA	97814382	14608505172	49	149.3	150	150	150	150	0	150	1	96	90	24.16	42.12	77575
E_jutsonii_jutsonii_R1	FASTQ	DNA	8352392	1229054827	49	147.2	150	150	150	150	0	150	1	95	88	24.4	44.26	117500
E_jutsonii_jutsonii_R2	FASTQ	DNA	8352392	1229054827	49	147.2	150	150	150	150	0	150	1	94	86	23.66	44.39	23681
E_kessellii_eugnosta_1_R1	FASTQ	DNA	73492362	10970863030	49	149.3	150	150	150	150	0	150	1	97	93	26.09	41.17	146779
E_kessellii_eugnosta_1_R2	FASTQ	DNA	73492362	10970863030	49	149.3	150	150	150	150	0	150	1	96	91	25	41.2	59611
E_kessellii_eugnosta_2_R1	FASTQ	DNA	72525836	10813869895	49	149.1	150	150	150	150	0	150	1	97	93	25.85	42.13	144890
E_kessellii_eugnosta_2_R2	FASTQ	DNA	72525836	10813869895	49	149.1	150	150	150	150	0	150	1	96	91	24.71	42.16	59967
E_kingsmillii_1_R1	FASTQ	DNA	94734138	14110297868	49	148.9	150	150	150	150	0	150	1	97	93	26.08	42.39	188150
E_kingsmillii_1_R2	FASTQ	DNA	94734138	14110297868	49	148.9	150	150	150	150	0	150	1	96	90	24.18	42.54	57383
E_kingsmillii_2_R1	FASTQ	DNA	53712849	8009801549	49	149.1	150	150	150	150	0	150	1	97	92	25.7	38.98	88326
E_kingsmillii_2_R2	FASTQ	DNA	53712849	8009801549	49	149.1	150	150	150	150	0	150	1	93	84	22.4	39.53	24284
E_kitsoniana_x_E_ovata_subp_grandiflora_R1	FASTQ	DNA	113230267	16879855136	49	149.1	150	150	150	150	0	150	1	97	92	25.35	43.34	91751
E_kitsoniana_x_E_ovata_subp_grandiflora_R2	FASTQ	DNA	113230267	16879855136	49	149.1	150	150	150	150	0	150	1	94	88	23.22	43.36	23204
E_kochii_amaryssia_R1	FASTQ	DNA	42130308	6208230075	49	147.4	150	150	150	150	0	150	1	97	91	26.07	42.13	147457
E_kochii_amaryssia_R2	FASTQ	DNA	42130308	6208230075	49	147.4	150	150	150	150	0	150	1	96	90	25.05	42.36	231904
E_kochii_borealis_R1	FASTQ	DNA	42577734	6350991514	49	149.2	150	150	150	150	0	150	1	97	93	26.11	41.96	93247
E_kochii_borealis_R2	FASTQ	DNA	42577734	6350991514	49	149.2	150	150	150	150	0	150	1	96	91	24.81	42.04	37583
E_kochii_kochii_R1	FASTQ	DNA	48099993	7175165150	49	149.2	150	150	150	150	0	150	1	97	93	26.14	42.1	104285
E_kochii_kochii_R2	FASTQ	DNA	48099993	7175165150	49	149.2	150	150	150	150	0	150	1	97	92	25.43	42.16	42725
E_kondininensis_R1	FASTQ	DNA	103253061	15313403875	49	148.3	150	150	150	150	0	150	1	97	94	26.34	41.18	117479
E_kondininensis_R2	FASTQ	DNA	103253061	15313403875	49	148.3	150	150	150	150	0	150	1	96	91	24.42	41.3	98566
E_kruseana_1_R1	FASTQ	DNA	33934499	5015887480	49	147.8	150	150	150	150	0	150	1	98	94	27.77	39.9	203584
E_kruseana_1_R2	FASTQ	DNA	33934499	5015887480	49	147.8	150	150	150	150	0	150	1	98	94	27.25	40.15	402406
E_kruseana_2_R1	FASTQ	DNA	70964450	10564852052	49	148.9	150	150	150	150	0	150	1	96	91	24.74	42.2	59986
E_kruseana_2_R2	FASTQ	DNA	70964450	10564852052	49	148.9	150	150	150	150	0	150	1	95	89	23.7	42.3	55737
E_kumarlensis_1_R1	FASTQ	DNA	48592881	7233857473	49	148.9	150	150	150	150	0	150	1	98	94	26.43	41.39	87643
E_kumarlensis_1_R2	FASTQ	DNA	48592881	7233857473	49	148.9	150	150	150	150	0	150	1	97	92	25.26	41.44	8874
E_kumarlensis_2_R1	FASTQ	DNA	196243609	29156044638	49	148.6	150	150	150	150	0	150	1	97	92	25.22	42.27	160278
E_kumarlensis_2_R2	FASTQ	DNA	196243609	29156044638	49	148.6	150	150	150	150	0	150	1	94	87	22.99	42.36	39804
E_laevis_R1	FASTQ	DNA	55047767	8171054831	49	148.4	150	150	150	150	0	150	1	97	93	25.95	42.3	41919
E_laevis_R2	FASTQ	DNA	55047767	8171054831	49	148.4	150	150	150	150	0	150	1	96	90	24.25	42.46	14151
E_lansdowneana_R1	FASTQ	DNA	57768070	8577506425	49	148.5	150	150	150	150	0	150	1	98	94	26.48	42.95	74594
E_lansdowneana_R2	FASTQ	DNA	57768070	8577506425	49	148.5	150	150	150	150	0	150	1	96	91	24.71	42.96	56328
E_largiflorens_1_R1	FASTQ	DNA	31314594	4681448196	49	149.5	150	150	150	150	0	150	1	96	90	24.27	42.63	55982
E_largiflorens_1_R2	FASTQ	DNA	31314594	4681448196	49	149.5	150	150	150	150	0	150	1	95	89	23.99	42.56	6549
E_largiflorens_2_R1	FASTQ	DNA	25084119	3711390260	49	148	150	150	150	150	0	150	1	98	94	27.96	39.69	151026
E_largiflorens_2_R2	FASTQ	DNA	25084119	3711390260	49	148	150	150	150	150	0	150	1	98	94	27.49	40.06	297358
E_largiflorens_3_R1	FASTQ	DNA	15474285	2289748573	49	148	150	150	150	150	0	150	1	98	94	27.91	39.76	91069
E_largiflorens_3_R2	FASTQ	DNA	15474285	2289748573	49	148	150	150	150	150	0	150	1	98	94	27.4	40	180924
E_latens_1_R1	FASTQ	DNA	181293657	26997283160	49	148.9	150	150	150	150	0	150	1	97	92	25.42	42.36	147338
E_latens_1_R2	FASTQ	DNA	181293657	26997283160	49	148.9	150	150	150	150	0	150	1	94	88	23.08	42.65	26538
E_latens_2_R1	FASTQ	DNA	32191417	4805609198	49	149.3	150	150	150	150	0	150	1	96	91	24.77	41.95	35363
E_latens_2_R2	FASTQ	DNA	32191417	4805609198	49	149.3	150	150	150	150	0	150	1	95	89	23.52	42.02	38523
E_latens_3_R1	FASTQ	DNA	89494210	13345983637	49	149.1	150	150	150	150	0	150	1	96	91	24.86	42.13	97661
E_latens_3_R2	FASTQ	DNA	89494210	13345983637	49	149.1	150	150	150	150	0	150	1	95	89	23.44	42.21	110754
E_lehmannii_lehmannii_R1	FASTQ	DNA	51046656	7532611759	49	147.6	150	150	150	150	0	150	1	98	94	26.79	41.66	67893
E_lehmannii_lehmannii_R2	FASTQ	DNA	51046656	7532611759	49	147.6	150	150	150	150	0	150	1	97	93	25.87	41.57	49754
E_lehmannii_parallela_R1	FASTQ	DNA	150236814	22275581219	49	148.3	150	150	150	150	0	150	1	97	93	25.75	43.11	180969
E_lehmannii_parallela_R2	FASTQ	DNA	150236814	22275581219	49	148.3	150	150	150	150	0	150	1	96	90	24.38	43.12	150516
E_leptocalyx_leptocalyx_R1	FASTQ	DNA	150123074	22422527039	49	149.4	150	150	150	150	0	150	1	97	94	26.28	42.12	327386
E_leptocalyx_leptocalyx_R2	FASTQ	DNA	150123074	22422527039	49	149.4	150	150	150	150	0	150	1	97	92	25.46	42.15	133936
E_leptophleba_R1	FASTQ	DNA	116963072	17332260382	49	148.2	150	150	150	150	0	150	1	96	91	24.9	42.58	94605
E_leptophleba_R2	FASTQ	DNA	116963072	17332260382	49	148.2	150	150	150	150	0	150	1	94	88	23.09	42.45	23449
E_leptophylla_1_R1	FASTQ	DNA	38077904	5688468487	49	149.4	150	150	150	150	0	150	1	96	90	24.38	41.37	67756
E_leptophylla_1_R2	FASTQ	DNA	38077904	5688468487	49	149.4	150	150	150	150	0	150	1	96	89	24.04	41.31	7721
E_leptophylla_2_R1	FASTQ	DNA	72238812	10787032004	49	149.3	150	150	150	150	0	150	1	96	91	24.81	40.65	59254
E_leptophylla_2_R2	FASTQ	DNA	72238812	10787032004	49	149.3	150	150	150	150	0	150	1	95	88	23.51	40.75	56261
E_leptophylla_3_R1	FASTQ	DNA	68115837	10166499420	49	149.3	150	150	150	150	0	150	1	96	91	24.81	40.8	56169
E_leptophylla_3_R2	FASTQ	DNA	68115837	10166499420	49	149.3	150	150	150	150	0	150	1	95	89	23.99	40.89	54126
E_leptopoda_arctata_1_R1	FASTQ	DNA	64752983	9625663532	49	148.7	150	150	150	150	0	150	1	96	91	24.59	42.87	64731
E_leptopoda_arctata_1_R2	FASTQ	DNA	64752983	9625663532	49	148.7	150	150	150	150	0	150	1	95	88	23.51	42.98	68060
E_leptopoda_arctata_2_R1	FASTQ	DNA	48892946	7270480688	49	148.7	150	150	150	150	0	150	1	98	94	26.38	41.39	36441
E_leptopoda_arctata_2_R2	FASTQ	DNA	48892946	7270480688	49	148.7	150	150	150	150	0	150	1	96	91	24.97	41.45	12687
E_leptopoda_arctata_3_R1	FASTQ	DNA	75563388	11236141555	49	148.7	150	150	150	150	0	150	1	98	94	26.45	41.95	88007
E_leptopoda_arctata_3_R2	FASTQ	DNA	75563388	11236141555	49	148.7	150	150	150	150	0	150	1	96	92	24.85	42.07	73192
E_leptopoda_elevata_R1	FASTQ	DNA	58773527	8748327653	49	148.8	150	150	150	150	0	150	1	96	91	24.8	42.11	59195
E_leptopoda_elevata_R2	FASTQ	DNA	58773527	8748327653	49	148.8	150	150	150	150	0	150	1	95	88	23.55	42.24	63012
E_leptopoda_leptopoda_R1	FASTQ	DNA	70251473	10460352935	49	148.9	150	150	150	150	0	150	1	97	93	25.89	41.61	140645
E_leptopoda_leptopoda_R2	FASTQ	DNA	70251473	10460352935	49	148.9	150	150	150	150	0	150	1	96	91	24.78	41.62	56716
E_leptopoda_subluta_R1	FASTQ	DNA	62596532	9295163689	49	148.5	150	150	150	150	0	150	1	97	93	26.05	42.05	47321
E_leptopoda_subluta_R2	FASTQ	DNA	62596532	9295163689	49	148.5	150	150	150	150	0	150	1	96	90	24.36	42.2	16622
E_leptopoda_x_E_oldfieldii_intergrade_R1	FASTQ	DNA	77502062	11591888036	49	149.6	150	150	150	150	0	150	1	96	91	24.82	40.83	86318
E_leptopoda_x_E_oldfieldii_intergrade_R2	FASTQ	DNA	77502062	11591888036	49	149.6	150	150	150	150	0	150	1	95	88	23.42	40.95	79218
E_lesouefii_R1	FASTQ	DNA	58907983	8682726688	49	147.4	150	150	150	150	0	150	1	97	93	26.71	40.92	870469
E_lesouefii_R2	FASTQ	DNA	58907983	8682726688	49	147.4	150	150	150	150	0	150	1	97	92	25.86	41.29	1767998
E_leucophloia_1_R1	FASTQ	DNA	50360961	7499121443	49	148.9	150	150	150	150	0	150	1	98	94	26.69	40.96	56678
E_leucophloia_1_R2	FASTQ	DNA	50360961	7499121443	49	148.9	150	150	150	150	0	150	1	97	93	25.57	41.07	47715
E_leucophloia_2_R1	FASTQ	DNA	56596879	8434342355	49	149	150	150	150	150	0	150	1	98	94	26.98	42	59694
E_leucophloia_2_R2	FASTQ	DNA	56596879	8434342355	49	149	150	150	150	150	0	150	1	97	93	25.63	42.08	53516
E_leucophloia_euroa_R1	FASTQ	DNA	50037603	7430516471	49	148.5	150	150	150	150	0	150	1	98	94	26.48	42.26	65989
E_leucophloia_euroa_R2	FASTQ	DNA	50037603	7430516471	49	148.5	150	150	150	150	0	150	1	97	92	25.31	42.25	49650
E_leucophloia_leucophloia_R1	FASTQ	DNA	33157716	4854590366	49	146.4	150	150	150	150	0	150	1	97	93	26.82	41.29	212145
E_leucophloia_leucophloia_R2	FASTQ	DNA	33157716	4854590366	49	146.4	150	150	150	150	0	150	1	97	92	26.29	41.47	83213
E_leucophylla_1_R1	FASTQ	DNA	67327535	10044105632	49	149.2	150	150	150	150	0	150	1	97	92	25.26	42.02	174861
E_leucophylla_1_R2	FASTQ	DNA	67327535	10044105632	49	149.2	150	150	150	150	0	150	1	95	90	24.02	42.12	23963
E_leucophylla_2_R1	FASTQ	DNA	9957699	1444466203	49	145.1	150	150	150	150	0	150	1	90	78	21.62	48.73	9407
E_leucophylla_2_R2	FASTQ	DNA	9957699	1444466203	49	145.1	150	150	150	150	0	150	1	87	74	20.43	45.55	170800
E_leucophylla_3_R1	FASTQ	DNA	14088690	2035292161	49	144.5	150	150	150	150	0	150	1	94	86	24	45.43	17767
E_leucophylla_3_R2	FASTQ	DNA	14088690	2035292161	49	144.5	150	150	150	150	0	150	1	92	83	22.52	44.06	199466
E_leucophylla_4_R1	FASTQ	DNA	179152678	26505430690	49	147.9	150	150	150	150	0	150	1	97	93	25.73	42.84	214048
E_leucophylla_4_R2	FASTQ	DNA	179152678	26505430690	49	147.9	150	150	150	150	0	150	1	96	90	24.26	42.82	180110
E_leucophylla_5_R1	FASTQ	DNA	116328789	17327849756	49	149	150	150	150	150	0	150	1	96	91	24.83	41.78	106846
E_leucophylla_5_R2	FASTQ	DNA	116328789	17327849756	49	149	150	150	150	150	0	150	1	94	86	22.67	42.12	41747
E_leucoxylon_megalocarpa_1_R1	FASTQ	DNA	23913240	3535316741	49	147.8	150	150	150	150	0	150	1	98	93	27.48	39.7	140255
E_leucoxylon_megalocarpa_1_R2	FASTQ	DNA	23913240	3535316741	49	147.8	150	150	150	150	0	150	1	97	93	26.79	40.14	280296
E_leucoxylon_megalocarpa_2_R1	FASTQ	DNA	64199537	9599250838	49	149.5	150	150	150	150	0	150	1	97	92	25.27	41.39	72192
E_leucoxylon_megalocarpa_2_R2	FASTQ	DNA	64199537	9599250838	49	149.5	150	150	150	150	0	150	1	96	90	24.42	41.46	77868
E_leucoxylon_megalocarpa_3_R1	FASTQ	DNA	81704789	12209762342	49	149.4	150	150	150	150	0	150	1	96	91	24.83	41.15	86923
E_leucoxylon_megalocarpa_3_R2	FASTQ	DNA	81704789	12209762342	49	149.4	150	150	150	150	0	150	1	95	89	23.6	41.24	97098
E_leucoxylon_pruinosa_R1	FASTQ	DNA	4805055	705798086	49	146.9	150	150	150	150	0	150	1	93	85	23.29	43.16	30622
E_leucoxylon_pruinosa_R2	FASTQ	DNA	4805055	705798086	49	146.9	150	150	150	150	0	150	1	92	84	22.8	43.41	17994
E_litorea_R1	FASTQ	DNA	61393565	9139829333	49	148.9	150	150	150	150	0	150	1	97	93	26.32	41.06	134030
E_litorea_R2	FASTQ	DNA	61393565	9139829333	49	148.9	150	150	150	150	0	150	1	96	91	24.72	41.16	53775
E_lockyeri_1_R1	FASTQ	DNA	80073304	11948356118	49	149.2	150	150	150	150	0	150	1	98	95	27.13	41.91	87707
E_lockyeri_1_R2	FASTQ	DNA	80073304	11948356118	49	149.2	150	150	150	150	0	150	1	97	92	25.32	41.98	78505
E_lockyeri_2_R1	FASTQ	DNA	51062629	7621587587	49	149.3	150	150	150	150	0	150	1	98	95	27.19	42.44	54777
E_lockyeri_2_R2	FASTQ	DNA	51062629	7621587587	49	149.3	150	150	150	150	0	150	1	97	94	26.19	42.49	49222
E_lockyeri_3_R1	FASTQ	DNA	29	4350	150	150	150	150	150	150	0	150	1	97	92	26.07	45.03	0
E_lockyeri_3_R2	FASTQ	DNA	29	4350	150	150	150	150	150	150	0	150	1	88	80	19.99	46.46	0
E_longirostrata_R1	FASTQ	DNA	75721124	11296262890	49	149.2	150	150	150	150	0	150	1	98	94	26.57	42.3	99589
E_longirostrata_R2	FASTQ	DNA	75721124	11296262890	49	149.2	150	150	150	150	0	150	1	96	92	24.96	42.3	75634
E_longissima_R1	FASTQ	DNA	54505632	8103798224	49	148.7	150	150	150	150	0	150	1	97	92	25.72	39.67	90185
E_longissima_R2	FASTQ	DNA	54505632	8103798224	49	148.7	150	150	150	150	0	150	1	95	87	23.65	39.92	24337
E_loxophleba_gratiae_R1	FASTQ	DNA	71334641	10624929673	49	148.9	150	150	150	150	0	150	1	98	95	26.98	42.59	78094
E_loxophleba_gratiae_R2	FASTQ	DNA	71334641	10624929673	49	148.9	150	150	150	150	0	150	1	96	92	25.03	42.7	70366
E_loxophleba_lissophloia_R1	FASTQ	DNA	55700376	8302633260	49	149.1	150	150	150	150	0	150	1	97	93	26.06	41.2	119828
E_loxophleba_lissophloia_R2	FASTQ	DNA	55700376	8302633260	49	149.1	150	150	150	150	0	150	1	96	91	24.84	41.28	48138
E_loxophleba_loxophleba_R1	FASTQ	DNA	54375934	8059061825	49	148.2	150	150	150	150	0	150	1	97	94	26.33	41.86	61776
E_loxophleba_loxophleba_R2	FASTQ	DNA	54375934	8059061825	49	148.2	150	150	150	150	0	150	1	96	91	24.65	42.02	51938
E_loxophleba_supralaevis_1_R1	FASTQ	DNA	55814602	8291804887	49	148.6	150	150	150	150	0	150	1	98	95	27.11	41.51	105394
E_loxophleba_supralaevis_1_R2	FASTQ	DNA	55814602	8291804887	49	148.6	150	150	150	150	0	150	1	96	91	24.81	41.62	11925
E_loxophleba_supralaevis_2_R1	FASTQ	DNA	65749803	9759108845	49	148.4	150	150	150	150	0	150	1	98	94	26.75	42.79	121433
E_loxophleba_supralaevis_2_R2	FASTQ	DNA	65749803	9759108845	49	148.4	150	150	150	150	0	150	1	96	91	24.54	42.8	12998
E_lucasii_1_R1	FASTQ	DNA	78966153	11768405989	49	149	150	150	150	150	0	150	1	97	92	25.91	38.98	129730
E_lucasii_1_R2	FASTQ	DNA	78966153	11768405989	49	149	150	150	150	150	0	150	1	94	86	22.93	39.38	35082
E_lucasii_2_R1	FASTQ	DNA	69782013	10252249280	49	146.9	150	150	150	150	0	150	1	97	93	25.76	42.91	78787
E_lucasii_2_R2	FASTQ	DNA	69782013	10252249280	49	146.9	150	150	150	150	0	150	1	95	90	23.71	43.1	70016
E_mackintii_R1	FASTQ	DNA	87788187	12996823122	49	148	150	150	150	150	0	150	1	97	93	25.63	42.33	58241
E_mackintii_R2	FASTQ	DNA	87788187	12996823122	49	148	150	150	150	150	0	150	1	95	89	23.36	42.43	17705
E_macrandra_1_R1	FASTQ	DNA	59942542	8942762719	49	149.2	150	150	150	150	0	150	1	98	94	26.51	40.9	68848
E_macrandra_1_R2	FASTQ	DNA	59942542	8942762719	49	149.2	150	150	150	150	0	150	1	96	91	24.51	41.13	58227
E_macrandra_2_R1	FASTQ	DNA	43461422	5862797781	49	134.9	150	125	150	150	0	150	1	97	92	26.61	45.21	36495
E_macrandra_2_R2	FASTQ	DNA	43461422	5862797781	49	134.9	150	125	150	150	0	150	1	96	91	25.5	44.27	19083
E_macrocarpa_elachantha_R1	FASTQ	DNA	66638143	9951536624	49	149.3	150	150	150	150	0	150	1	97	93	25.97	40.78	132314
E_macrocarpa_elachantha_R2	FASTQ	DNA	66638143	9951536624	49	149.3	150	150	150	150	0	150	1	96	91	24.97	40.89	51633
E_macrocarpa_macrocarpa_R1	FASTQ	DNA	60749220	9042229707	49	148.8	150	150	150	150	0	150	1	97	93	25.99	42.23	45899
E_macrocarpa_macrocarpa_R2	FASTQ	DNA	60749220	9042229707	49	148.8	150	150	150	150	0	150	1	96	90	24.18	42.36	16063
E_macrorhyncha_macrorhyncha_R1	FASTQ	DNA	28752505	4275193296	49	148.7	150	150	150	150	0	150	1	98	94	27.8	39.39	172415
E_macrorhyncha_macrorhyncha_R2	FASTQ	DNA	28752505	4275193296	49	148.7	150	150	150	150	0	150	1	98	94	27.42	39.71	343240
E_macta_R1	FASTQ	DNA	3107210	445733060	49	143.5	150	150	150	150	0	150	1	89	78	21.14	43.16	20360
E_macta_R2	FASTQ	DNA	3107210	445733060	49	143.5	150	150	150	150	0	150	1	89	79	21.19	44.29	3777
E_malacoxylon_R1	FASTQ	DNA	45693476	6811324034	49	149.1	150	150	150	150	0	150	1	97	93	25.87	39.52	75541
E_malacoxylon_R2	FASTQ	DNA	45693476	6811324034	49	149.1	150	150	150	150	0	150	1	95	87	23.53	39.8	20669
E_mannensis_mannensis_R1	FASTQ	DNA	64123747	9565284103	49	149.2	150	150	150	150	0	150	1	96	91	24.92	41.88	65749
E_mannensis_mannensis_R2	FASTQ	DNA	64123747	9565284103	49	149.2	150	150	150	150	0	150	1	95	89	23.86	41.96	70052
E_marginata_Dull_leaf_1_R1	FASTQ	DNA	48625665	7249850154	49	149.1	150	150	150	150	0	150	1	97	92	25.45	41.61	89111
E_marginata_Dull_leaf_1_R2	FASTQ	DNA	48625665	7249850154	49	149.1	150	150	150	150	0	150	1	96	90	24.26	41.58	17135
E_marginata_Dull_leaf_2_R1	FASTQ	DNA	55113876	8232838829	49	149.4	150	150	150	150	0	150	1	97	92	25.76	41.2	101432
E_marginata_Dull_leaf_2_R2	FASTQ	DNA	55113876	8232838829	49	149.4	150	150	150	150	0	150	1	96	90	24.41	41.1	20508
E_marginata_R1	FASTQ	DNA	89826957	13423809124	49	149.4	150	150	150	150	0	150	1	96	91	25.01	41.49	101127
E_marginata_R2	FASTQ	DNA	89826957	13423809124	49	149.4	150	150	150	150	0	150	1	95	88	23.59	41.57	92119
E_megacarpa_1_R1	FASTQ	DNA	78475320	11701646253	49	149.1	150	150	150	150	0	150	1	97	92	25.39	40.57	210372
E_megacarpa_1_R2	FASTQ	DNA	78475320	11701646253	49	149.1	150	150	150	150	0	150	1	96	91	24.44	40.63	33396
E_megacarpa_2_R1	FASTQ	DNA	36706094	5276321594	49	143.7	150	150	150	150	0	150	1	97	92	25.38	44.22	70873
E_megacarpa_2_R2	FASTQ	DNA	36706094	5276321594	49	143.7	150	150	150	150	0	150	1	96	91	24.72	44.15	99525
E_megacornuta_R1	FASTQ	DNA	63423324	9465949112	49	149.3	150	150	150	150	0	150	1	97	92	25.46	41.99	170773
E_megacornuta_R2	FASTQ	DNA	63423324	9465949112	49	149.3	150	150	150	150	0	150	1	96	92	25	41.95	26374
E_melanophitra_R1	FASTQ	DNA	57665000	8587564365	49	148.9	150	150	150	150	0	150	1	97	93	25.89	40.76	117559
E_melanophitra_R2	FASTQ	DNA	57665000	8587564365	49	148.9	150	150	150	150	0	150	1	96	92	25	40.84	48284
E_melanophloia_melanophloia_R1	FASTQ	DNA	46053843	6822001240	49	148.1	150	150	150	150	0	150	1	97	92	25.78	39.6	76628
E_melanophloia_melanophloia_R2	FASTQ	DNA	46053843	6822001240	49	148.1	150	150	150	150	0	150	1	95	88	23.72	39.83	20403
E_melanophloia_nana_R1	FASTQ	DNA	31917638	4636168266	49	145.3	150	150	150	150	0	150	1	97	91	26.14	43.53	115254
E_melanophloia_nana_R2	FASTQ	DNA	31917638	4636168266	49	145.3	150	150	150	150	0	150	1	96	91	25.55	43.52	193957
E_melanophloia_R1	FASTQ	DNA	76577552	11456028472	49	149.6	150	150	150	150	0	150	1	96	91	24.9	41.54	86996
E_melanophloia_R2	FASTQ	DNA	76577552	11456028472	49	149.6	150	150	150	150	0	150	1	95	89	24.02	41.65	79125
E_melanoxylon_R1	FASTQ	DNA	93015853	13869315664	49	149.1	150	150	150	150	0	150	1	98	94	26.61	40.93	166239
E_melanoxylon_R2	FASTQ	DNA	93015853	13869315664	49	149.1	150	150	150	150	0	150	1	97	92	25.4	40.96	17159
E_merrickiae_R1	FASTQ	DNA	76285832	11392676011	49	149.3	150	150	150	150	0	150	1	97	93	26.26	40.85	165728
E_merrickiae_R2	FASTQ	DNA	76285832	11392676011	49	149.3	150	150	150	150	0	150	1	97	92	25.32	40.93	67470
E_microcarpa_R1	FASTQ	DNA	52691197	7828903685	49	148.6	150	150	150	150	0	150	1	98	95	27.02	42.82	118630
E_microcarpa_R2	FASTQ	DNA	52691197	7828903685	49	148.6	150	150	150	150	0	150	1	97	92	25.33	42.69	26089
E_microtheca_R1	FASTQ	DNA	9482808	1392618985	49	146.9	150	150	150	150	0	150	1	93	84	23.13	45.51	10015
E_microtheca_R2	FASTQ	DNA	9482808	1392618985	49	146.9	150	150	150	150	0	150	1	90	79	21.56	44.82	170637
E_mimica_continens_R1	FASTQ	DNA	53270222	7895193997	49	148.2	150	150	150	150	0	150	1	97	92	25.28	41.61	145178
E_mimica_continens_R2	FASTQ	DNA	53270222	7895193997	49	148.2	150	150	150	150	0	150	1	96	90	24.34	41.65	22265
E_mimica_mimica_R1	FASTQ	DNA	58897942	8735496262	49	148.3	150	150	150	150	0	150	1	98	94	26.46	41.49	76491
