file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
E_mimica_mimica_R2	FASTQ	DNA	58897942	8735496262	49	148.3	150	150	150	150	0	150	1	96	90	24.21	41.68	57680
E_minniritchi_R1	FASTQ	DNA	100725647	14153408248	49	140.5	150	136	150	150	0	150	1	97	94	26.23	42.44	58412
E_minniritchi_R2	FASTQ	DNA	100725647	14153408248	49	140.5	150	136	150	150	0	150	1	96	92	25	42.15	23037
E_misella_R1	FASTQ	DNA	79899922	11949027626	49	149.5	150	150	150	150	0	150	1	97	93	26.05	42	116135
E_misella_R2	FASTQ	DNA	79899922	11949027626	49	149.5	150	150	150	150	0	150	1	96	90	24.06	42.14	89206
E_moderata_1_R1	FASTQ	DNA	147944864	22014778776	49	148.8	150	150	150	150	0	150	1	97	92	25.63	42.36	178084
E_moderata_1_R2	FASTQ	DNA	147944864	22014778776	49	148.8	150	150	150	150	0	150	1	96	90	24.09	42.47	149488
E_moderata_2_R1	FASTQ	DNA	183447061	27299214994	49	148.8	150	150	150	150	0	150	1	97	92	25.6	42.61	216056
E_moderata_2_R2	FASTQ	DNA	183447061	27299214994	49	148.8	150	150	150	150	0	150	1	95	89	23.8	42.8	182575
E_molyneuxii_R1	FASTQ	DNA	52577665	7856089425	49	149.4	150	150	150	150	0	150	1	97	92	25.47	41.37	96763
E_molyneuxii_R2	FASTQ	DNA	52577665	7856089425	49	149.4	150	150	150	150	0	150	1	95	89	23.98	41.36	17919
E_moorei_serpentinicola_R1	FASTQ	DNA	32514448	4819838416	49	148.2	150	150	150	150	0	150	1	98	94	26.61	44.16	77462
E_moorei_serpentinicola_R2	FASTQ	DNA	32514448	4819838416	49	148.2	150	150	150	150	0	150	1	96	92	24.89	44.01	14235
E_morrisbyi_1_R1	FASTQ	DNA	80027566	11961967892	49	149.5	150	150	150	150	0	150	1	96	91	25.04	41.08	60472
E_morrisbyi_1_R2	FASTQ	DNA	80027566	11961967892	49	149.5	150	150	150	150	0	150	1	95	89	23.97	41.15	18341
E_morrisbyi_2_R1	FASTQ	DNA	57070025	8532461820	49	149.5	150	150	150	150	0	150	1	96	91	24.88	40.99	42505
E_morrisbyi_2_R2	FASTQ	DNA	57070025	8532461820	49	149.5	150	150	150	150	0	150	1	94	86	22.61	41.12	12740
E_myriadena_1_R1	FASTQ	DNA	64809556	9622811749	49	148.5	150	150	150	150	0	150	1	97	93	26.08	41.39	48511
E_myriadena_1_R2	FASTQ	DNA	64809556	9622811749	49	148.5	150	150	150	150	0	150	1	95	90	23.97	41.5	16615
E_myriadena_2_R1	FASTQ	DNA	55293834	8216312476	49	148.6	150	150	150	150	0	150	1	97	94	26.27	42.41	41884
E_myriadena_2_R2	FASTQ	DNA	55293834	8216312476	49	148.6	150	150	150	150	0	150	1	96	91	24.64	42.5	14834
E_myriadena_3_R1	FASTQ	DNA	57852632	8620775790	49	149	150	150	150	150	0	150	1	97	93	26.25	41.28	126142
E_myriadena_3_R2	FASTQ	DNA	57852632	8620775790	49	149	150	150	150	150	0	150	1	97	92	25.19	41.36	51665
E_myriadena_4_R1	FASTQ	DNA	53726535	8010742550	49	149.1	150	150	150	150	0	150	1	98	94	26.42	40.96	117575
E_myriadena_4_R2	FASTQ	DNA	53726535	8010742550	49	149.1	150	150	150	150	0	150	1	97	92	25.43	41.01	48543
E_myriadena_5_R1	FASTQ	DNA	89348089	13304348510	49	148.9	150	150	150	150	0	150	1	96	91	24.99	41.43	97428
E_myriadena_5_R2	FASTQ	DNA	89348089	13304348510	49	148.9	150	150	150	150	0	150	1	95	88	23.45	41.49	110594
E_myriadena_6_R1	FASTQ	DNA	60093306	8942594020	49	148.8	150	150	150	150	0	150	1	96	91	24.96	41.31	65144
E_myriadena_6_R2	FASTQ	DNA	60093306	8942594020	49	148.8	150	150	150	150	0	150	1	95	89	23.77	41.42	71122
E_nebulosa_1_R1	FASTQ	DNA	63119415	9424809535	49	149.3	150	150	150	150	0	150	1	96	91	24.86	40.54	48778
E_nebulosa_1_R2	FASTQ	DNA	63119415	9424809535	49	149.3	150	150	150	150	0	150	1	95	88	23.45	40.67	14650
E_nebulosa_2_R1	FASTQ	DNA	62751466	9364095480	49	149.2	150	150	150	150	0	150	1	96	91	24.67	41.62	48594
E_nebulosa_2_R2	FASTQ	DNA	62751466	9364095480	49	149.2	150	150	150	150	0	150	1	94	87	22.75	41.71	14221
E_neutra_1_R1	FASTQ	DNA	77560229	11595545568	49	149.5	150	150	150	150	0	150	1	97	93	26.12	40.71	153416
E_neutra_1_R2	FASTQ	DNA	77560229	11595545568	49	149.5	150	150	150	150	0	150	1	96	91	24.87	40.76	64125
E_neutra_2_R1	FASTQ	DNA	69317484	10320097222	49	148.9	150	150	150	150	0	150	1	98	94	26.87	42.18	75072
E_neutra_2_R2	FASTQ	DNA	69317484	10320097222	49	148.9	150	150	150	150	0	150	1	97	92	25.2	42.23	67586
E_neutra_3_R1	FASTQ	DNA	173861613	25856045507	49	148.7	150	150	150	150	0	150	1	97	93	25.65	41.99	208846
E_neutra_3_R2	FASTQ	DNA	173861613	25856045507	49	148.7	150	150	150	150	0	150	1	95	89	23.86	42.07	174728
E_neutra_4_R1	FASTQ	DNA	240571057	35817194094	49	148.9	150	150	150	150	0	150	1	96	91	24.74	41.34	224835
E_neutra_4_R2	FASTQ	DNA	240571057	35817194094	49	148.9	150	150	150	150	0	150	1	93	86	22.42	41.58	90250
E_neutra_5_R1	FASTQ	DNA	85460159	12698691568	49	148.6	150	150	150	150	0	150	1	97	93	25.89	42.13	56195
E_neutra_5_R2	FASTQ	DNA	85460159	12698691568	49	148.6	150	150	150	150	0	150	1	95	89	23.52	42.27	17204
E_neutra_6_R1	FASTQ	DNA	163205052	24248190267	49	148.6	150	150	150	150	0	150	1	97	93	25.85	42.9	105011
E_neutra_6_R2	FASTQ	DNA	163205052	24248190267	49	148.6	150	150	150	150	0	150	1	95	88	23.29	43.03	31618
E_normantonensis_R1	FASTQ	DNA	12918362	1883787444	49	145.8	150	150	150	150	0	150	1	94	86	23.48	46.01	39765
E_normantonensis_R2	FASTQ	DNA	12918362	1883787444	49	145.8	150	150	150	150	0	150	1	91	81	22.03	44.98	32233
E_notactites_R1	FASTQ	DNA	59890588	8797176184	49	146.9	150	150	150	150	0	150	1	98	94	26.41	43.14	80462
E_notactites_R2	FASTQ	DNA	59890588	8797176184	49	146.9	150	150	150	150	0	150	1	97	93	25.45	43.05	60861
E_obesa_1_R1	FASTQ	DNA	25334649	3738177090	49	147.6	150	150	150	150	0	150	1	98	94	27.7	39.87	150065
E_obesa_1_R2	FASTQ	DNA	25334649	3738177090	49	147.6	150	150	150	150	0	150	1	97	94	27.18	40.17	294776
E_obesa_2_R1	FASTQ	DNA	86768205	12963921648	49	149.4	150	150	150	150	0	150	1	97	93	26.05	41.55	127677
E_obesa_2_R2	FASTQ	DNA	86768205	12963921648	49	149.4	150	150	150	150	0	150	1	96	92	25.05	41.63	70195
E_obtusiflora_dongarraensis_R1	FASTQ	DNA	47497239	7074103515	49	148.9	150	150	150	150	0	150	1	97	93	26.09	41.33	35243
E_obtusiflora_dongarraensis_R2	FASTQ	DNA	47497239	7074103515	49	148.9	150	150	150	150	0	150	1	96	91	24.54	41.49	12282
E_occidentalis_R1	FASTQ	DNA	67864299	10121164385	49	149.1	150	150	150	150	0	150	1	97	92	25.42	41.67	181998
E_occidentalis_R2	FASTQ	DNA	67864299	10121164385	49	149.1	150	150	150	150	0	150	1	96	91	24.61	41.62	27320
E_ochrophloia_R1	FASTQ	DNA	84348865	12535016298	49	148.6	150	150	150	150	0	150	1	98	94	26.66	41.44	111779
E_ochrophloia_R2	FASTQ	DNA	84348865	12535016298	49	148.6	150	150	150	150	0	150	1	97	92	25.15	41.52	83051
E_odorata_R1	FASTQ	DNA	31121449	4632691847	49	148.9	150	150	150	150	0	150	1	96	90	24.55	41.7	55489
E_odorata_R2	FASTQ	DNA	31121449	4632691847	49	148.9	150	150	150	150	0	150	1	96	90	24.56	41.63	6210
E_odorata_x_E_phenax_R1	FASTQ	DNA	40373344	5968824269	49	147.8	150	150	150	150	0	150	1	98	94	26.75	43.91	89828
E_odorata_x_E_phenax_R2	FASTQ	DNA	40373344	5968824269	49	147.8	150	150	150	150	0	150	1	96	92	25.04	43.71	19702
E_oleosa_ampliata_1_R1	FASTQ	DNA	59824672	8906813694	49	148.9	150	150	150	150	0	150	1	98	94	26.77	41.66	64090
E_oleosa_ampliata_1_R2	FASTQ	DNA	59824672	8906813694	49	148.9	150	150	150	150	0	150	1	96	92	24.92	41.74	57239
E_oleosa_ampliata_2_R1	FASTQ	DNA	66495916	9856029149	49	148.2	150	150	150	150	0	150	1	98	94	27.88	39.91	397074
E_oleosa_ampliata_2_R2	FASTQ	DNA	66495916	9856029149	49	148.2	150	150	150	150	0	150	1	98	94	27.5	40.14	784756
E_oleosa_ampliata_3_R1	FASTQ	DNA	10084857	1462667687	49	145	150	150	150	150	0	150	1	92	82	22.49	45.28	7398
E_oleosa_ampliata_3_R2	FASTQ	DNA	10084857	1462667687	49	145	150	150	150	150	0	150	1	89	79	21.4	44.32	159869
E_oleosa_cylindroidea_R1	FASTQ	DNA	171253054	25520328645	49	149	150	150	150	150	0	150	1	96	91	24.86	41.92	159215
E_oleosa_cylindroidea_R2	FASTQ	DNA	171253054	25520328645	49	149	150	150	150	150	0	150	1	94	87	23.11	42.07	63725
E_oligantha_1_R1	FASTQ	DNA	167822282	24783633346	49	147.7	150	150	150	150	0	150	1	97	92	25.22	43.09	134907
E_oligantha_1_R2	FASTQ	DNA	167822282	24783633346	49	147.7	150	150	150	150	0	150	1	94	87	22.65	43.31	23308
E_oligantha_2_R1	FASTQ	DNA	102528583	15240493092	49	148.6	150	150	150	150	0	150	1	96	91	24.81	42.09	111881
E_oligantha_2_R2	FASTQ	DNA	102528583	15240493092	49	148.6	150	150	150	150	0	150	1	95	89	23.78	42.17	128859
E_oligantha_3_R1	FASTQ	DNA	61602217	9166973652	49	148.8	150	150	150	150	0	150	1	96	91	24.96	41.93	65724
E_oligantha_3_R2	FASTQ	DNA	61602217	9166973652	49	148.8	150	150	150	150	0	150	1	95	90	23.92	42.02	72439
E_oligantha_4_R1	FASTQ	DNA	96101533	14330832358	49	149.1	150	150	150	150	0	150	1	97	92	25.12	40.91	103257
E_oligantha_4_R2	FASTQ	DNA	96101533	14330832358	49	149.1	150	150	150	150	0	150	1	96	90	24.12	40.97	118371
E_oligantha_5_R1	FASTQ	DNA	67922252	10125457842	49	149.1	150	150	150	150	0	150	1	97	91	25.06	41.78	74906
E_oligantha_5_R2	FASTQ	DNA	67922252	10125457842	49	149.1	150	150	150	150	0	150	1	96	90	24.13	41.89	81662
E_olivina_1_R1	FASTQ	DNA	63764706	9492984863	49	148.9	150	150	150	150	0	150	1	97	93	26	41.31	138375
E_olivina_1_R2	FASTQ	DNA	63764706	9492984863	49	148.9	150	150	150	150	0	150	1	96	91	24.73	41.4	57960
E_olivina_2_R1	FASTQ	DNA	52573364	7831983709	49	149	150	150	150	150	0	150	1	97	93	26.12	42.05	114118
E_olivina_2_R2	FASTQ	DNA	52573364	7831983709	49	149	150	150	150	150	0	150	1	96	90	24.15	42.22	46000
E_opimiflora_R1	FASTQ	DNA	69050671	10271785797	49	148.8	150	150	150	150	0	150	1	96	91	25.04	41.63	76323
E_opimiflora_R2	FASTQ	DNA	69050671	10271785797	49	148.8	150	150	150	150	0	150	1	96	90	24.18	41.69	83405
E_optima_R1	FASTQ	DNA	64248796	9557438870	49	148.8	150	150	150	150	0	150	1	98	94	26.85	42.77	68557
E_optima_R2	FASTQ	DNA	64248796	9557438870	49	148.8	150	150	150	150	0	150	1	97	93	25.53	42.82	61179
E_oraria_1_R1	FASTQ	DNA	77733010	11554651779	49	148.6	150	150	150	150	0	150	1	97	93	26.17	41.46	59432
E_oraria_1_R2	FASTQ	DNA	77733010	11554651779	49	148.6	150	150	150	150	0	150	1	96	90	24.3	41.6	20980
E_oraria_2_R1	FASTQ	DNA	64609584	9626564244	49	149	150	150	150	150	0	150	1	97	94	26.3	40.89	49620
E_oraria_2_R2	FASTQ	DNA	64609584	9626564244	49	149	150	150	150	150	0	150	1	96	90	24.45	40.99	17496
E_orbifolia_R1	FASTQ	DNA	62315230	9307360407	49	149.4	150	150	150	150	0	150	1	98	95	27.52	42.3	134501
E_orbifolia_R2	FASTQ	DNA	62315230	9307360407	49	149.4	150	150	150	150	0	150	1	97	92	25.28	42.17	49593
E_ornata_R1	FASTQ	DNA	75772667	11229073936	49	148.2	150	150	150	150	0	150	1	98	94	26.95	42.23	81838
E_ornata_R2	FASTQ	DNA	75772667	11229073936	49	148.2	150	150	150	150	0	150	1	97	92	25.1	42.28	73157
E_ovata_grandiflora_R1	FASTQ	DNA	41817820	6240904343	49	149.2	150	150	150	150	0	150	1	98	95	27.1	42.79	100324
E_ovata_grandiflora_R2	FASTQ	DNA	41817820	6240904343	49	149.2	150	150	150	150	0	150	1	97	93	25.61	42.74	18243
E_ovata_ovata_1_R1	FASTQ	DNA	88389301	13177232570	49	149.1	150	150	150	150	0	150	1	97	92	25.49	42.01	230105
E_ovata_ovata_1_R2	FASTQ	DNA	88389301	13177232570	49	149.1	150	150	150	150	0	150	1	96	90	24.42	42.03	30981
E_ovata_ovata_2_R1	FASTQ	DNA	77686193	11586588542	49	149.1	150	150	150	150	0	150	1	97	94	26.31	42.51	50901
E_ovata_ovata_2_R2	FASTQ	DNA	77686193	11586588542	49	149.1	150	150	150	150	0	150	1	96	90	24.34	42.51	15935
E_ovata_ovata_3_R1	FASTQ	DNA	45869016	6848774727	49	149.3	150	150	150	150	0	150	1	98	95	27.5	41.38	100163
E_ovata_ovata_3_R2	FASTQ	DNA	45869016	6848774727	49	149.3	150	150	150	150	0	150	1	97	92	25.11	41.46	37423
E_ovata_ovata_4_R1	FASTQ	DNA	38370667	5730389194	49	149.3	150	150	150	150	0	150	1	98	95	27.63	41.39	84130
E_ovata_ovata_4_R2	FASTQ	DNA	38370667	5730389194	49	149.3	150	150	150	150	0	150	1	97	93	25.52	41.32	31611
E_ovularis_R1	FASTQ	DNA	33905928	4860976770	49	143.4	150	150	150	150	0	150	1	95	89	24.9	44.41	29370
E_ovularis_R2	FASTQ	DNA	33905928	4860976770	49	143.4	150	150	150	150	0	150	1	94	88	23.84	43.81	16283
E_oxymitra_1_R1	FASTQ	DNA	62224445	9248112769	49	148.6	150	150	150	150	0	150	1	96	91	24.88	39.71	64781
E_oxymitra_1_R2	FASTQ	DNA	62224445	9248112769	49	148.6	150	150	150	150	0	150	1	95	89	23.78	39.83	67287
E_oxymitra_2_R1	FASTQ	DNA	197856812	29236084063	49	147.8	150	150	150	150	0	150	1	97	93	25.97	40.48	238988
E_oxymitra_2_R2	FASTQ	DNA	197856812	29236084063	49	147.8	150	150	150	150	0	150	1	96	91	24.62	40.5	201423
E_pachycalyx_pachycalyx_R1	FASTQ	DNA	55911010	8340214462	49	149.2	150	150	150	150	0	150	1	98	94	26.57	42.29	36505
E_pachycalyx_pachycalyx_R2	FASTQ	DNA	55911010	8340214462	49	149.2	150	150	150	150	0	150	1	96	91	24.94	42.36	11027
E_pallida_R1	FASTQ	DNA	54488623	8137722199	49	149.3	150	150	150	150	0	150	1	96	91	24.55	41.19	55460
E_pallida_R2	FASTQ	DNA	54488623	8137722199	49	149.3	150	150	150	150	0	150	1	95	88	23.24	41.18	58327
E_panda_R1	FASTQ	DNA	31535443	4629080029	49	146.8	150	150	150	150	0	150	1	96	91	25.55	44.53	903601
E_panda_R2	FASTQ	DNA	31535443	4629080029	49	146.8	150	150	150	150	0	150	1	95	88	24.19	44.23	349707
E_patellaris_R1	FASTQ	DNA	55430791	8243765041	49	148.7	150	150	150	150	0	150	1	97	93	25.95	39.59	93923
E_patellaris_R2	FASTQ	DNA	55430791	8243765041	49	148.7	150	150	150	150	0	150	1	95	86	23.24	39.83	24913
E_patens_R1	FASTQ	DNA	76840612	11482898361	49	149.4	150	150	150	150	0	150	1	96	91	24.75	41.21	86413
E_patens_R2	FASTQ	DNA	76840612	11482898361	49	149.4	150	150	150	150	0	150	1	95	89	23.6	41.34	78765
E_pauciflora_parvifructa_1_R1	FASTQ	DNA	57921396	8642510682	49	149.2	150	150	150	150	0	150	1	97	92	25.42	41.47	106956
E_pauciflora_parvifructa_1_R2	FASTQ	DNA	57921396	8642510682	49	149.2	150	150	150	150	0	150	1	96	90	24.11	41.46	21108
E_pauciflora_parvifructa_2_R1	FASTQ	DNA	51782291	7716639480	49	149	150	150	150	150	0	150	1	97	92	25.33	42.39	94830
E_pauciflora_parvifructa_2_R2	FASTQ	DNA	51782291	7716639480	49	149	150	150	150	150	0	150	1	95	89	23.9	42.26	18693
E_peninsularis_1_R1	FASTQ	DNA	56265889	8324594378	49	148	150	150	150	150	0	150	1	97	92	25.1	43.02	148543
E_peninsularis_1_R2	FASTQ	DNA	56265889	8324594378	49	148	150	150	150	150	0	150	1	96	91	24.54	43.1	20921
E_peninsularis_2_R1	FASTQ	DNA	75353808	11219463899	49	148.9	150	150	150	150	0	150	1	98	94	26.46	42.27	48472
E_peninsularis_2_R2	FASTQ	DNA	75353808	11219463899	49	148.9	150	150	150	150	0	150	1	96	90	24.34	42.34	14534
E_peninsularis_3_R1	FASTQ	DNA	73197213	10899406094	49	148.9	150	150	150	150	0	150	1	97	94	26.36	42.11	47343
E_peninsularis_3_R2	FASTQ	DNA	73197213	10899406094	49	148.9	150	150	150	150	0	150	1	95	90	23.93	42.19	14479
E_perangusta_R1	FASTQ	DNA	59137739	8801664321	49	148.8	150	150	150	150	0	150	1	97	94	26.35	41.68	105737
E_perangusta_R2	FASTQ	DNA	59137739	8801664321	49	148.8	150	150	150	150	0	150	1	97	92	25.23	41.71	11013
E_percostata_1_R1	FASTQ	DNA	160276047	23859838659	49	148.9	150	150	150	150	0	150	1	96	91	24.6	41.7	150581
E_percostata_1_R2	FASTQ	DNA	160276047	23859838659	49	148.9	150	150	150	150	0	150	1	94	86	22.59	41.95	60076
E_percostata_2_R1	FASTQ	DNA	165090735	24549038094	49	148.7	150	150	150	150	0	150	1	96	91	24.74	41.79	155674
E_percostata_2_R2	FASTQ	DNA	165090735	24549038094	49	148.7	150	150	150	150	0	150	1	94	87	22.98	41.94	61858
E_perriniana_1_R1	FASTQ	DNA	74721183	11160430388	49	149.4	150	150	150	150	0	150	1	96	91	24.94	40.81	61685
E_perriniana_1_R2	FASTQ	DNA	74721183	11160430388	49	149.4	150	150	150	150	0	150	1	95	88	23.63	40.92	59715
E_perriniana_2_R1	FASTQ	DNA	68295145	10197971342	49	149.3	150	150	150	150	0	150	1	96	91	24.89	41.1	56008
E_perriniana_2_R2	FASTQ	DNA	68295145	10197971342	49	149.3	150	150	150	150	0	150	1	95	88	23.57	41.2	53974
E_petiolaris_1_R1	FASTQ	DNA	79226731	11827957360	49	149.3	150	150	150	150	0	150	1	98	95	26.97	42.15	87167
E_petiolaris_1_R2	FASTQ	DNA	79226731	11827957360	49	149.3	150	150	150	150	0	150	1	97	92	25.27	42.25	78264
E_petiolaris_2_R1	FASTQ	DNA	72751191	10833736844	49	148.9	150	150	150	150	0	150	1	97	92	25.48	40.79	189197
E_petiolaris_2_R2	FASTQ	DNA	72751191	10833736844	49	148.9	150	150	150	150	0	150	1	96	91	24.54	40.9	26688
E_petraea_1_R1	FASTQ	DNA	52941657	7787367990	49	147.1	150	150	150	150	0	150	1	97	92	25.09	41.78	40015
E_petraea_1_R2	FASTQ	DNA	52941657	7787367990	49	147.1	150	150	150	150	0	150	1	95	90	23.67	41.89	14098
E_petraea_2_R1	FASTQ	DNA	75553267	11287371663	49	149.4	150	150	150	150	0	150	1	97	94	26.34	42.41	110924
E_petraea_2_R2	FASTQ	DNA	75553267	11287371663	49	149.4	150	150	150	150	0	150	1	97	92	25.27	42.5	61165
E_petraea_3_R1	FASTQ	DNA	79578442	11877698237	49	149.3	150	150	150	150	0	150	1	97	94	26.28	42.95	117372
E_petraea_3_R2	FASTQ	DNA	79578442	11877698237	49	149.3	150	150	150	150	0	150	1	96	91	24.62	43.02	64746
E_petrensis_R1	FASTQ	DNA	68416599	10191933639	49	149	150	150	150	150	0	150	1	98	94	26.9	43.34	73489
E_petrensis_R2	FASTQ	DNA	68416599	10191933639	49	149	150	150	150	150	0	150	1	97	93	25.53	43.36	65611
E_phaenophylla_2_R1	FASTQ	DNA	56956589	8489083282	49	149	150	150	150	150	0	150	1	97	93	26.14	42.32	124914
E_phaenophylla_2_R2	FASTQ	DNA	56956589	8489083282	49	149	150	150	150	150	0	150	1	96	91	24.72	42.42	52029
E_phaenophylla_3_R1	FASTQ	DNA	86673910	12914379382	49	149	150	150	150	150	0	150	1	97	93	26.06	41.53	126975
E_phaenophylla_3_R2	FASTQ	DNA	86673910	12914379382	49	149	150	150	150	150	0	150	1	96	91	24.43	41.6	98157
E_phaenophylla_4_R1	FASTQ	DNA	41156000	6060210042	49	147.2	150	150	150	150	0	150	1	96	92	24.95	42.31	60614
E_phaenophylla_4_R2	FASTQ	DNA	41156000	6060210042	49	147.2	150	150	150	150	0	150	1	94	88	23.05	42.63	45019
E_phenax_compressa_R1	FASTQ	DNA	69292540	10333135102	49	149.1	150	150	150	150	0	150	1	97	92	25.52	41.51	181501
E_phenax_compressa_R2	FASTQ	DNA	69292540	10333135102	49	149.1	150	150	150	150	0	150	1	96	91	24.51	41.56	25306
E_phenax_phenax_R1	FASTQ	DNA	66636618	9919286416	49	148.9	150	150	150	150	0	150	1	97	92	25.36	41.5	180310
E_phenax_phenax_R2	FASTQ	DNA	66636618	9919286416	49	148.9	150	150	150	150	0	150	1	95	90	23.98	41.53	27118
E_pileata_1_R1	FASTQ	DNA	58440202	8703491164	49	148.9	150	150	150	150	0	150	1	97	93	26.22	41.26	126286
E_pileata_1_R2	FASTQ	DNA	58440202	8703491164	49	148.9	150	150	150	150	0	150	1	96	91	24.84	41.35	51075
E_pileata_2_R1	FASTQ	DNA	37284976	5477989663	49	146.9	150	150	150	150	0	150	1	97	91	26.11	43.7	32218
E_pileata_2_R2	FASTQ	DNA	37284976	5477989663	49	146.9	150	150	150	150	0	150	1	95	89	24.61	43.13	19054
E_pileata_3_R1	FASTQ	DNA	117782135	17559298897	49	149.1	150	150	150	150	0	150	1	98	95	27.47	41.99	256266
E_pileata_3_R2	FASTQ	DNA	117782135	17559298897	49	149.1	150	150	150	150	0	150	1	96	90	24.38	42.03	97660
E_pileata_4_R1	FASTQ	DNA	56767558	8449348122	49	148.8	150	150	150	150	0	150	1	98	95	27.52	42.41	123377
E_pileata_4_R2	FASTQ	DNA	56767558	8449348122	49	148.8	150	150	150	150	0	150	1	97	93	25.57	42.28	46910
E_pimpiniana_R1	FASTQ	DNA	66880988	9958193419	49	148.9	150	150	150	150	0	150	1	96	91	25.02	41.23	67583
E_pimpiniana_R2	FASTQ	DNA	66880988	9958193419	49	148.9	150	150	150	150	0	150	1	96	89	24.03	41.31	71553
E_planipes_1_R1	FASTQ	DNA	55675421	8316735351	49	149.4	150	150	150	150	0	150	1	97	93	26.14	40.77	111270
E_planipes_1_R2	FASTQ	DNA	55675421	8316735351	49	149.4	150	150	150	150	0	150	1	97	92	25.18	40.83	44138
E_planipes_2_R1	FASTQ	DNA	70558623	10530225006	49	149.2	150	150	150	150	0	150	1	97	93	25.87	40.77	140039
E_planipes_2_R2	FASTQ	DNA	70558623	10530225006	49	149.2	150	150	150	150	0	150	1	96	91	24.55	40.87	55903
E_planipes_3_R1	FASTQ	DNA	60243663	8986664125	49	149.2	150	150	150	150	0	150	1	97	93	26.09	41.27	87501
E_planipes_3_R2	FASTQ	DNA	60243663	8986664125	49	149.2	150	150	150	150	0	150	1	96	91	24.57	41.41	67865
E_planipes_4_R1	FASTQ	DNA	56617955	8419340523	49	148.7	150	150	150	150	0	150	1	96	90	24.55	41.46	45559
E_planipes_4_R2	FASTQ	DNA	56617955	8419340523	49	148.7	150	150	150	150	0	150	1	94	86	22.62	41.75	42820
E_planipes_5_R1	FASTQ	DNA	61959154	9237902287	49	149.1	150	150	150	150	0	150	1	96	91	24.68	41.3	51914
E_planipes_5_R2	FASTQ	DNA	61959154	9237902287	49	149.1	150	150	150	150	0	150	1	95	88	23.5	41.35	50155
E_platydisca_R1	FASTQ	DNA	58585522	8730344112	49	149	150	150	150	150	0	150	1	98	94	26.49	41.65	104226
E_platydisca_R2	FASTQ	DNA	58585522	8730344112	49	149	150	150	150	150	0	150	1	97	92	25.49	41.72	11184
E_platyphylla_R1	FASTQ	DNA	56865048	8484268491	49	149.2	150	150	150	150	0	150	1	98	95	27.23	42.59	135075
E_platyphylla_R2	FASTQ	DNA	56865048	8484268491	49	149.2	150	150	150	150	0	150	1	97	93	25.73	42.47	24553
E_platypus_platypus_1_R1	FASTQ	DNA	73582226	10872333814	49	147.8	150	150	150	150	0	150	1	98	94	27.81	40.08	449771
E_platypus_platypus_1_R2	FASTQ	DNA	73582226	10872333814	49	147.8	150	150	150	150	0	150	1	97	94	27.18	40.41	877989
E_platypus_platypus_2_R1	FASTQ	DNA	31319269	4577459258	49	146.2	150	150	150	150	0	150	1	96	90	25.07	43.34	255692
E_platypus_platypus_2_R2	FASTQ	DNA	31319269	4577459258	49	146.2	150	150	150	150	0	150	1	94	88	24.05	43.11	210281
E_pluricaulis_pluricaulis_R1	FASTQ	DNA	62913428	9324937207	49	148.2	150	150	150	150	0	150	1	97	93	25.66	42.5	40493
E_pluricaulis_pluricaulis_R2	FASTQ	DNA	62913428	9324937207	49	148.2	150	150	150	150	0	150	1	95	88	23.25	42.52	12215
E_pluricaulis_porphyrea_R1	FASTQ	DNA	58669825	8739094386	49	149	150	150	150	150	0	150	1	97	92	25.45	41.84	158373
E_pluricaulis_porphyrea_R2	FASTQ	DNA	58669825	8739094386	49	149	150	150	150	150	0	150	1	96	91	24.87	41.76	25361
E_polybractea_1_R1	FASTQ	DNA	75714641	11257526663	49	148.7	150	150	150	150	0	150	1	98	94	26.66	43.76	82573
E_polybractea_1_R2	FASTQ	DNA	75714641	11257526663	49	148.7	150	150	150	150	0	150	1	97	92	25.13	43.86	74376
E_polybractea_2_R1	FASTQ	DNA	91538069	13644502753	49	149.1	150	150	150	150	0	150	1	98	94	26.72	43.08	99078
E_polybractea_2_R2	FASTQ	DNA	91538069	13644502753	49	149.1	150	150	150	150	0	150	1	96	92	24.91	43.22	89076
E_populnea_bimbil_R1	FASTQ	DNA	68454384	10218883394	49	149.3	150	150	150	150	0	150	1	96	91	24.86	42.1	68169
E_populnea_bimbil_R2	FASTQ	DNA	68454384	10218883394	49	149.3	150	150	150	150	0	150	1	95	88	23.33	42.25	74989
E_porosa_R1	FASTQ	DNA	26225377	3896582898	49	148.6	150	150	150	150	0	150	1	97	93	26.82	42.65	153457
E_porosa_R2	FASTQ	DNA	26225377	3896582898	49	148.6	150	150	150	150	0	150	1	96	92	25.9	42.78	170943
E_praetermissa_R1	FASTQ	DNA	58344464	8634414157	49	148	150	150	150	150	0	150	1	98	94	26.85	41.74	63456
E_praetermissa_R2	FASTQ	DNA	58344464	8634414157	49	148	150	150	150	150	0	150	1	97	92	25.1	41.81	56647
E_preissiana_lobata_1_R1	FASTQ	DNA	46998587	7022920547	49	149.4	150	150	150	150	0	150	1	97	93	26.13	41.26	94038
E_preissiana_lobata_1_R2	FASTQ	DNA	46998587	7022920547	49	149.4	150	150	150	150	0	150	1	97	92	25.43	41.32	36784
E_preissiana_lobata_2_R1	FASTQ	DNA	66724723	9946452859	49	149.1	150	150	150	150	0	150	1	96	91	24.9	41.39	72136
